key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
852069,65792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852070,66103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852071,65766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852072,65766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852073,1245186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852074,65852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852075,66157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852076,1245185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852077,1245187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852078,66104,66105,66106,0,0,0,0,0,0,0,0,0,0,0,0,0
852079,65644,65645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852080,65765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852081,65797,65824,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852082,65792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852083,65635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852084,65800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852085,131102,131104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852086,131103,131105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852087,131101,131106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852088,131107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852089,131108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852090,65801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852091,65801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852092,65801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852093,1703937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852094,262463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852095,262464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852096,262465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852097,65798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852098,720916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852099,65884,65885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852100,65759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852101,65710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852102,65710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
