key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
34,"Bloodbath","Converts 25% of the damage dealt by your next successful offensive ability into HP.
<Color(52258)>Duration:</Color> <If(GreaterThanOrEqualTo(PlayerParameter(72),20))><If(Equal(PlayerParameter(68),3))>30<Else/><If(Equal(PlayerParameter(68),21))>30<Else/>15</If></If><Else/>15</If>s",403,4,0,0,380,1875,0,3,8,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,900,2,0,0,0,0,False,False,0,1,43,0
35,"Skull Sunder","Delivers an attack with a potency of 100.
Additional Effect: Increased enmity
<Color(52258)>Combo Action:</Color> Heavy Swing  <Color(52258)>Combo Potency:</Color> 200<If(GreaterThanOrEqualTo(PlayerParameter(72),30))><If(Equal(PlayerParameter(68),21))>
Grants <Color(-34022)>Wrath</Color> when used with Defiance.<Color(52258)>Duration:</Color> 30s<Else/></If><Else/></If>",410,3,0,0,320,1875,203,3,4,-1,False,False,False,True,False,False,False,False,True,True,0,True,5,60,0,0,31,False,0,25,58,-1,7,0,0,False,False,0,2,45,0
36,"Mercy Stroke","Delivers an attack with a potency of 250.
If delivered as the killing blow to a target whose HP is below 20%, up to 20% of your maximum HP will be restored.",420,4,0,0,381,1875,0,3,26,-1,False,False,False,True,False,False,False,False,True,True,0,True,0,0,6,0,0,True,0,900,3,-1,7,0,0,False,False,0,2,43,0
37,"Maim","Delivers an attack with a potency of 100.
<Color(52258)>Combo Action:</Color> Heavy Swing  <Color(52258)>Combo Potency:</Color> 180
<Color(52258)>Combo Bonus:</Color> Increases damaged dealt by 10%  <Color(52258)>Duration:</Color> <If(GreaterThanOrEqualTo(PlayerParameter(72),48))><If(Equal(PlayerParameter(68),3))>20<Else/><If(Equal(PlayerParameter(68),21))>20<Else/>12</If></If><Else/>12</If>s",408,3,0,0,322,1875,200,3,18,-1,False,False,False,True,False,False,False,False,True,True,0,True,5,60,0,0,31,False,0,25,58,-1,7,0,0,False,False,0,2,44,0
38,"Berserk","Increases attack power by 50%.  <Color(52258)>Duration:</Color> <If(GreaterThanOrEqualTo(PlayerParameter(72),36))><If(Equal(PlayerParameter(68),3))>20<Else/><If(Equal(PlayerParameter(68),21))>20<Else/>15</If></If><Else/>15</If>s
Unable to use weaponskills for 5 seconds after effect fades.<If(GreaterThanOrEqualTo(PlayerParameter(72),30))><If(Equal(PlayerParameter(68),21))>
Grants <Color(-34022)>Wrath</Color> when used with Defiance.  <Color(52258)>Duration:</Color> 30s<Else/></If><Else/></If>",412,4,0,0,382,1875,0,3,22,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,900,4,0,0,0,0,False,False,0,1,44,0
39,"Brutal Swing","Delivers an attack with a potency of 50.
<Color(52258)>Additional Effect:</Color> Stun  <Color(52258)>Duration:</Color> <If(GreaterThanOrEqualTo(PlayerParameter(72),32))><If(Equal(PlayerParameter(68),3))>5<Else/><If(Equal(PlayerParameter(68),21))>5<Else/>3</If></If><Else/>3</If>s<If(GreaterThanOrEqualTo(PlayerParameter(72),30))><If(Equal(PlayerParameter(68),21))>
Grants <Color(-34022)>Wrath</Color> when used with Defiance.  <Color(52258)>Duration:</Color> 30s<Else/></If><Else/></If>",406,4,0,0,324,1875,0,3,10,-1,False,False,False,True,False,False,False,False,True,True,0,True,0,0,0,0,0,True,0,300,5,-1,7,0,0,False,False,0,2,44,0
40,"Thrill of Battle","Increases your maximum HP by <If(GreaterThanOrEqualTo(PlayerParameter(72),44))><If(Equal(PlayerParameter(68),3))>20<Else/><If(Equal(PlayerParameter(68),21))>20<Else/>10</If></If><Else/>10</If>% and restores the amount increased.
<Color(52258)>Duration:</Color> 10s<If(GreaterThanOrEqualTo(PlayerParameter(72),30))><If(Equal(PlayerParameter(68),21))>
Grants <Color(-34022)>Wrath</Color> when used with Defiance.  <Color(52258)>Duration:</Color> 30s<Else/></If><Else/></If>",418,4,0,0,383,1875,0,3,34,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,1800,6,0,0,0,0,False,False,0,1,44,0
41,"Overpower","Delivers an attack with a potency of 120 to all enemies in a cone before you.
<Color(52258)>Additional Effect:</Color> Increased enmity",407,3,0,0,326,1893,0,3,12,8,False,False,False,True,False,False,False,False,True,True,8,True,5,100,0,0,0,False,0,25,58,-1,7,0,0,False,False,0,2,44,0
42,"Storm's Path","Delivers an attack with a potency of 100.
<Color(52258)>Combo Action:</Color> Maim
<Color(52258)>Combo Bonus:</Color> Absorbs 20% of damage dealt as HP up to 10% of your maximum HP.",411,3,0,0,323,1875,201,3,38,-1,False,False,False,True,False,False,False,False,True,True,0,True,5,90,0,0,37,False,0,25,58,-1,7,0,0,False,False,0,2,44,0
43,"Holmgang","Binds both caster and target.  <Color(52258)>Duration:</Color> 6s",421,4,0,0,385,1875,0,3,42,3,False,False,False,True,False,False,False,False,True,True,0,True,0,0,0,0,0,True,0,1800,7,0,0,0,0,False,False,0,2,44,0
44,"Vengenace","Delivers an attack with a potency of 50 every time you suffer physical damage.  <Color(52258)>Duration:</Color> 15s<If(GreaterThanOrEqualTo(PlayerParameter(72),30))><If(Equal(PlayerParameter(68),21))>
Grants <Color(-34022)>Wrath</Color> when used with Defiance.  <Color(52258)>Duration:</Color> 30s<Else/></If><Else/></If>",422,4,0,0,388,1875,0,3,46,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,1500,8,0,0,0,0,False,False,0,1,44,0
45,"Rampage","Delivers an attack with a potency of 100.
<Color(52258)>Combo Action:</Color> Maim  <Color(52258)>Combo Potency:</Color> 230
<Color(52258)>Combo Bonus:</Color> Decreases target's slashing resistance by 10% and HP recovery via curing magic by 50%
<Color(52258)>Duration:</Color> 12s<If(GreaterThanOrEqualTo(PlayerParameter(72),30))><If(Equal(PlayerParameter(68),21))>
Grants <Color(-34022)>Wrath</Color> when used with Defiance.<Color(52258)>
Duration:</Color> 30s<Else/></If><Else/></If>",419,3,0,0,329,1875,0,3,50,-1,False,False,False,True,False,False,False,False,True,True,0,True,5,70,0,0,37,False,0,25,58,-1,7,0,0,False,False,0,2,44,0
46,"Tomahawk","Delivers a ranged attack with a potency of 130.
<Color(52258)>Additional Effect:</Color> Increased enmity",416,3,0,0,328,1875,0,3,15,15,False,False,False,True,False,False,False,False,True,True,0,True,5,120,0,0,0,False,0,25,58,-1,7,0,0,False,False,74,2,44,0
47,"Butcher's Block","Delivers an attack with a potency of 100.
<Color(52258)>Additional Effect:</Color> Increased enmity
<Color(52258)>Combo Action:</Color> Skull Sunder  <Color(52258)>Combo Potency:</Color> 260<If(GreaterThanOrEqualTo(PlayerParameter(72),30))><If(Equal(PlayerParameter(68),21))>
Grants <Color(-34022)>Wrath</Color> when used with Defiance.<Color(52258)>Duration:</Color> 30s<Else/></If><Else/></If>",417,3,0,0,325,1875,0,3,30,-1,False,False,False,True,False,False,False,False,True,True,0,True,5,60,0,0,35,False,0,25,58,-1,7,0,0,False,False,75,2,44,0
48,"Defiance","Increases maximum HP by 25%, while lowering damage dealt by 35% and increasing enmity.
Effect ends upon reuse.

Using certain actions while under the effect of Defiance will grant you <Color(-34022)>Wrath</Color>. Each unit of <Color(-34022)>Wrath</Color> increases your critical hit rate by 2%.
When five units are stacked, you will become <Color(-34022)>Infuriated</Color>. All <Color(-34022)>Wrath</Color> is lost when Defiance ends.",2201,4,0,0,384,1875,0,21,30,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,100,9,0,0,0,91,False,False,41,1,22,0
49,"Inner Beast","Delivers an attack with a potency of 260.
Ignores the 35% damage penalty inflicted by Defiance.
Can only be executed when <Color(-34022)>Infuriated</Color>.
All <Color(-34022)>Wrath</Color> is lost when used.  <Color(52258)>Additional Effect:</Color> Absorb HP",2206,3,0,0,330,1875,0,21,35,-1,False,False,False,True,False,False,False,False,True,True,0,True,10,97,0,97,0,False,0,25,58,-1,7,0,0,False,False,42,2,22,0
50,"Unchained","Nullifies the damage penalty inflicted by Defiance.
<Color(52258)>Duration:</Color> 20s
Can only be executed when <Color(-34022)>Infuriated</Color>.
All <Color(-34022)>Wrath</Color> is lost when used.
Effect is cancelled if Defiance ends.",2207,4,0,0,386,1875,0,21,40,0,True,False,False,False,False,False,False,False,True,True,0,False,10,97,0,97,0,True,0,3000,10,0,0,0,0,False,False,43,1,22,0
51,"Steel Cyclone","Delivers an attack with a potency of 200 to all nearby enemies.
Ignores the 35% damage penalty inflicted by Defiance.
Can only be executed when <Color(-34022)>Infuriated</Color>.
All <Color(-34022)>Wrath</Color> is lost when used.",2205,3,0,0,327,1875,0,21,45,0,True,False,False,False,False,False,False,False,True,True,5,True,10,97,0,97,0,False,0,25,58,-1,7,0,0,False,False,44,2,22,0
52,"Infuriate","Instantly grants five units of <Color(-34022)>Wrath</Color>, changing your status to <Color(-34022)>Infuriated</Color>. Can only be used when Defiance is active.",2208,4,0,0,387,1875,0,21,50,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,91,0,True,0,1800,11,0,0,0,0,False,False,45,1,22,0
53,"One-two Punch","Delivers an attack with a potency of 130.
<Color(52258)>Opo-opo Form Bonus:</Color> Critical damage if dealt from behind target
<Color(52258)>Additional Effect:</Color> Changes your form to <Color(-34022)>raptor</Color>  <Color(52258)>Duration:</Color> 10s",316,3,0,0,333,1875,0,2,1,-1,False,False,False,True,False,False,False,False,True,True,0,True,5,60,0,0,0,False,0,25,58,-1,7,0,0,False,False,0,2,41,0
54,"True Strike","Delivers an attack with a potency of 150. Chance for critical damage increases by 5% when dealt from behind target. Can only be used when in <Color(-34022)>raptor</Color> form
<Color(52258)>Additional Effect:</Color> Changes your form to <Color(-34022)>coeurl</Color>  <Color(52258)>Duration:</Color> 10s",317,3,0,0,334,1875,0,2,2,-1,False,False,False,True,False,False,False,False,True,True,0,True,5,50,0,108,0,False,0,25,58,-1,7,0,0,False,False,0,2,41,0
55,"Featherfoot","Increases evasion by <If(GreaterThanOrEqualTo(PlayerParameter(72),14))><If(Equal(PlayerParameter(68),2))>25<Else/><If(Equal(PlayerParameter(68),20))>25<Else/>15</If></If><Else/>15</If>%.  <Color(52258)>Duration:</Color> 10s",304,4,0,0,389,1875,0,2,4,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,900,1,0,0,0,0,False,False,0,1,40,0
56,"Snap Punch","Delivers an attack with a potency of 140
180 when delivered from a target's flank.
Can only be used when in <Color(-34022)>coeurl</Color> form.
<Color(52258)>Additional Effect:</Color> Changes your form to <Color(-34022)>opo-opo</Color>  <Color(52258)>Duration:</Color> 10s
<Color(52258)>Additional Effect:</Color> Grants you <Color(-34022)>Greased Lightning</Color>  <Color(52258)>Duration:</Color> 12s
<Color(52258)>Greased Lightning Bonus:</Color> Increases damage dealt by 7% and attack speed by 5%",318,3,0,0,336,1875,0,2,6,-1,False,False,False,True,False,False,False,False,True,True,0,True,5,50,0,109,0,False,0,25,58,-1,7,0,0,False,False,0,2,41,0
57,"Second Wind","Instantly restores <If(GreaterThanOrEqualTo(PlayerParameter(72),32))><If(Equal(PlayerParameter(68),2))>25<Else/><If(Equal(PlayerParameter(68),20))>25<Else/>15</If></If><Else/>15</If>% of your maximum HP.",303,4,0,0,390,1875,0,2,8,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,1200,2,0,0,0,0,False,False,0,1,40,0
58,"Hay Maker","Delivers an attack with a potency of 170.
Can only be used immediately after evading an attack.
<Color(52258)>Additional Effect:</Color> Slow +20%.  <Color(52258)>Duration:</Color> 12s",308,3,0,0,331,1875,207,2,10,-1,False,False,False,True,False,False,False,False,True,True,0,True,5,40,4,0,0,True,0,25,58,-1,7,0,0,False,False,0,2,42,0
59,"Internal Release","Increases critical hit rate by <If(GreaterThanOrEqualTo(PlayerParameter(72),36))><If(Equal(PlayerParameter(68),2))>30<Else/><If(Equal(PlayerParameter(68),20))>30<Else/>20</If></If><Else/>20</If>%.  <Color(52258)>Duration:</Color> 15s",320,4,0,0,391,1875,0,2,12,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,600,3,0,0,0,0,False,False,0,1,40,0
60,"Fists of Earth","Reduces damage taken by 10%.
Cannot be used with Fists of Fire or Fists of Wind,
and shares recast timer with both.

Effect ends upon reuse.",313,4,0,0,392,1875,0,2,22,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,30,4,0,0,0,104,False,False,0,1,41,0
61,"Twin Snakes","Delivers an attack with a potency of 100.
140 when delivered from a target's flank.
Can only be used when in <Color(-34022)>raptor</Color> form.
<Color(52258)>Additional Effect:</Color> Increases damage by <If(GreaterThanOrEqualTo(PlayerParameter(72),28))><If(Equal(PlayerParameter(68),2))>10<Else/><If(Equal(PlayerParameter(68),20))>10<Else/>5</If></If><Else/>5</If>%  <Color(52258)>Duration:</Color> 12s
<Color(52258)>Additional Effect:</Color> Changes your form to <Color(-34022)>coeurl</Color>  <Color(52258)>Duration:</Color> 10s",321,3,0,0,337,1875,0,2,18,-1,False,False,False,True,False,False,False,False,True,True,0,True,5,60,0,108,0,False,0,25,58,-1,7,0,0,False,False,0,2,41,0
62,"Arm of the Destroyer","Delivers an attack with a potency of 50 to all nearby targets.
<Color(52258)>Opo-opo Form Bonus:</Color> Silence  <Color(52258)>Duration:</Color> 1s
<Color(52258)>Additional Effect:</Color> Changes your form to <Color(-34022)>raptor</Color>  <Color(52258)>Duration:</Color> 10s
",323,3,0,0,395,1875,0,2,26,0,True,False,False,False,False,False,False,False,True,True,5,True,5,130,0,0,0,False,0,25,58,-1,7,0,0,False,False,0,2,41,0
63,"Fists of Fire","Increases damage dealt by 10%.
Cannot be used with Fists of Earth or Fists of Wind,
and shares recast timer with both.

Effect ends upon reuse.",312,4,0,0,393,1875,0,20,40,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,30,4,0,0,0,103,False,False,38,1,21,0
64,"Steel Peak","Delivers an attack with a potency of 150.
<Color(52258)>Additional Effect:</Color> Stun  <Color(52258)>Duration:</Color> 4s",2107,4,0,0,341,1888,0,2,38,-1,False,False,False,True,False,False,False,False,True,True,0,True,0,0,0,0,0,True,0,600,5,-1,7,0,0,False,False,0,2,41,0
65,"Mantra","Increases target's HP recovery via curing magic by <If(GreaterThanOrEqualTo(PlayerParameter(72),48))><If(Equal(PlayerParameter(68),2))>10<Else/><If(Equal(PlayerParameter(68),20))>10<Else/>5</If></If><Else/>5</If>%. <Color(52258)>Duration:</Color> 15s",324,4,0,0,396,1875,0,2,42,25,False,True,True,False,True,False,False,False,True,False,0,False,0,0,0,0,0,True,0,1200,6,0,0,0,0,False,False,0,1,40,0
66,"Demolish","Delivers damage over time with a potency of 40.
<Color(52258)>Duration:</Color> 18s
Can only be used when in <Color(-34022)>coeurl</Color> form.
<Color(52258)>Additional Effect:</Color> Changes your form to <Color(-34022)>opo-opo</Color>  <Color(52258)>Duration:</Color> 10s
<Color(52258)>Additional Effect:</Color> Grants you <Color(-34022)>Greased Lightning</Color>  <Color(52258)>Duration:</Color> 12s
<Color(52258)>Greased Lightning Bonus:</Color> Increases damage dealt by 7% and attack speed by 5%",310,3,0,0,342,1875,0,2,30,-1,False,False,False,True,False,False,False,False,True,True,0,True,5,50,0,109,0,False,0,25,58,-1,7,0,0,False,False,77,2,41,0
67,"Howling Fist","Delivers an attack with a potency of 190 to all enemies in a straight line before you.",315,4,0,0,398,1889,0,2,46,10,False,False,False,True,False,False,False,False,True,True,10,True,0,0,0,0,0,True,0,3000,7,-1,7,0,0,False,False,0,2,41,0
68,"Touch of Death","Delivers an attack with a potency of 20.
<Color(52258)>Additional Effect:</Color> Damage over time  <Color(52258)>Potency:</Color> 25
<Color(52258)>Duration:</Color> 30s",319,3,0,0,338,1875,0,2,15,-1,False,False,False,True,False,False,False,False,True,True,0,True,5,80,0,0,0,False,0,25,58,-1,7,0,0,False,False,76,2,41,0
69,"Perfect Balance","Allows you to execute a weaponskill which requires a certain form, without being in that form.
<Color(52258)>Duration:</Color> 10s",325,4,0,0,399,1875,0,2,50,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,2400,8,0,0,0,0,False,False,0,1,41,0
