key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
10012,783,False,589836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65572,0,False,65538,0,65572,0,65576,0,65542,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10013,986,False,589827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,50,7,1,1,1,185,12,2,0,0,0,4,12,0,1,0,0,0,0,1,0,0,0,0,0,"1001, 1, 1, 0",0,"0, 0, 0, 0",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10014,783,False,589828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,50,1,1,1,1,152,71,4,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,"901, 2, 1, 0",0,"0, 0, 0, 0",0,0,0,False,524317,0,6946823,0,4259847,0,7864324,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10015,783,False,589829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,50,1,1,1,1,152,71,4,0,0,0,0,71,0,0,0,0,0,0,0,0,1,7,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,1966100,0,False,65571,0,65537,0,65543,0,393217,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10016,783,False,589830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,25,1,1,1,1,152,71,4,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,2621475,0,False,524323,0,65537,0,3801092,0,1900579,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10017,783,False,589831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,50,1,1,1,1,152,71,4,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,2097172,0,False,393251,0,6946821,0,3538948,0,2097187,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10018,783,False,589832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,50,4,2,4,1,34,78,36,0,0,0,0,78,0,0,0,0,0,0,1,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,851974,0,7012357,0,4063238,0,65542,0,0,0,65540,0,0,0,0,0,0,0,0,0,False,0
10019,783,False,589833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,50,4,2,4,1,34,78,36,0,0,0,0,78,0,0,0,0,0,0,1,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,10747914,0,False,720931,0,65537,0,3932167,0,1900579,0,0,0,65540,0,0,0,0,0,0,0,0,0,False,0
10020,783,False,589834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,50,3,3,1,1,162,61,36,0,0,0,0,61,0,0,0,0,0,0,1,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,196615,0,65537,0,3801095,0,262145,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10021,783,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,50,4,2,4,1,34,76,36,0,0,0,0,76,0,0,0,0,0,0,1,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,65537,0,65537,0,65537,0,65537,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10022,783,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,50,1,1,3,1,152,59,55,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,65537,0,65537,0,65537,0,65537,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10023,783,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,50,8,3,6,1,97,12,13,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,65537,0,65537,0,65537,0,65537,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10024,824,False,589837,65550,0,65552,65553,65569,65640,65616,65617,65618,65622,65595,65610,65611,65623,65624,65625,65615,65613,65630,65637,65598,65638,65605,65680,65681,65682,0,0,0,0,0,1,0,2,0,1,50,4,2,4,1,34,21,15,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,196617,0,65537,0,0,0,6881284,0,0,0,65540,0,0,0,0,0,0,0,0,0,False,0
10025,783,False,589838,65550,0,65552,65553,65622,65611,65623,65624,65625,65636,65613,65630,65637,65638,65640,65605,65680,66227,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,25,1,1,12,1,152,57,36,0,0,0,0,57,0,1,1,3,0,50,0,50,0,7,0,31,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65635,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30038,0,False,0
10026,783,False,589839,0,65552,65553,65622,65610,65611,65623,65624,65625,65636,65637,65640,65680,66205,66227,66239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,50,7,1,1,1,185,12,2,0,0,0,0,12,0,0,0,0,0,50,1,50,0,7,0,53,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10027,783,False,589840,65553,65615,65616,65595,65611,65623,65624,65625,65598,65680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,50,4,2,5,1,58,69,6,0,0,0,4,69,4,0,0,0,0,50,1,75,0,7,0,368,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10028,783,False,589841,65553,65618,65611,65624,65625,65623,65598,65680,66239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,100,4,1,9,129,34,66,13,135,0,0,0,66,0,0,0,0,0,50,1,50,0,7,0,0,"501, 6, 1, 0",0,"0, 0, 0, 0",0,9633794,46,False,3145743,0,65541,0,4653071,0,7340047,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10029,783,False,589842,65553,65611,65624,65625,65623,65636,65637,65680,66205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,25,1,3,9,1,98,161,6,0,0,0,2,161,133,1,1,2,0,50,0,50,0,7,0,368,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10030,783,False,589843,65553,65554,65617,65611,65624,65625,65623,65636,65637,65680,66205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,50,1,1,12,1,152,161,50,0,0,0,5,161,129,1,1,1,0,50,0,75,0,7,0,375,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30007,0,False,0
10031,783,False,720899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65542,0,False,65542,0,65538,0,65572,0,65542,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10032,783,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,50,1,1,8,1,13,38,4,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,"401, 1, 1, 0",0,"0, 0, 0, 0",0,7667727,0,False,720911,0,458755,0,3604495,0,5242895,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10033,783,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,50,1,1,1,1,152,38,39,0,0,0,0,38,0,0,0,0,0,50,0,50,0,0,0,0,"501, 3, 1, 0",0,"0, 0, 0, 0",0,5570574,0,False,196620,0,2949134,0,2818051,0,4915215,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10034,819,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,50,1,1,8,1,152,38,4,0,0,0,0,38,0,0,0,0,0,50,0,50,0,0,0,0,"501, 6, 1, 0",0,"0, 0, 0, 0",0,5439502,0,False,1376268,0,3735566,0,1900547,0,5177359,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10035,783,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,50,2,1,1,1,179,180,4,0,0,0,0,180,0,0,0,0,0,50,0,50,0,0,0,0,"601, 1, 1, 0",0,"698, 1, 1, 0",0,12910601,0,False,393225,0,6422537,0,3538948,0,9764873,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10036,819,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,50,2,1,1,1,179,180,4,0,0,0,0,180,0,0,0,0,0,50,0,50,0,0,0,0,"601, 3, 2, 0",0,"698, 1, 1, 0",0,13631497,0,False,2228233,0,7995401,0,4718596,0,9961481,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10037,818,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,50,5,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,50,1,50,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65538,0,False,65537,0,65572,0,65572,0,65542,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10038,819,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,50,6,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,50,1,50,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65538,0,False,65542,0,65576,0,65576,0,65576,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10039,818,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,50,5,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,50,1,50,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65572,0,False,65537,0,65542,0,65537,0,65542,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10040,819,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,50,6,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,50,1,50,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65576,0,False,65576,0,65538,0,65538,0,65538,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10041,818,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,50,4,2,4,1,34,21,15,0,0,0,0,21,0,0,0,0,0,50,1,50,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65542,0,False,65572,0,65572,0,65538,0,65542,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10042,819,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,50,3,3,3,1,162,3,13,0,0,0,0,3,0,0,0,0,0,50,1,50,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65576,0,False,65538,0,65538,0,65576,0,65572,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10043,818,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,50,4,2,4,1,36,69,15,0,0,0,0,69,0,0,0,0,0,50,1,50,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,0,0,0,0,1638403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10044,819,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,50,3,3,4,1,6,4,13,0,0,0,0,4,0,0,0,0,0,50,1,50,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65542,0,False,65576,0,65572,0,65576,0,65576,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10045,818,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,50,7,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,50,1,50,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65572,0,False,65542,0,65538,0,65576,0,65576,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10046,819,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,50,7,1,1,1,185,12,2,0,0,0,0,12,0,0,0,0,0,50,1,50,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,65537,0,65537,0,65537,0,65537,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10047,818,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,50,7,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,50,1,50,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65576,0,False,65542,0,65576,0,65542,0,65576,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10048,819,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,50,8,3,1,1,97,36,13,0,0,0,0,36,0,0,0,0,0,50,1,50,1,7,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,65537,0,65537,0,65537,0,65537,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10049,783,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,50,9,1,1,0,50,57,5,0,0,0,1,57,128,1,2,1,0,50,0,50,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65542,0,False,65576,0,65542,0,65576,0,65572,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10050,819,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,50,9,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,50,0,50,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65572,0,False,65576,0,65576,0,65537,0,65572,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10051,818,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,50,9,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,50,0,50,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65572,0,False,65576,0,65576,0,65542,0,65576,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10052,819,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,50,9,1,1,1,50,57,37,0,0,0,0,57,0,0,0,0,0,50,0,50,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,524291,0,False,524291,0,524291,0,1638403,0,524291,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10053,796,False,589831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,50,3,3,1,1,162,63,36,0,0,0,0,63,0,0,0,0,0,0,1,0,0,0,0,0,"701, 1, 2, 0",0,"101, 7, 1, 0",0,8060935,0,False,196615,0,6619143,0,3866631,0,6881284,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10054,796,False,589832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,50,1,1,1,1,152,38,55,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,"801, 2, 1, 0",0,"0, 0, 0, 0",0,8781831,0,False,1310727,0,6750215,0,4521991,0,7667716,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10055,796,False,589833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,50,1,1,1,1,152,38,39,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65572,0,False,65572,0,65542,0,65572,0,65576,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10056,796,False,589834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,50,1,1,1,1,152,38,39,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65542,0,False,65538,0,65542,0,65538,0,65576,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10057,796,False,589828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,50,1,1,1,1,152,38,39,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65576,0,False,65537,0,65542,0,65576,0,65542,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10058,796,False,589829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,50,1,1,1,1,152,38,39,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65542,0,False,65537,0,65542,0,65572,0,65572,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
10059,796,False,589830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,50,1,1,1,1,152,38,39,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65538,0,False,65537,0,65538,0,65572,0,65576,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
