key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
148,1,3862480,10,15,0,0,0,0,0,60721,60501,0,3895967,0,33,34,35,"What a Bee Wants","Tree slugs have descended from their arboreal abodes to feed on the forest's flowers...much to the chagrin of the region's beekeepers who understand no flowers means no honey.","","","",""
149,1,3852846,17,22,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Stopping the Spread","Swift-breeding, disease-carrying gnats threaten to disrupt the balance of nature in the Twelveswood. Slay the vile voidsent before their numbers multiply.","","","",""
150,1,3853616,19,24,0,0,0,0,0,60722,60502,115,0,0,33,34,35,"Jack of All Trades","The Jackanapes and his rowdy troop are defiling the forest as they roam in search of new territory. Slay the leader of the pack before he can do any further damage.","","","",""
151,1,3853682,24,29,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"リトルブリッジの戦い","ラムウの狂信者と化したシルフたちが
ラークスコール方面に押し寄せてきた
吊り橋に陣取り、シルフを倒せ","","","",""
152,1,3853721,20,25,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Protecting the Patch","Diseased treants were recently seen wandering through the Bramble Patch. Put the poor creatures out of their misery before the infection spreads to the healthy flora.","","","",""
153,1,3877983,23,28,0,0,0,0,0,60722,60502,115,0,0,33,34,35,"The Hunted","Sirocco, a giant antelope long sought after by the Trappers' League, has been sighted in the area. Fame and fortune await those who can claim this trophy.","","","",""
154,1,3877986,34,39,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Eft for Dead","Black efts from the east have begun taking over Rootslake, forcing out other species native to the area. Help cull their population before it's too late.","","","",""
155,0,0,25,30,0,0,0,0,0,0,0,0,0,0,33,34,35,"※β1不要：キャラバン護衛","※β1不要：","","","",""
156,1,0,35,40,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"※β1不要：野盗退治","※β1不要：","","","",""
157,1,0,37,42,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"※β1不要：インプ退治","※β1不要：","","","",""
158,1,3877994,28,33,0,0,0,0,0,60721,60501,0,3920873,0,33,34,35,"The Negotiators","Negotiations between goblin merchants and a gang of local poachers have turned sour. Use this opportunity to teach both bands of outlaws a lesson!","","","",""
159,1,3689061,32,37,0,0,2,0,0,60721,60501,68,0,0,33,34,35,"Breaching the Hive","Infiltrate Redbelly Hive by defeating the gatewatches and opening the gates.","","Gates destroyed: ","",""
160,1,3884803,32,37,0,0,0,0,0,60722,60502,36,0,0,37,38,35,"Clearing the Hive","Make haste to the heart of Redbelly Hive and defeat the bandit leader Severaint Seven Splinter.","","","",""
161,4,3688712,32,37,0,0,12,0,0,60724,60504,69,0,0,33,34,35,"Defending the Hive","Join forces with the Wood Wailers to defend Redbelly Hive from the bandits who seek to reclaim it.","","Gates secured: ","",""
162,4,3688712,32,37,0,0,12,2,0,60724,60504,69,0,0,33,34,35,"Keeping the Hive","Defend Redbelly Hive while demoralizing the remaining Redbellies by slaying their larceners.","","Gates remaining: ","Redbelly larceners defeated: ",""
163,1,3878580,22,27,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Kickin' it with the Kedtraps","The Upper Paths have become tangled with kedtraps. Slice your way through the seedkin before they choke the life from the forest.","","","",""
164,1,3878966,29,34,0,0,0,0,0,60722,60502,36,0,0,37,38,35,"The Coeurl King","A band of Miqo'te poachers has begun hunting in the Twelveswood, led by a solitary male who has crowned himself King of the Coeurlclaws. Slay the unholy sovereign and send his subjects scampering.","","","",""
165,0,0,50,55,0,0,0,0,0,0,0,0,0,0,33,34,35,"※β1不要：騎POP候補","※β1不要：","","","",""
166,4,3862614,22,27,0,0,0,0,0,60724,60504,115,3895687,0,33,34,35,"Another Round","One of Buscarron's Druthers's more unruly patrons─Spenser of the Bottomless Cup─has (once again) had one too many mugs of mead, and begun fighting with another customer. Come and silence the sot.","","","",""
167,1,3863377,21,26,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Stag Parting","Something has normally placid antelope stags stirred into a frenzy. Put the poor beasts down before they injure themselves or others.","","","",""
168,2,3867062,29,34,2000251,3920873,1,0,0,60723,60503,0,3891751,0,33,34,35,"Hide and Seek","The Twelveswood has become a breeding ground for poachers. Slay the lawless fiends, retrieve the hides of their innocent victims, and deliver them to the Wood Wailer.","Deliver the poached hides to the Wood Wailer.","Hides retrieved: ","",""
169,1,3867133,32,37,0,0,0,0,0,60722,60502,115,0,0,33,34,35,"A Tale of Two-tails","The Sixth Astral Era airship landing ruins have been transformed by poachers into a black market. Seek out and slay their ringleader, Yabi Two-tails.","","","",""
170,1,3867168,22,27,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"To Whom the Toll Goes","Footpads have set up illegal checkpoints along major roadways, and are forcefully collecting coin from any who attempt to pass. Seek out these ne'er-do-wells and show them crime doesn't pay.","","","",""
171,1,3867238,24,29,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Eat In, Hide Out","Redbelly bandits have made an abandoned homestead their hideout. Destroy their barricades to enter, then slay the entire gang.","","","",""
172,2,3867290,29,34,2000252,3891765,1,0,0,60723,60503,0,3891765,0,33,34,35,"Robbin' Goblins","Goblin robbers have attacked a merchant en route to Gridania. Cut down the culprits and reclaim the lost crates!","Return the stolen crates to the crestfallen merchant.","Stolen crates recovered: ","",""
173,1,3867306,34,39,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"※β1不要：ウォータースプライトの大量発生","※β1不要：","","","",""
174,1,3879457,5,10,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"No Birds Allowed","Ixali scouts have been spotted near Treespeak. Locate the invaders and drive them from the forest...by any means necessary!","","","",""
175,0,0,7,12,0,0,0,0,0,0,0,0,0,0,33,34,35,"※β1不要：ハーストミル防衛","※β1不要：","","","",""
176,1,0,50,55,0,0,0,0,0,60722,60502,115,0,0,33,34,35,"※β1不要：イクサルNM退治","※β1不要：","","","",""
177,1,0,45,50,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"※β1不要：イクサル流入阻止","※β1不要：","","","",""
178,1,3879483,5,10,0,0,0,0,0,60722,60502,115,0,0,33,34,35,"Dschubba Snacks","Every few moons, a miteling hatches that is several times more violent than his brethren. This creature is known by the local smallfolk as Dschubba. Slay the vilekin before it has the chance to reach adulthood.","","","",""
179,1,0,25,30,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Now Fall","A horde of banemites has been reported migrating towards Fallgourd Float. Slay the vilekin before they can reach the settlement located there.","","","",""
180,2,3879486,28,33,2000253,3879489,1,0,0,60723,60503,0,0,0,33,34,35,"That Which Binds Us","A local prospector believes that a high mineral content in the stones which make up golems may be what holds the creatures together, and will reward anyone who helps him prove his theory.","Hand the golem fragments over to the shifty-eyed prospector.","Golem fragments delivered: ","",""
181,0,0,28,33,0,0,0,0,0,0,0,0,0,0,33,34,35,"※β1不要：キャラバン護衛","※β1不要：","","","",""
182,1,0,29,34,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"真理は死んだ","霊災前後から出没するようになった
ゴーレムたちを排除せよ
ストーンゴーレムを倒せ","","","",""
183,1,3867831,5,10,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Breaking Bud","Troublemaking opo-opos have expanded their territory slightly too close to Blessed Bud. Bloody their noses a bit to ensure they keep their distance.","","","",""
184,4,3867845,7,12,0,0,0,0,0,60724,60504,0,0,0,33,34,35,"The Magical Fruit","Opo-opos in search of Mun-Tuy beans have begun raiding Hyrstmill storehouses. Slay the beastkin and prevent any sacks of beans from being stolen.","","Mun-Tuy sacks remaining: ","",""
185,1,3867939,8,13,0,0,0,0,0,60722,60502,115,0,0,33,34,35,"Micromanaging","Curupira─an especially savage microchu─is on the loose and must be reduced to mulch, lest it be allowed to roam the forest freely, feeding on cuddly woodland creatures and Lalafellin children.","","","",""
186,0,0,5,10,0,0,0,0,0,0,0,0,0,0,33,34,35,"※没","※没","","","",""
187,4,3867947,25,30,0,0,0,0,0,60724,60504,0,0,0,33,34,35,"The Big Issue","A band of Ixali raiders has attacked a Wood Wailer caravan carrying supplies to outlying camps. Drive back the beastmen while ensuring they do not make off with any plunder.","","Guild-issue supplies remaining: ","",""
188,1,3867975,27,32,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"It Ziz What It Is","Giant carnivorous cloudkin known as ziz have wandered near Fallgourd Float in search of fresh meat. Slay the creatures before anyone becomes supper.","","","",""
189,1,3868016,25,30,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Hare Today","Shroud hares are devouring the young trees of Alder Springs. Throw a little salt into their plans before the damage is beyond repair.","","","",""
190,1,3922888,33,38,0,0,0,0,0,60722,60502,36,0,0,37,38,35,"Where the Stone Rolls","The masterless golem known as Nunyunuwi must be slain, lest it unwittingly crush some poor passerby.","","","",""
191,4,3996746,26,31,0,0,12,0,0,60721,60501,68,0,0,33,34,35,"Attack on Highbridge: Prelude","Qiqirn bandits have launched a surprise assault on Highbridge. Join forces with the remaining Brass Blades and defend the landmark with your lives!","","Brass Blades remaining: ","",""
192,4,3996834,26,31,0,0,43,44,0,60721,60501,68,0,0,33,34,35,"Attack on Highbridge: Act I","Qiqirn bandits have launched a surprise assault on Highbridge. Fend off the attackers while ensuring the safety of the village residents and their supplies.","","Residents remaining: ","Supplies remaining: ",""
193,4,3997258,26,31,0,0,43,44,0,60722,60502,69,0,0,37,38,35,"Attack on Highbridge: Act II","Qiqirn bandit leader Gilpincher Zuzuroon has joined the fray. Continue your efforts to fend off the attack while protecting the village residents and their supplies.","","Residents remaining: ","Supplies remaining: ",""
194,1,3997260,26,31,0,0,0,0,0,60722,60502,69,0,0,33,34,35,"Attack on Highbridge: Act III","It turns out the qiqirn bandits were hired by the Amalj'aa to kidnap Highbridge residents and deliver them to the Bowl of Embers for tempering. Slay the Amalj'aa leader Nayokk Roh and end this madness.","","","",""
195,1,3997286,26,31,0,0,0,0,0,60722,60502,68,0,0,33,34,35,"Attack on Highbridge: Denouement","Join the Brass Blades in rescuing the Highbridge residents kidnapped by the qiqirn bandits and slay the mastermind behind this dark design─Nayokk Roh.","","","",""
196,1,3824577,45,50,0,0,0,0,0,0,0,0,0,0,33,34,35,"F1F1騎01","","","","",""
197,1,3852559,45,50,0,0,0,0,0,0,0,0,0,0,33,34,35,"F1F1騎02","","","","",""
198,1,3852613,45,50,0,0,0,0,0,0,0,0,0,0,33,34,35,"F1F1騎03","","","","",""
199,1,3867430,45,50,0,0,0,0,0,0,0,0,0,0,33,34,35,"F1F2騎01","","","","",""
200,1,3852846,45,50,0,0,0,0,0,0,0,0,0,0,33,34,35,"F1F2騎02","","","","",""
201,1,3853616,45,50,0,0,0,0,0,0,0,0,0,0,33,34,35,"F1F2騎03","","","","",""
202,1,3863377,45,50,0,0,0,0,0,0,0,0,0,0,33,34,35,"F1F3騎01","","","","",""
203,1,3867133,45,50,0,0,0,0,0,0,0,0,0,0,33,34,35,"F1F3騎02","","","","",""
204,1,3867168,45,50,0,0,0,0,0,0,0,0,0,0,33,34,35,"F1F3騎03","","","","",""
205,1,3879457,45,50,0,0,0,0,0,0,0,0,0,0,33,34,35,"F1F4騎01","","","","",""
206,1,3867831,45,50,0,0,0,0,0,0,0,0,0,0,33,34,35,"F1F4騎02","","","","",""
207,1,3867975,45,50,0,0,0,0,0,0,0,0,0,0,33,34,35,"F1F4騎03","","","","",""
208,1,4011055,7,12,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Lady Killer","Ladybugs are more than welcome to dine on the aphids which infest the orchards of the Central Shroud; however some have acquired a taste for the honeybees who pollinate the crops. See that this meal is their last.","","","",""
209,1,4038936,31,36,0,0,0,0,0,60722,60502,115,0,0,33,34,35,"My Baby Green","An overgrown tangle of vivified vines lovingly named Jaded Jody is drinking up all the water of Hopseed Pond. If action is not taken quickly, the whole area will be dry by the next moon.","","","",""
210,2,4054295,10,15,2000443,4054992,1,0,0,60723,60503,0,4054992,0,33,34,35,"偽造品の回収（仮）","闇商人に偽造品を
つかまされた人が続出している
被害者を増やさないために、偽造品を回収しろ（仮）","偽造品を回収した
「偽造品（仮）」を、「NPC」に
速やかに納品せよ（仮）","納品した偽造品の数（仮）","",""
211,4,4057303,20,25,0,0,12,0,0,60724,60504,0,0,0,33,34,35,"酒瓶の防衛（仮）","エールの匂いに引き寄せられて
スラッグが酒場に押し寄せてきた
酒瓶を守るためスラッグを倒せ。（仮）","","酒瓶の数（仮）","",""
212,1,4057804,19,24,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"ナインティナインアイビー","鬼哭隊と神勇隊に協力し
増殖したツタの化物を駆除せよ
オーバーグロウン・アイビーを倒せ","","","",""
213,1,4105414,23,28,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"シルフと共に去りぬ","ラムウの狂信者と化したシルフが
仮宿のシルフを拉致しようとしている
テンパード・シルフを倒せ","","","",""
214,1,4105481,11,16,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"禿鷲の饗宴","ゴブリン族が散らかす残飯の影響で
猛禽が街道に現われるようになった
残飯漁りのヴァルチャーを倒せ","","","",""
215,1,4077036,24,29,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"飛んで火に入る似我蜂団","盗賊団「似我蜂団」の構成員が
廃屋で秘密会合を行うとの情報を得た
レッドベリー・コンスピレーターを倒せ","","","",""
216,1,4105523,26,31,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"月の反逆者","霊災時に天より振ってきた構造物より
強力なゴーレムが出現した
ルナゴーレムを倒せ","","","",""
217,3,4082321,21,26,0,0,0,0,0,60725,60505,0,4082423,4082423,33,34,35,"What Have You Done for Mead Lately","A divine rite is being planned at the Sanctum of the Twelve and the clergy require copious amounts of freshly brewed mead to...uh, purify their spirits. Escort the porter and see that the mead arrives safely.","","","",""
218,1,4178135,20,25,0,0,0,0,0,60722,60502,36,0,0,37,38,35,"非情な収穫者「レジー・ローレンス」","無精な農夫ローレンスが消えた翌日
妙に肥えたオチューが発見された
レジー・ローレンスを倒せ","","","",""
219,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,"","","","","",""
220,1,4130445,8,13,0,0,0,0,0,60722,60502,115,0,0,33,34,35,"Menuis at Work","The once-gentle aurochs living in the Cookpot have grown bold since the arrival of a bull known as Menuis. Slay the beast and show the other creatures who it is they should truly fear.","","","",""
221,1,4093825,5,10,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Overnight Migration","Not only did the Calamity bring with it destruction, pain, and suffering, but it also brought with it Mandragoras. Thousands and thousands of mandragoras. Mandragoras who, if not dealt with swiftly and firmly, will continue to multiply until the land is overrun with the creatures.","","","",""
222,1,4084958,13,18,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Go Wespe","The Yellowjackets stationed in lower La Noscea have a royal problem. A wespe so large the smallfolk have dubbed him “king” is terrorizing the countryside and needs to be dethroned immediately.","","","",""
223,4,4086925,14,19,0,0,12,0,0,60724,60504,0,4086961,0,33,34,35,"A Mad, Mad, Mad Sergeant","The Yellowjackets stationed at the De Nevelle Checkpoint are short a few men, and require volunteers to aid them with their regular training exercises in which they battle their sergeant.","","Storm recruits remaining: ","",""
224,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,"","","","","",""
225,1,4096818,6,11,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Thwack-a-Mole","The orchards of lower La Noscea are riddled with dangerous holes dug by Moraby moles. It is high time the pests were given a good thumping.","","","",""
226,1,4089077,5,10,0,0,0,0,0,60721,60501,0,4089252,0,33,34,35,"Yellow-bellied Greenbacks","The newest batch of Yellowjacket recruits are softer than a rotten rat corpse, and fight little better. Whip the raw lads into shape. And remember, mercy is the last thing they need.","","","",""
227,1,4101397,7,12,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"On the Lamb","A flock of sheep bitten by a diseased bat have grown frenzied and charging at full speed towards Zephyr Gate. The infected creatures cannot be allowed to enter the city, so they must be driven off or put down.","","","",""
228,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,"","","","","",""
229,4,4083044,9,14,0,0,12,0,0,60724,60504,0,0,0,33,34,35,"The Orange Boxes","Crates of freshly picked oranges waiting to be delivered to Galadion Bay's pleasure boats are in danger of being infested by rats lured by the sweet smell of the fruit. Drive back the vermin until the chocobo caravan arrives.","","Orange crates remaining: ","",""
230,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,"","","","","",""
231,1,4137092,12,17,0,0,0,0,0,60722,60502,115,0,0,33,34,35,"Shearing is Caring","Shearing Sheridan has been shearing his share of luckless passersby since long before the calamity. What the megalocrab needs now is a good shell-shocking.","","","",""
232,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,"","","","","",""
233,1,4102398,14,19,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"The Boy Who Cried Jackal","A young porter thought it would be clever to fool his companions into believing that they were being stalked by a pack of jackals so while the others were off hunting the beasts, he could slip off and frolic with a local milkmaid. The only problem being, jackals truly were stalking him, and now he's in a pickle.","","","",""
234,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,"","","","","",""
235,1,4176089,12,17,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Sister Crustacean","A spawning megalocrab will do whatever it takes to see its brood safe, and that includes slicing Lalafell fishers who draw to close to the spawning grounds in half with its powerful claws. Slay a crab, save a lad.","","","",""
236,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,"","","","","",""
237,1,4084563,7,12,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Hello Work","During the Calamity, many bands of pirates lost their ships to either Garlean attackers or the flames of Bahamut. Most found new crews to join, but those who didn't, simply turned to banditry on land. Use your blades to convince the lads it is high time they seek new employment.","","","",""
238,1,4104281,14,19,0,0,0,0,0,60722,60502,115,0,0,33,34,35,"The Truth is out There","Lower La Noscea is abuzz following sightings of the chupacabra─a dog-like creature rumored to drink the blood of virgins. Is the beast real, or just a legend!?","","","",""
239,1,4102879,7,12,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Taking it to the Streams","The Rogue River has become a breeding ground for giant carnivorous fish known as pugils. Help clear the shallows so the local fishers can cast their lines in relative peace.","","","",""
240,1,4176109,7,12,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Crying over Spilled Salt","Costal winds blow floating aurelias from their native habitat over the Rhotano Sea to the shores of lower La Noscea where they release their salty ballast onto the soil, rendering it unsuitable for farming. Slay the creatures before they become the salt of the earth.","","","",""
241,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,"","","","","",""
242,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,"","","","","",""
243,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,"","","","","",""
244,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,"","","","","",""
245,1,4108630,13,18,0,0,0,0,0,60722,60502,115,0,0,33,34,35,"One Prince","While little is known about mandragoras, what is known tends to be quite disturbing. Such is the case with the mandragora prince, who is rumored to journey to the sites of slaughters so it might feed off the blood-soaked loam. It is probably best to not let it feed off the blood-soaked loam.","","","",""
246,1,4103055,7,12,0,0,0,0,0,60721,60501,0,0,0,33,34,35,"Fight the Flower","They say every rose has its thorn. When it comes to roselings, however, thorns are the least of your problems. The strangling vines, the poisonous pollen, the ability to rise up from the ground and chase you all the way into your nightmares─these make roselings a force to be reckoned with...and the day of reckoning is come.","","","",""
247,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,"","","","","",""
248,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,"","","","","",""
