164,"SE_VOICE_WANDERING_MINSTREL",37
165,"SE_VOICE_MOOGLE",38
166,"RACE_HYURAN",1
167,"RACE_ELEZEN",2
168,"RACE_LALAFELL",3
169,"RACE_MICOTTAE",4
170,"RACE_ROEGADYN",5
171,"SEX_MALE",0
172,"SEX_FEMALE",1
173,"TRIBE_MIDLANDER",1
174,"TRIBE_HIGHLANDER",2
175,"TRIBE_FORESTER",3
176,"TRIBE_SHADER",4
177,"TRIBE_PLAINSFOLK",5
178,"TRIBE_DUNESFOLK",6
179,"TRIBE_SEEKERS_OF_THE_SUN",7
180,"TRIBE_KEEPERS_OF_THE_MOON",8
181,"TRIBE_SEEWOLF",9
182,"TRIBE_LOHENGARDE",10
183,"ACTION_TIMELINE_EVENT_ADD_NO",757
184,"ACTION_TIMELINE_EVENT_ADD_QUESTION",758
185,"ACTION_TIMELINE_EVENT_ADD_TALK",755
186,"ACTION_TIMELINE_EVENT_ADD_YES",756
187,"ACTION_TIMELINE_EVENT_BASE_IDLE",783
188,"ACTION_TIMELINE_EVENT_BASE_IDLE1",784
189,"ACTION_TIMELINE_EVENT_BASE_IDLE2",785
190,"ACTION_TIMELINE_EVENT_BASE_IDLE3",786
191,"ACTION_TIMELINE_EVENT_CHAIR_ITEM",760
192,"ACTION_TIMELINE_EVENT_CHAIR_TALK",765
193,"ACTION_TIMELINE_EVENT_GREETING",767
194,"ACTION_TIMELINE_EVENT_GROUND_ITEM",761
195,"ACTION_TIMELINE_EVENT_ITEM",759
196,"ACTION_TIMELINE_EVENT_KNEE",934
197,"ACTION_TIMELINE_EVENT_REACTION_ELE_M",774
198,"ACTION_TIMELINE_EVENT_REACTION_ELE_W",775
199,"ACTION_TIMELINE_EVENT_REACTION_HIGH_M",781
200,"ACTION_TIMELINE_EVENT_REACTION_HIGH_W",782
201,"ACTION_TIMELINE_EVENT_REACTION_LALA_M",776
202,"ACTION_TIMELINE_EVENT_REACTION_LALA_W",932
203,"ACTION_TIMELINE_EVENT_REACTION_MID_M",772
204,"ACTION_TIMELINE_EVENT_REACTION_MID_W",773
205,"ACTION_TIMELINE_EVENT_REACTION_MIQO_M",779
206,"ACTION_TIMELINE_EVENT_REACTION_MIQO_W",780
207,"ACTION_TIMELINE_EVENT_REACTION_ROEGA_M",777
208,"ACTION_TIMELINE_EVENT_REACTION_ROEGA_W",778
209,"ACTION_TIMELINE_EVENT_SALUTE_HIGHER_GCA",769
210,"ACTION_TIMELINE_EVENT_SALUTE_HIGHER_GCB",770
211,"ACTION_TIMELINE_EVENT_SALUTE_HIGHER_GCC",771
212,"ACTION_TIMELINE_EVENT_SHOCKED",762
213,"ACTION_TIMELINE_EVENT_TALK_ANGRY",768
214,"ACTION_TIMELINE_EVENT_TALK_FOREFINGER",933
215,"ACTION_TIMELINE_EVENT_TALK1",763
216,"ACTION_TIMELINE_EVENT_TALK2",764
217,"ACTION_TIMELINE_EVENT_THINK",766
218,"ACTION_TIMELINE_IDLE",3
219,"ACTION_TIMELINE_EMOTE_CHAIR_LOOP",643
220,"ACTION_TIMELINE_EMOTE_CHAIR_START",642
221,"ACTION_TIMELINE_EMOTE_CHAIR_END",644
222,"ACTION_TIMELINE_EMOTE_C_CLAP",645
223,"ACTION_TIMELINE_EMOTE_C_DOZE",646
224,"ACTION_TIMELINE_EMOTE_C_DRINK",647
225,"ACTION_TIMELINE_EMOTE_C_EAT",648
226,"ACTION_TIMELINE_EMOTE_C_HUH",649
227,"ACTION_TIMELINE_EMOTE_C_ITEM",650
228,"ACTION_TIMELINE_EMOTE_C_LAUGH",651
229,"ACTION_TIMELINE_EMOTE_GROUND_LOOP",654
230,"ACTION_TIMELINE_EMOTE_GROUND_START",653
231,"ACTION_TIMELINE_EMOTE_GROUND_END",655
232,"ACTION_TIMELINE_EMOTE_G_CLAP",656
233,"ACTION_TIMELINE_EMOTE_G_DOZE",657
234,"ACTION_TIMELINE_EMOTE_G_DRINK",658
235,"ACTION_TIMELINE_EMOTE_G_EAT",659
236,"ACTION_TIMELINE_EMOTE_G_HUH",660
237,"ACTION_TIMELINE_EMOTE_G_ITEM",661
238,"ACTION_TIMELINE_EMOTE_G_LAUGH",662
239,"ACTION_TIMELINE_EMOTE_EM_FORWARD",0
240,"ACTION_TIMELINE_EMOTE_EM_MORALE",0
241,"ACTION_TIMELINE_EMOTE_EM_RELAX",0
242,"ACTION_TIMELINE_EMOTE_EM_STOP",0
243,"ACTION_TIMELINE_EMOTE_EM_VICTORY",0
244,"ACTION_TIMELINE_EMOTE_AIRQUOTES",688
245,"ACTION_TIMELINE_EMOTE_AMAZED",689
246,"ACTION_TIMELINE_EMOTE_ANGRY",690
247,"ACTION_TIMELINE_EMOTE_ANGRY_STRONG",691
248,"ACTION_TIMELINE_EMOTE_BLOWKISS",692
249,"ACTION_TIMELINE_EMOTE_BLUSH",693
250,"ACTION_TIMELINE_EMOTE_BOW",694
251,"ACTION_TIMELINE_EMOTE_CHEER",695
252,"ACTION_TIMELINE_EMOTE_CLAP",696
253,"ACTION_TIMELINE_EMOTE_COMEON",697
254,"ACTION_TIMELINE_EMOTE_COMFORT",698
255,"ACTION_TIMELINE_EMOTE_CRY",699
256,"ACTION_TIMELINE_EMOTE_DANCE",700
257,"ACTION_TIMELINE_EMOTE_DOGEZA",701
258,"ACTION_TIMELINE_EMOTE_DOUBT",702
259,"ACTION_TIMELINE_EMOTE_DOZE",703
260,"ACTION_TIMELINE_EMOTE_FUME",704
261,"ACTION_TIMELINE_EMOTE_GOODBYE",705
262,"ACTION_TIMELINE_EMOTE_GOODBYE_STRONG",706
263,"ACTION_TIMELINE_EMOTE_HUH",707
264,"ACTION_TIMELINE_EMOTE_JOY",708
265,"ACTION_TIMELINE_EMOTE_JOY_STRONG",709
266,"ACTION_TIMELINE_EMOTE_KNEEL",710
267,"ACTION_TIMELINE_EMOTE_LAUGH",711
268,"ACTION_TIMELINE_EMOTE_LAUGH_STRONG",712
269,"ACTION_TIMELINE_EMOTE_LOOKOUT",713
270,"ACTION_TIMELINE_EMOTE_MAKE_ACT",714
271,"ACTION_TIMELINE_EMOTE_ME",715
272,"ACTION_TIMELINE_EMOTE_NO",716
273,"ACTION_TIMELINE_EMOTE_NO_STRONG",717
274,"ACTION_TIMELINE_EMOTE_ORZ",718
275,"ACTION_TIMELINE_EMOTE_PANIC",719
276,"ACTION_TIMELINE_EMOTE_POINT",720
277,"ACTION_TIMELINE_EMOTE_POKE",721
278,"ACTION_TIMELINE_EMOTE_POSING",722
279,"ACTION_TIMELINE_EMOTE_PRAISE",723
280,"ACTION_TIMELINE_EMOTE_PSYCH",724
281,"ACTION_TIMELINE_EMOTE_SALUTE",725
282,"ACTION_TIMELINE_EMOTE_SALUTE_GCA",726
283,"ACTION_TIMELINE_EMOTE_SALUTE_GCB",727
284,"ACTION_TIMELINE_EMOTE_SALUTE_GCC",728
285,"ACTION_TIMELINE_EMOTE_SHOCKED",729
286,"ACTION_TIMELINE_EMOTE_SHRUG",730
287,"ACTION_TIMELINE_EMOTE_SLAP",731
288,"ACTION_TIMELINE_EMOTE_SOOTHE",732
289,"ACTION_TIMELINE_EMOTE_STAGGER",733
290,"ACTION_TIMELINE_EMOTE_STRETCH",734
291,"ACTION_TIMELINE_EMOTE_SULK",735
292,"ACTION_TIMELINE_EMOTE_THINK",736
293,"ACTION_TIMELINE_EMOTE_UPSET",737
294,"ACTION_TIMELINE_EMOTE_WELCOME",738
295,"ACTION_TIMELINE_EMOTE_YES",739
296,"ACTION_TIMELINE_EMOTE_YES_STRONG",740
297,"ACTION_TIMELINE_EMOTE_THROW_SNOW",0
298,"ACTION_TIMELINE_EMOTE_BONODORI",741
299,"ACTION_TIMELINE_EMOTE_PRAY",742
300,"ACTION_TIMELINE_EMOTE_G_GOODBYE_STRONG",663
301,"ACTION_TIMELINE_EMOTE_C_GOODBYE_STRONG",652
302,"ACTION_TIMELINE_SPEAK_WHISPER_SHORT",626
303,"ACTION_TIMELINE_SPEAK_WHISPER_MIDDLE",627
304,"ACTION_TIMELINE_SPEAK_WHISPER_LONG",628
305,"ACTION_TIMELINE_SPEAK_NORMAL_SHORT",629
306,"ACTION_TIMELINE_SPEAK_NORMAL_MIDDLE",630
307,"ACTION_TIMELINE_SPEAK_NORMAL_LONG",631
308,"ACTION_TIMELINE_SPEAK_SHOUT_SHORT",632
309,"ACTION_TIMELINE_SPEAK_SHOUT_MIDDLE",633
310,"ACTION_TIMELINE_SPEAK_SHOUT_LONG",634
311,"EVENT_STATE_LIGHT",14
312,"EVENT_STATE_NORMAL",15
313,"EVENT_STATE_PRIORITY",16
314,"EVENT_STATE_RETAINER",33
315,"TOWN_INVALID",0
316,"TOWN_LIMSA_LOMINSA",1
317,"TOWN_GRIDANIA",2
318,"TOWN_ULDAH",3
319,"TOWN_ISHGARD",4
320,"GC_INVALID",0
321,"GC_MAELSTROM",1
322,"GC_ORDER_OF_TWIN_ADDER",2
323,"GC_IMMORTAL_FLAMES",3
