key,0,1,2
201,1244,"In Search of Succor",""
202,1245,"The Chorus of Cataclysm",""
203,1260,"Hearing Voices",""
204,1261,"A Time to Kill",""
205,1262,"International Relations",""
206,1263,"The Voidgate Breathes Gloomy",""
207,1264,"Gearing Up",""
208,1265,"Always Bet on Black",""
209,1280,"Paladin's Pledge",""
210,1281,"Honor Lost",""
211,1282,"Power Struggles",""
212,1283,"Poisoned Hearts",""
213,1284,"Parley on High Ground",""
214,1285,"Keeping the Oath",""
215,1300,"A Song of Bards and Bowmen",""
216,1301,"The Archer's Anthem",""
217,1302,"Bard's-Eye View",""
218,1303,"Doing It the Bard Way",""
219,1304,"Pieces of the Past",""
220,1305,"Requiem for the Fallen",""
221,1320,"Eye of the Dragon",""
222,1321,"Lance of Fury",""
223,1322,"Unfading Scars",""
224,1323,"Double Dragoon",""
225,1324,"Fatal Seduction",""
226,1325,"Into the Dragon's Maw",""
227,1400,"The Price of Integrity",""
228,1401,"Testing the Waters",""
229,1402,"Seals for the Whorl",""
230,1403,"Engineering Victory",""
231,1404,"An Officer and a Wise Man",""
232,1405,"Ceruleum Shock",""
233,1406,"Till Sea Swallows All",""
234,1409,"Imperial Devices (Limsa Lominsa)",""
235,1410,"Into the Dark (Limsa Lominsa)",""
236,1415,"It Kills with Fire (Limsa Lominsa)",""
237,1416,"The Cove",""
238,1417,"Saving the Stead Instead",""
239,1418,"It's a Piece of Cake to Bake a Poison Cake",""
240,1419,"Kobold and the Beautiful",""
241,1425,"Oil Crisis",""
242,1426,"Alive",""
243,1427,"The Weakest Link",""
244,1428,"Deus ex Machina",""
245,1429,"In for Garuda Wakening (Limsa Lominsa)",""
246,1430,"Don't Hate the Messenger (Limsa Lominsa)",""
247,1431,"United We Stand (Limsa Lominsa)",""
248,1432,"To Kill a Raven (Limsa Lominsa)",""
249,1433,"Patrol, Interrupted",""
250,1600,"Breaking the Seals",""
251,1601,"Why Did It Have to Be Snakes",""
252,1602,"Adder's Nest Egg",""
253,1603,"The Mail Must Get Through",""
254,1604,"Their Finest Hour",""
255,1605,"Appetite for Destruction",""
256,1606,"Serenity, Purity, Sanctity",""
257,1609,"Imperial Devices (Gridania)",""
258,1610,"Into the Dark (Gridania)",""
259,1615,"It Kills with Fire (Gridania)",""
260,1616,"Eternal Recurrence",""
261,1617,"The Pen Is Mightier Than the Spear",""
262,1618,"Woes of the Botanist",""
263,1619,"Gone with the Wind",""
264,1625,"A Taste for Death",""
265,1626,"Two Vans are Better than One",""
266,1627,"You Don't Have the Rite",""
267,1628,"Shadow of the Raven",""
268,1629,"In for Garuda Wakening (Gridania)",""
269,1630,"Don't Hate the Messenger (Gridania)",""
270,1631,"United We Stand (Gridania)",""
271,1632,"To Kill a Raven (Gridania)",""
272,1633,"Cure for the Common Pox",""
273,1800,"Career Opportunities",""
274,1801,"Kindling a Flame",""
275,1802,"Burning a Hole in One's Pocket",""
276,1803,"Arms Race",""
277,1804,"Burning Man",""
278,1805,"Know Your Enemy",""
279,1806,"By Fire Reborn",""
280,1809,"Imperial Devices (Ul'dah)",""
281,1810,"Into the Dark (Ul'dah)",""
282,1815,"It Kills with Fire (Ul'dah)",""
283,1816,"Prying Eyes",""
284,1817,"Different Strokes",""
285,1818,"A Weaver and a Mummer",""
286,1819,"When Alchemists Cry",""
287,1825,"Challenge Accepted",""
288,1826,"Like Father, Like Son",""
289,1827,"Gore a Lizard, Hurry",""
290,1828,"Careless Whispers",""
291,1829,"In for Garuda Wakening (Ul'dah)",""
292,1830,"Don't Hate the Messenger (Ul'dah)",""
293,1831,"United We Stand (Ul'dah)",""
294,1832,"To Kill a Raven (Ul'dah)",""
295,1833,"Mess with the Goat, Get the Horns",""
