key,0,1,2,3,4,5,6,7
8016,0,0,0,0,0,0,0,0
8017,0,0,0,0,0,0,0,0
8018,0,0,0,0,0,0,0,0
8019,0,0,0,0,0,0,0,0
8020,0,0,0,0,0,0,0,0
8021,0,0,0,0,0,0,0,0
8022,0,0,0,0,0,0,0,0
8023,0,0,0,0,0,0,0,0
8024,0,0,0,0,0,0,0,0
8025,0,0,0,0,0,0,0,0
8100,1,1024,1024,60442,608,4,0,0
8101,0,1108,1006,60447,599,2,1,48
8102,0,1108,1047,60447,599,2,1,48
8103,0,0,0,0,0,0,0,0
8104,1,1192,1024,60442,602,2,0,0
8105,0,1024,1024,60442,604,4,0,0
8106,0,932,1018,60442,655,3,0,0
8107,0,900,996,60447,601,1,1,55
8108,0,1108,993,60446,600,4,1,54
8109,0,1108,1056,60446,600,3,1,54
8110,0,0,0,0,0,0,0,0
8111,1,1024,1024,60442,609,2,0,0
8112,0,1024,1116,60442,610,3,0,0
8113,0,903,998,60446,599,1,1,48
8114,0,0,0,0,0,0,0,0
8115,0,0,0,0,0,0,0,0
8116,0,0,0,0,0,0,0,0
8200,1,0,0,0,0,0,0,0
9000,1,0,0,0,0,0,0,0
9001,0,0,0,0,0,0,0,0
9002,0,0,0,0,0,0,0,0
9003,0,0,0,0,0,0,0,0
9004,0,0,0,0,0,0,0,0
9005,0,0,0,0,0,0,0,0
10000,1,600,1256,0,520,4,0,0
10001,0,960,774,0,521,4,0,0
10002,0,863,927,0,522,4,0,0
10003,0,799,1251,0,523,4,0,0
10004,0,356,827,60442,528,4,0,0
10005,0,780,850,60442,529,4,0,0
10006,0,943,1106,60442,530,2,0,0
10007,0,1033,872,60442,532,1,0,0
10008,0,545,802,0,611,4,0,0
10009,0,1472,739,0,612,4,0,0
10010,0,0,0,0,0,0,0,0
10011,0,0,0,0,0,0,0,0
10012,0,0,0,0,0,0,0,0
10013,0,0,0,0,0,0,0,0
10014,0,0,0,0,0,0,0,0
10015,0,0,0,0,0,0,0,0
10020,0,0,0,0,0,0,0,0
10021,0,0,0,0,0,0,0,0
10022,0,0,0,0,0,0,0,0
10023,0,0,0,0,0,0,0,0
10024,0,0,0,0,0,0,0,0
10025,0,0,0,0,0,0,0,0
10026,0,0,0,0,0,0,0,0
10027,0,0,0,0,0,0,0,0
10028,0,0,0,0,0,0,0,0
11000,1,1024,1110,60441,52,3,1,2
11001,0,0,0,0,0,0,0,0
11002,0,0,0,0,0,0,0,0
11003,0,0,0,0,0,0,0,0
11004,0,0,0,0,0,0,0,0
11005,0,0,0,0,0,0,0,0
11006,0,0,0,0,0,0,0,0
11007,0,0,0,0,0,0,0,0
11008,0,0,0,0,0,0,0,0
11009,0,0,0,0,0,0,0,0
11010,1,1210,1224,60441,53,3,1,3
11011,0,0,0,0,0,0,0,0
11012,0,0,0,0,0,0,0,0
11013,0,0,0,0,0,0,0,0
11014,0,0,0,0,0,0,0,0
11015,0,0,0,0,0,0,0,0
11016,0,0,0,0,0,0,0,0
11017,0,0,0,0,0,0,0,0
11018,0,0,0,0,0,0,0,0
11020,1,1025,1112,60441,29,3,1,12
11030,1,0,0,60441,0,0,0,0
11040,1,0,0,60441,0,0,0,0
11050,1,1024,1072,60441,698,3,1,73
11060,1,0,0,60441,0,0,0,0
11070,1,950,1023,60441,42,1,1,20
11071,0,1136,1023,60442,374,2,0,0
11072,0,1056,777,60412,0,2,0,0
11073,0,1020,790,60434,0,2,0,0
12000,1,1140,1488,0,247,3,0,0
12001,0,954,736,0,248,3,0,0
12002,0,1220,904,0,249,3,0,0
12003,0,866,1242,60442,278,1,0,0
12004,0,1008,1208,60442,279,3,0,0
12005,0,1188,1220,0,280,4,0,0
12006,0,907,1174,0,281,1,0,0
12007,0,1084,1270,60442,282,3,0,0
12008,0,1088,1374,60442,283,4,0,0
12009,0,960,1112,0,284,4,0,0
12010,0,1032,1154,60442,285,4,0,0
12011,0,1260,1550,60442,286,4,0,0
12012,0,1250,1680,60442,287,4,0,0
12013,0,1126,856,0,288,4,0,0
12014,0,942,972,60442,289,4,0,0
12015,0,983,860,60448,290,4,0,0
12016,0,798,1140,60442,291,4,0,0
12017,0,768,916,60442,292,4,0,0
12018,0,729,682,0,293,1,0,0
12019,0,1118,752,60442,294,4,0,0
12020,0,1138,646,60442,295,4,0,0
12021,0,1008,594,60442,296,4,0,0
12022,0,1344,910,60442,297,2,0,0
12023,0,1160,1002,60442,298,4,0,0
12024,0,996,520,60441,46,4,1,24
12025,0,1479,835,60441,44,4,1,22
12026,0,610,1124,60441,42,4,1,20
12027,0,1254,1688,60441,45,3,1,23
12028,0,906,1368,60441,40,3,1,13
12029,0,1024,1584,60441,41,4,1,14
12030,0,1025,868,60311,593,2,0,0
12031,0,1036,853,60551,0,2,0,0
12032,0,1012,873,60412,0,2,0,0
12033,0,1012,878,60412,0,2,0,0
12034,0,1004,857,60453,0,2,0,0
12035,0,926,984,60412,0,2,0,0
12036,0,748,650,60414,377,2,0,0
12037,0,909,1358,60442,613,1,0,0
12038,0,1042,1590,60442,645,3,0,0
12100,1,1095,1228,0,243,4,0,0
12101,0,1056,934,0,244,4,0,0
12102,0,720,646,0,245,4,0,0
12103,0,483,255,0,246,4,0,0
12104,0,1360,1179,60442,261,4,0,0
12105,0,848,1342,60442,262,4,0,0
12106,0,1253,1162,60448,263,4,0,0
12107,0,1080,1118,0,264,4,0,0
12108,0,1079,1319,60442,265,4,0,0
12109,0,982,1341,60442,375,4,0,0
12110,0,948,1285,60442,376,4,0,0
12111,0,754,1446,60448,266,3,0,0
12112,0,1347,799,60414,267,4,0,0
12113,0,1122,838,60442,268,2,0,0
12114,0,1046,769,60442,269,1,0,0
12115,0,1163,921,0,270,4,0,0
12116,0,1115,804,60448,271,2,0,0
12117,0,729,850,60448,272,4,0,0
12118,0,846,738,60442,273,4,0,0
12119,0,583,660,60448,274,2,0,0
12120,0,837,290,60442,275,4,0,0
12121,0,703,286,60442,276,4,0,0
12122,0,594,311,60442,277,4,0,0
12123,0,218,160,60442,349,4,0,0
12124,0,1505,1187,60441,40,4,1,13
12125,0,1289,1008,60441,43,4,1,21
12126,0,697,930,60456,370,1,0,0
12127,0,722,1328,60456,371,1,0,0
12128,0,522,695,60339,728,1,0,0
12129,0,452,720,0,29,1,1,12
12130,0,778,1398,60311,593,4,0,0
12131,0,733,1427,60551,0,2,0,0
12132,0,712,1415,60412,0,2,0,0
12133,0,1235,1158,60412,0,2,0,0
12134,0,1235,1187,60412,0,2,0,0
12135,0,1092,795,60453,0,2,0,0
12136,0,1088,835,60311,593,3,0,0
12137,0,1072,787,60412,0,2,0,0
12138,0,1068,760,60412,0,2,0,0
12139,0,717,876,60412,0,2,0,0
12140,0,611,697,60311,593,3,0,0
12141,0,557,644,60412,0,2,0,0
12142,0,567,680,60412,0,2,0,0
12143,0,553,683,60551,0,2,0,0
12144,0,518,660,60412,0,2,0,0
12145,0,1059,758,60551,0,2,0,0
12146,0,1489,1183,60442,626,1,0,0
12147,0,0,0,0,0,0,0,0
12148,0,0,0,0,0,0,0,0
12149,0,0,0,0,0,0,0,0
12150,0,0,0,0,0,0,0,0
12200,1,798,1188,0,250,4,0,0
12201,0,740,1403,0,251,4,0,0
12202,0,1140,938,0,252,4,0,0
12203,0,1320,1215,0,253,4,0,0
12204,0,782,1028,0,299,4,0,0
12205,0,629,1141,60448,300,2,0,0
12206,0,690,784,60442,301,4,0,0
12207,0,515,1024,60442,302,4,0,0
12208,0,438,646,0,303,4,0,0
12209,0,477,769,60448,304,4,0,0
12210,0,688,1457,60414,305,4,0,0
12211,0,947,1302,60442,306,4,0,0
12212,0,1043,1004,60448,307,4,0,0
12213,0,1203,1088,0,308,4,0,0
12214,0,1209,689,60442,309,4,0,0
12215,0,1343,1039,60442,310,4,0,0
12216,0,1171,1432,60442,311,4,0,0
12217,0,1394,728,60441,56,4,1,6
12218,0,460,1366,60441,43,4,1,21
12219,0,846,1515,60441,45,4,1,23
12220,0,637,1166,60453,0,2,0,0
12221,0,600,1130,60311,593,1,0,0
12222,0,653,1122,60551,0,2,0,0
12223,0,642,1115,60412,0,2,0,0
12224,0,617,1120,60412,0,2,0,0
12225,0,641,1194,60412,0,2,0,0
12226,0,495,824,60311,593,3,0,0
12227,0,488,785,60412,0,2,0,0
12228,0,1068,1016,60412,0,2,0,0
12229,0,0,0,0,0,0,0,0
12230,0,0,0,0,0,0,0,0
12300,1,893,488,0,254,4,0,0
12301,0,900,1046,0,255,4,0,0
12302,0,619,976,0,256,4,0,0
12303,0,861,1600,0,257,4,0,0
12304,0,1213,573,60414,312,4,0,0
12305,0,890,607,60448,313,4,0,0
12306,0,754,807,0,314,4,0,0
12307,0,1119,481,60442,315,4,0,0
12308,0,1061,881,60442,316,4,0,0
12309,0,844,1186,60442,318,4,0,0
12310,0,1194,1260,60442,319,4,0,0
12311,0,1301,990,60442,320,4,0,0
12312,0,558,1088,60442,321,4,0,0
12313,0,689,1285,60442,322,4,0,0
12314,0,725,1416,60448,323,4,0,0
12315,0,922,1750,60442,324,4,0,0
12316,0,593,594,60441,43,4,1,21
12317,0,995,258,60441,44,4,1,22
12318,0,865,607,60453,0,2,0,0
12319,0,844,614,60311,593,1,0,0
12320,0,839,597,60551,0,2,0,0
12321,0,868,587,60412,0,2,0,0
12322,0,697,1430,60453,0,2,0,0
12323,0,716,1444,60311,593,3,0,0
12324,0,711,1452,60551,0,2,0,0
12325,0,748,1453,60412,0,2,0,0
12326,0,749,1402,60412,0,2,0,0
12327,0,671,1282,60412,0,2,0,0
12328,0,0,0,0,0,0,0,0
12329,0,0,0,0,0,0,0,0
12330,0,0,0,0,0,0,0,0
12400,1,1082,1169,0,258,4,0,0
12401,0,825,770,0,259,4,0,0
12402,0,599,768,0,260,4,0,0
12403,0,1043,1440,60448,325,4,0,0
12404,0,1071,1241,60442,326,4,0,0
12405,0,932,1264,60442,327,4,0,0
12406,0,1269,1086,60442,328,4,0,0
12407,0,1215,968,60442,329,4,0,0
12408,0,1157,1036,60442,329,4,0,0
12409,0,967,824,60442,329,4,0,0
12410,0,828,1109,0,330,4,0,0
12411,0,972,1042,60448,331,3,0,0
12412,0,723,666,60442,332,4,0,0
12413,0,728,798,60414,333,3,0,0
12414,0,1336,1273,0,334,4,0,0
12415,0,0,0,0,335,4,0,0
12416,0,0,0,0,336,4,0,0
12417,0,0,0,0,342,4,0,0
12418,0,1058,1541,60441,43,3,1,21
12419,0,1045,1478,60453,0,2,0,0
12420,0,1080,1465,60311,593,2,0,0
12421,0,997,993,60453,0,2,0,0
12422,0,984,966,60311,593,2,0,0
12423,0,0,0,0,0,0,0,0
12424,0,0,0,0,0,0,0,0
12425,0,0,0,0,0,0,0,0
12426,0,0,0,0,0,0,0,0
12427,0,0,0,0,0,0,0,0
12428,0,0,0,0,0,0,0,0
12429,0,0,0,0,0,0,0,0
12430,0,0,0,0,0,0,0,0
12500,1,653,605,60447,601,2,1,40
12501,0,560,593,0,673,4,0,0
12502,0,0,0,0,0,0,0,0
12503,1,779,671,0,674,4,0,0
12504,0,1035,733,0,675,4,0,0
12505,0,719,722,60442,678,3,0,0
12506,0,1122,844,60442,679,4,0,0
12507,0,659,611,60446,599,1,1,34
12508,0,1140,1034,60447,372,2,1,41
12509,0,0,0,0,0,0,0,0
12510,1,1145,1037,60446,601,4,1,40
12511,0,1142,1124,0,676,4,0,0
12512,0,915,1304,0,677,4,0,0
12513,0,1082,1250,60442,680,4,0,0
12514,0,821,1034,60442,681,4,0,0
12515,0,0,0,0,0,0,0,0
12516,0,0,0,0,0,0,0,0
12600,1,1094,1292,60442,692,4,0,0
12601,0,696,776,60442,693,4,0,0
12602,0,504,1066,60442,694,4,0,0
12700,1,0,0,0,0,0,0,0
12701,1,0,0,0,0,0,0,0
12702,1,0,0,0,0,0,0,0
12800,1,0,0,0,0,0,0,0
12900,1,0,0,0,0,0,0,0
13000,1,736,688,60453,378,3,0,0
13001,0,1107,707,60442,613,1,0,0
13002,0,1134,725,60311,593,2,0,0
13003,0,1111,695,60441,43,4,1,21
13004,0,662,998,60441,42,1,1,20
13005,0,1211,805,60441,41,2,1,14
13006,0,1146,852,60441,41,2,1,14
13007,0,1001,939,60441,41,2,1,14
13008,0,788,1006,60441,41,2,1,14
13009,0,788,1042,60441,41,2,1,14
13010,0,746,823,60552,614,4,0,0
13011,0,701,1031,60412,625,3,0,0
13012,0,587,1179,60344,630,3,0,0
13013,0,761,1230,60442,628,4,0,0
13014,0,874,925,60347,620,3,0,0
13015,0,1067,858,60314,616,4,0,0
13016,0,1078,862,60436,617,3,0,0
13017,0,984,931,60442,641,1,0,0
13018,0,826,822,0,621,4,0,0
13019,0,980,859,0,640,4,0,0
13020,0,662,988,60442,626,1,0,0
13021,0,886,800,60412,642,2,0,0
13022,0,715,1167,60430,0,2,0,0
13023,0,714,974,60434,0,2,0,0
13024,0,971,898,60551,0,2,0,0
13025,0,1088,859,60434,0,2,0,0
13026,0,967,882,60427,0,2,0,0
13027,0,1150,790,60430,0,2,0,0
13028,0,964,941,0,698,2,1,73
13029,0,946,951,0,654,2,0,0
13030,0,959,854,60412,0,2,0,0
14000,1,1209,794,60441,40,4,1,13
14001,0,1145,856,60441,40,4,1,13
14002,0,1007,955,60441,40,4,1,13
14003,0,796,1006,60441,40,1,1,13
14004,0,796,1043,60441,40,1,1,13
14005,0,1353,1111,60441,43,2,1,21
14006,0,1027,1024,60442,639,4,0,0
14007,0,856,1079,60342,624,3,0,0
14008,0,964,1249,60345,633,3,0,0
14009,0,1007,1347,60346,636,4,0,0
14010,0,1187,1251,60442,648,3,0,0
14011,0,899,1145,60442,631,3,0,0
14012,0,1317,1212,60348,643,4,0,0
14013,0,1338,1109,60442,645,4,0,0
14014,0,1336,947,0,646,4,0,0
14015,0,1237,1018,0,647,4,0,0
14016,0,1077,1227,0,638,4,0,0
14017,0,882,1080,60446,698,2,1,73
14018,0,1174,1002,60446,698,4,1,73
14019,0,915,1046,60430,0,2,0,0
14020,0,1090,1246,60430,0,2,0,0
14021,0,1275,859,60412,0,2,0,0
14022,0,1282,871,60412,0,2,0,0
14023,0,1288,886,60412,0,2,0,0
14024,0,1261,886,60412,0,2,0,0
14025,0,1270,901,60412,0,2,0,0
14026,0,1296,1003,60412,0,2,0,0
14027,0,1298,1023,60434,0,2,0,0
14028,0,1323,1003,60412,0,2,0,0
14029,0,1324,1023,60412,0,2,0,0
14030,0,958,1217,60412,0,2,0,0
14031,0,1294,1212,60412,0,2,0,0
14032,0,1204,1141,60430,0,2,0,0
14033,0,984,1170,60430,0,2,0,0
14034,0,1247,880,60425,0,2,0,0
14035,0,1238,879,60426,0,2,0,0
15000,1,975,959,60442,641,2,0,0
15001,0,1012,974,0,698,1,1,73
15002,0,1045,989,0,40,1,1,13
15003,0,974,1031,60352,654,3,0,0
15100,1,894,1061,60447,373,3,1,14
15101,0,1174,1013,60447,373,3,1,14
15102,0,801,1294,60351,650,3,0,0
15103,0,834,1176,60442,652,2,0,0
15104,0,989,1145,0,653,3,0,0
15105,0,829,1195,60430,0,2,0,0
15106,0,981,933,60442,641,1,0,0
15107,0,919,948,0,40,1,1,13
15108,0,928,963,0,654,1,0,0
15109,0,798,1263,60412,0,2,0,0
15110,0,1037,970,60430,0,2,0,0
16000,1,0,0,0,0,0,0,0
20000,1,1074,1385,60441,31,3,1,16
20001,0,879,779,60447,29,1,1,12
20002,0,1013,968,60447,29,1,1,12
20003,0,826,1225,60447,29,1,1,12
20004,0,1016,588,60430,0,3,0,0
20005,0,911,761,60430,0,3,0,0
20006,0,1055,1169,60430,0,3,0,0
20007,0,1030,1030,60314,716,4,0,0
20008,0,1062,1042,60436,733,2,0,0
20009,0,1010,510,60331,703,4,0,0
20010,0,932,1410,60337,711,1,0,0
20011,0,962,1440,60334,0,3,0,0
20012,0,896,712,60335,709,1,0,0
20013,0,1198,1167,60552,755,4,0,0
20014,0,1038,718,60412,718,4,0,0
20015,0,941,1267,60412,717,4,0,0
20016,0,1045,1058,60442,731,2,0,0
20017,0,1054,1288,60442,737,4,0,0
20018,0,1184,1290,60442,719,4,0,0
20019,0,655,1366,60442,741,4,0,0
20020,0,1062,1022,60434,0,3,0,0
20021,0,1063,1340,60551,0,3,0,0
20022,0,1025,1326,60427,0,2,0,0
20023,0,1138,1073,0,29,2,1,12
20024,0,1146,1088,0,725,2,0,0
20025,0,1500,1630,60442,736,2,0,0
20026,0,967,1417,60412,0,2,0,0
20027,0,965,1420,60412,0,2,0,0
20028,0,896,699,60412,0,2,0,0
20029,0,1045,1337,60434,0,2,0,0
20030,0,0,0,0,0,0,0,0
