key,0
105,"ffxiv/manfst/manfst40420/manfst40420"
106,"ffxiv/manfst/manfst40430/manfst40430"
107,"ffxiv/manfst/manfst40440/manfst40440"
108,"ffxiv/manfst/manfst40470/manfst40470"
109,"ffxiv/manfst/manfst40510/manfst40510"
110,"ffxiv/manfst/manfst40520/manfst40520"
111,"ffxiv/manfst/manfst40530/manfst40530"
112,"ffxiv/manfst/manfst40540/manfst40540"
113,"ffxiv/manfst/manfst40710/manfst40710"
114,"ffxiv/manfst/manfst40740/manfst40740"
115,"ffxiv/manfst/manfst40810/manfst40810"
116,"ffxiv/manfst/manfst40820/manfst40820"
117,"ffxiv/manfst/manfst50010/manfst50010"
118,"ffxiv/manfst/manfst50320/manfst50320"
119,"ffxiv/manfst/manfst50325/manfst50325"
120,"ffxiv/manfst/manfst50330/manfst50330"
121,"ffxiv/manfst/manfst50335/manfst50335"
122,"ffxiv/manfst/manfst50340/manfst50340"
123,"ffxiv/manfst/manfst50345/manfst50345"
124,"ffxiv/manfst/manfst50350/manfst50350"
125,"ffxiv/manfst/manfst50355/manfst50355"
126,"ffxiv/manfst/manfst50360/manfst50360"
127,"ffxiv/manfst/manfst60010/manfst60010"
128,"ffxiv/manfst/manfst60020/manfst60020"
129,"ffxiv/manfst/manfst60030/manfst60030"
130,"ffxiv/manfst/manfst60040/manfst60040"
131,"ffxiv/manfst/manfst60050/manfst60050"
132,"ffxiv/mansea/mansea00020/mansea00020"
133,"ffxiv/mansea/mansea00510/mansea00510"
134,"ffxiv/mansea/mansea00520/mansea00520"
135,"ffxiv/mansea/mansea00540/mansea00540"
136,"ffxiv/mansea/mansea00750/mansea00750"
137,"ffxiv/mansea/mansea00910/mansea00910"
138,"ffxiv/mansea/mansea05020/mansea05020"
139,"ffxiv/manwil/manwil00020/manwil00020"
140,"ffxiv/manwil/manwil00510/manwil00510"
141,"ffxiv/manwil/manwil00520/manwil00520"
142,"ffxiv/manwil/manwil00540/manwil00540"
143,"ffxiv/manwil/manwil00750/manwil00750"
144,"ffxiv/manwil/manwil00910/manwil00910"
145,"ffxiv/manwil/manwil05020/manwil05020"
146,"ffxiv/manfst/manfst05020/manfst05020"
147,"ffxiv/manfst/manfst05010/manfst05010"
148,"ffxiv/clswdk/clswdk01000/clswdk01000"
149,"ffxiv/clsfsh/clsfsh50000/clsfsh50000"
150,"ffxiv/manfst/manfst30420/manfst30420"
151,"ffxiv/manfst/manfst30025/manfst30025"
152,"ffxiv/manfst/manfst30035/manfst30035"
153,"ffxiv/manfst/manfst30045/manfst30045"
154,"ffxiv/manfst/manfst20006/manfst20006"
155,"ffxiv/manfst/manfst20020/manfst20020"
156,"ffxiv/mansea/mansea20020/mansea20020"
157,"ffxiv/manwil/manwil20020/manwil20020"
158,"ffxiv/manfst/manfst20040/manfst20040"
159,"ffxiv/mansea/mansea20040/mansea20040"
160,"ffxiv/manwil/manwil20040/manwil20040"
161,"ffxiv/manfst/manfst20630/manfst20630"
162,"ffxiv/clsgla/clsgla30020/clsgla30020"
163,"ffxiv/clspgl/clspgl05010/clspgl05010"
164,"ffxiv/clspgl/clspgl15010/clspgl15010"
165,"ffxiv/clspgl/clspgl20010/clspgl20010"
166,"ffxiv/clspgl/clspgl30010/clspgl30010"
167,"ffxiv/clspgl/clspgl30020/clspgl30020"
168,"ffxiv/clsthm/clsthm30010/clsthm30010"
169,"ffxiv/clsthm/clsthm30020/clsthm30020"
170,"ffxiv/dunfst/dunfst1d220/dunfst1d220"
171,"ffxiv/dunfst/dunfst1d230/dunfst1d230"
172,"ffxiv/dunfst/dunfst1r120/dunfst1r120"
173,"ffxiv/dunfst/dunfst1r130/dunfst1r130"
174,"ffxiv/dunsea/dunsea1d110/dunsea1d110"
175,"ffxiv/dunsea/dunsea1d120/dunsea1d120"
176,"ffxiv/dunsea/dunsea1d130/dunsea1d130"
177,"ffxiv/dunwil/dunwil1d110/dunwil1d110"
178,"ffxiv/dunwil/dunwil1d120/dunwil1d120"
179,"ffxiv/dunwil/dunwil1d130/dunwil1d130"
180,"ffxiv/dunwil/dunwil1d210/dunwil1d210"
181,"ffxiv/dunwil/dunwil1d220/dunwil1d220"
182,"ffxiv/dunwil/dunwil1d230/dunwil1d230"
183,"ffxiv/dunsea/dunsea1d210/dunsea1d210"
184,"ffxiv/dunsea/dunsea1d220/dunsea1d220"
185,"ffxiv/dunsea/dunsea1d230/dunsea1d230"
186,"ffxiv/manwil/manwil00010/manwil00010"
187,"ffxiv/manwil/manwil00030/manwil00030"
188,"ffxiv/manwil/manwil00110/manwil00110"
189,"ffxiv/subwil/subwil03510/subwil03510"
190,"ffxiv/subwil/subwil03520/subwil03520"
191,"ffxiv/subwil/subwil03530/subwil03530"
192,"ffxiv/subwil/subwil03540/subwil03540"
193,"ffxiv/manwil/manwil00710/manwil00710"
194,"ffxiv/manwil/manwil00720/manwil00720"
195,"ffxiv/manwil/manwil00730/manwil00730"
196,"ffxiv/manwil/manwil00740/manwil00740"
197,"ffxiv/manwil/manwil00745/manwil00745"
198,"ffxiv/manwil/manwil20000/manwil20000"
199,"ffxiv/manwil/manwil20004/manwil20004"
200,"ffxiv/mansea/mansea00010/mansea00010"
201,"ffxiv/mansea/mansea00030/mansea00030"
202,"ffxiv/mansea/mansea00110/mansea00110"
203,"ffxiv/subsea/subsea03510/subsea03510"
204,"ffxiv/subsea/subsea03520/subsea03520"
205,"ffxiv/subsea/subsea03530/subsea03530"
206,"ffxiv/subsea/subsea03540/subsea03540"
207,"ffxiv/mansea/mansea00710/mansea00710"
208,"ffxiv/mansea/mansea00720/mansea00720"
209,"ffxiv/mansea/mansea00730/mansea00730"
210,"ffxiv/mansea/mansea00740/mansea00740"
211,"ffxiv/mansea/mansea00745/mansea00745"
212,"ffxiv/mansea/mansea20000/mansea20000"
213,"ffxiv/mansea/mansea20002/mansea20002"
214,"ffxiv/mansea/mansea20004/mansea20004"
215,"ffxiv/mansea/mansea20540/mansea20540"
216,"ffxiv/manwil/manwil20540/manwil20540"
217,"ffxiv/manfst/manfst30210/manfst30210"
218,"ffxiv/mansea/mansea30210/mansea30210"
219,"ffxiv/manwil/manwil30210/manwil30210"
220,"ffxiv/manfst/manfst30310/manfst30310"
221,"ffxiv/mansea/mansea30310/mansea30310"
222,"ffxiv/manwil/manwil30310/manwil30310"
223,"ffxiv/mansea/mansea00925/mansea00925"
224,"ffxiv/manwil/manwil00925/manwil00925"
225,"ffxiv/manwil/manwil20002/manwil20002"
226,"ffxiv/manfst/manfst00030/manfst00030"
227,"ffxiv/airwil/airwil00010/airwil00010"
228,"ffxiv/airwil/airwil00020/airwil00020"
229,"ffxiv/airsea/airsea00010/airsea00010"
230,"ffxiv/airsea/airsea00020/airsea00020"
231,"ffxiv/airfst/airfst00010/airfst00010"
232,"ffxiv/airfst/airfst00020/airfst00020"
233,"ffxiv/linsea/linsea00010/linsea00010"
234,"ffxiv/linsea/linsea00020/linsea00020"
235,"ffxiv/linwil/linwil00010/linwil00010"
236,"ffxiv/linwil/linwil00020/linwil00020"
237,"ffxiv/chofst/chofst00010/chofst00010"
238,"ffxiv/chowil/chowil00010/chowil00010"
239,"ffxiv/chosea/chosea00010/chosea00010"
240,"ffxiv/manfst/manfst30620/manfst30620"
241,"ffxiv/manfst/manfst30630/manfst30630"
242,"ffxiv/manfst/manfst30710/manfst30710"
243,"ffxiv/manfst/manfst31205/manfst31205"
244,"ffxiv/manfst/manfst31210/manfst31210"
245,"ffxiv/manfst/manfst31220/manfst31220"
246,"ffxiv/manfst/manfst31310/manfst31310"
247,"ffxiv/manfst/manfst31330/manfst31330"
248,"ffxiv/manfst/manfst40010/manfst40010"
249,"ffxiv/manfst/manfst40210/manfst40210"
250,"ffxiv/manfst/manfst40220/manfst40220"
251,"ffxiv/manfst/manfst40310/manfst40310"
252,"ffxiv/manfst/manfst40450/manfst40450"
253,"ffxiv/manfst/manfst40460/manfst40460"
254,"ffxiv/manfst/manfst40550/manfst40550"
255,"ffxiv/manfst/manfst40610/manfst40610"
256,"ffxiv/manfst/manfst40620/manfst40620"
257,"ffxiv/manfst/manfst40630/manfst40630"
258,"ffxiv/manfst/manfst40720/manfst40720"
259,"ffxiv/manfst/manfst40730/manfst40730"
260,"ffxiv/manfst/manfst40750/manfst40750"
261,""
262,""
263,""
264,""
265,""
266,""
267,""
268,""
269,""
270,""
271,""
272,""
273,""
274,""
275,""
276,""
277,""
278,""
279,""
280,""
281,""
282,""
283,""
284,""
285,""
286,""
287,""
288,""
289,""
290,""
291,""
292,""
293,""
294,""
295,""
296,""
297,""
298,""
299,""
300,""
