key,0,1,2,3,4,5,6,7
103,46,255,16,7,13,0,"Beneficial effects granted to others."," ⇒ Cloud Strife gains the effect of Shock Spikes."
104,47,255,16,7,14,0,"Detrimental effects inflicted on others."," ⇒ Cloud Strife suffers the effect of Amnesia."
105,0,255,255,0,0,0,"",""
106,0,255,255,0,0,0,"",""
107,0,255,255,0,0,0,"",""
108,0,255,255,0,0,0,"",""
109,0,255,255,0,0,0,"",""
110,0,255,255,0,0,0,"",""
111,41,32,255,8,1,2,"Damage dealt by engaged enemies.","The Shadowlord hits you for 9999 damage."
112,42,32,255,8,2,2,"Failed attacks by engaged enemies.","The Shadowlord misses you."
113,43,32,255,8,3,2,"Actions initiated by engaged enemies.","The Shadowlord begins casting Meteor.
The Shadowlord cancels Meteor."
114,44,32,255,8,4,2,"Items used by engaged enemies.","The Shadowlord readies a mega-elixir.
The Shadowlord cancels the use of the mega-elixir."
115,45,32,255,8,5,2,"Effects of Cure spells cast by engaged enemies."," ⇒ The Shadowlord recovers 9999 HP."
116,46,32,255,8,6,2,"Beneficial effects granted by engaged enemies."," ⇒ The Shadowlord gains the effect of Protect VII."
117,47,32,255,8,7,2,"Detrimental effects inflicted by engaged enemies."," ⇒ You suffer the effect of Amnesia."
118,41,255,32,8,8,2,"Damage engaged enemies are dealt.","You hit the Shadowlord for 2 damage."
119,42,255,32,8,9,2,"Failed attacks on engaged enemies.","You miss the Shadowlord."
120,43,255,32,8,10,2,"Actions used on engaged enemies.","You begin casting Stone.
You cancel Stone."
121,44,255,32,8,11,2,"Items used on engaged enemies.","You ready a potion.
You cancel the use of the potion."
122,45,255,32,8,12,2,"Effects of Cure spells cast on engaged enemies."," ⇒ The Shadowlord recovers 9999 HP."
123,46,255,32,8,13,2,"Beneficial effects granted to engaged enemies."," ⇒ The Shadowlord gains the effect of Protect VII."
124,47,255,32,8,14,2,"Detrimental effects inflicted on engaged enemies."," ⇒ The Shadowlord suffers the effect of Rasp."
125,0,255,255,0,0,0,"",""
126,0,255,255,0,0,0,"",""
127,0,255,255,0,0,0,"",""
128,0,255,255,0,0,0,"",""
129,0,255,255,0,0,0,"",""
130,0,255,255,0,0,0,"",""
131,41,64,255,9,1,0,"Damage dealt by unengaged enemies.","The Shadowlord hits Tifa Lockhart for 9999 damage."
132,42,64,255,9,2,0,"Failed attacks by unengaged enemies.","The Shadowlord misses Tifa Lockhart."
133,43,64,255,9,3,0,"Actions initiated by unengaged enemies.","The Shadowlord begins casting Meteor.
The Shadowlord cancels Meteor."
134,44,64,255,9,4,0,"Items used by unengaged enemies.","The Shadowlord readies a mega-elixir.
The Shadowlord cancels the use of the mega-elixir."
135,45,64,255,9,5,0,"Effects of Cure spells cast by unengaged enemies."," ⇒ The Shadowlord recovers 9999 HP."
136,46,64,255,9,6,0,"Beneficial effects granted by unengaged enemies."," ⇒ The Shadowlord gains the effect of Protect VII."
137,47,64,255,9,7,0,"Detrimental effects inflicted by unengaged enemies."," ⇒ Tifa Lockhart suffers the effect of Amnesia."
138,41,255,64,9,8,0,"Damage unengaged enemies are dealt.","Tifa Lockhart hits the Shadowlord for 2 damage."
139,42,255,64,9,9,0,"Failed attacks on unengaged enemies.","Tifa Lockhart misses the Shadowlord."
140,43,255,64,9,10,0,"Actions used on unengaged enemies.","Tifa Lockhart begins casting Stone.
Tifa Lockhart cancels Stone."
141,44,255,64,9,11,0,"Items used on unengaged enemies.","Tifa Lockhart readies a potion.
Tifa Lockhart cancels the use of the potion."
142,45,255,64,9,12,0,"Effects of Cure spells cast on unengaged enemies."," ⇒ The Shadowlord recovers 9999 HP."
143,46,255,64,9,13,0,"Beneficial effects granted to unengaged enemies."," ⇒ The Shadowlord gains the effect of Protect VII."
144,47,255,64,9,14,0,"Detrimental effects inflicted on unengaged enemies."," ⇒ The Shadowlord suffers the effect of Rasp."
145,0,255,255,0,0,0,"",""
146,0,255,255,0,0,0,"",""
147,0,255,255,0,0,0,"",""
148,0,255,255,0,0,0,"",""
149,0,255,255,0,0,0,"",""
150,0,255,255,0,0,0,"",""
