key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
55,"501, 3, 3, 0",0,"0, 0, 0, 0",0,3670028,0,False,1048588,6,1048588,6,1048588,6,1048588,6,0,0,0,0,0,0,0,0,0,0
56,"501, 3, 1, 0",0,"0, 0, 0, 0",0,65548,0,False,196620,0,3014670,0,1441804,0,5242895,0,0,0,0,0,0,0,0,0,0,0
57,"501, 3, 3, 0",0,"0, 0, 0, 0",0,8192013,67,False,1114125,17,3670029,0,2555907,0,4718605,6,0,0,0,0,0,0,0,0,0,0
58,"501, 3, 1, 0",0,"0, 0, 0, 0",0,7208973,0,False,393229,0,3080205,0,65539,0,4915213,0,0,0,0,0,0,0,0,0,0,0
59,"601, 2, 5, 0",0,"698, 1, 1, 0",0,14745609,32,False,2359305,0,7798793,34,5308425,32,11141129,0,0,0,0,0,0,0,0,0,0,0
60,"601, 1, 1, 0",0,"698, 1, 1, 0",0,13107209,0,False,393225,0,6422537,0,4587529,0,9699337,0,0,0,0,0,0,0,0,0,0,0
61,"801, 1, 14, 0",0,"0, 0, 0, 0",0,9371655,6,False,1441799,35,7733255,0,4521991,0,2293785,0,0,0,0,0,0,0,0,0,0,0
62,"801, 1, 2, 0",0,"0, 0, 0, 0",0,8060935,0,False,196615,0,65543,0,3866631,0,1441817,0,0,0,0,0,0,0,0,0,0,0
63,"5301, 1, 7, 0",0,"0, 0, 0, 0",0,11534340,67,False,1769476,67,65613,0,4128772,0,6881284,0,0,0,0,0,0,0,0,0,0,0
64,"5301, 1, 5, 0",0,"0, 0, 0, 0",0,0,0,False,327684,67,5963786,0,4128772,0,6881284,0,0,0,0,0,0,0,0,0,0,0
65,"5001, 1, 8, 0",0,"0, 0, 0, 0",0,65610,48,False,1769476,48,6291458,0,65610,0,65610,0,0,0,0,0,0,0,0,0,0,0
66,"5001, 1, 1, 0",0,"0, 0, 0, 0",0,3014681,0,False,327684,48,6160386,0,6094857,0,65540,0,0,0,0,0,0,0,0,0,0,0
67,"7101, 1, 3, 0",0,"0, 0, 0, 0",0,65607,0,False,720902,0,7798793,46,6750214,0,65607,0,0,0,0,0,0,0,0,0,0,0
68,"7101, 1, 1, 0",0,"0, 0, 0, 0",0,15400966,0,False,15663110,0,6553609,0,6750214,0,9764873,0,0,0,0,0,0,0,0,0,0,0
69,"401, 2, 9, 0",0,"0, 0, 0, 0",0,6815758,0,False,1572874,37,6488074,6,5177354,0,8060930,6,0,0,0,0,0,0,0,0,0,0
70,"401, 2, 8, 0",0,"0, 0, 0, 0",0,5636110,6,False,1572874,37,6488074,6,4718602,0,8192002,0,0,0,65540,0,0,0,0,0,0,0
71,"0, 0, 0, 0",0,"0, 0, 0, 0",0,786452,0,False,3145762,0,7405575,0,5832709,0,2293785,0,0,0,0,0,0,0,0,0,0,0
72,"1302, 1, 1, 0",0,"0, 0, 0, 0",0,524312,0,False,720912,0,65537,0,4587536,0,2031641,0,0,0,0,0,0,0,0,0,0,0
73,"201, 41, 1, 0",0,"0, 0, 0, 0",0,3276823,0,False,262154,0,65537,0,65546,0,5767176,0,0,0,0,0,0,0,0,0,0,0
74,"401, 1, 1, 0",0,"0, 0, 0, 0",0,4718615,0,False,1376266,0,8060933,0,5373968,0,1638425,0,0,0,0,0,0,0,0,0,0,0
75,"401, 1, 1, 0",0,"0, 0, 0, 0",0,3538969,0,False,786442,0,65537,0,3538959,0,8912898,0,0,0,589826,0,0,0,0,0,0,0
76,"401, 1, 2, 0",0,"0, 0, 0, 0",0,3080215,0,False,2621450,0,786457,0,5767177,0,2293785,0,0,0,0,0,0,0,0,0,0,0
77,"5101, 1, 11, 0",0,"0, 0, 0, 0",0,131145,0,False,131145,5,131145,0,131145,0,65609,0,0,0,0,0,0,0,0,0,0,0
78,"5201, 3, 2, 0",0,"0, 0, 0, 0",0,131148,78,False,131148,5,65612,78,65612,6,131148,5,0,0,0,0,0,0,0,0,0,0
79,"5001, 1, 8, 0",0,"0, 0, 0, 0",0,3604505,0,False,131148,11,65612,0,65612,5,131148,0,0,0,0,0,0,0,0,0,0,0
80,"5101, 1, 12, 0",0,"0, 0, 0, 0",0,10354690,0,False,1900546,0,5898242,0,4194306,6,7929858,0,0,0,0,0,0,0,0,0,0,0
81,"5201, 2, 3, 0",0,"0, 0, 0, 0",0,11665412,0,False,1966082,0,5898242,0,4194306,68,7929858,0,0,0,0,0,0,0,0,0,0,0
82,"5001, 1, 8, 0",0,"0, 0, 0, 0",0,3604505,0,False,1835010,0,5898242,0,4194306,5,7929858,0,0,0,0,0,0,0,0,0,0,0
83,"0, 0, 0, 0",0,"0, 0, 0, 0",0,327703,0,False,327690,0,65537,0,3604490,0,4259868,0,0,0,0,0,0,0,0,0,0,0
84,"201, 7, 5, 0",0,"101, 4, 3, 0",0,0,0,False,65578,0,65578,0,65578,0,65578,0,0,0,0,0,0,0,0,0,0,0
85,"201, 7, 3, 0",0,"101, 4, 3, 0",0,0,0,False,2949131,0,11862027,0,65578,0,10158095,0,0,0,0,0,0,0,0,0,0,0
86,"201, 6, 3, 0",0,"101, 5, 9, 0",0,12189706,0,False,2818063,0,4521992,0,3801103,0,7012367,0,0,0,0,0,0,0,0,0,0,0
87,"201, 39, 3, 0",0,"101, 6, 2, 0",0,2818060,0,False,1441804,0,4587528,0,1441804,0,5046287,0,0,0,0,0,0,0,0,0,0,0
88,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,65537,5,65537,0,5177346,0,655361,0,0,0,0,0,0,0,0,0,0,0
89,"0, 0, 0, 0",0,"0, 0, 0, 0",0,16056325,0,False,3080197,0,9633797,0,6225925,0,12451845,0,0,0,0,0,0,0,0,0,0,0
90,"0, 0, 0, 0",0,"0, 0, 0, 0",0,2359316,0,False,2621445,0,65537,0,5832709,0,12058629,0,131073,0,0,0,0,0,131073,0,131073,0
91,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,720934,0,4653094,0,2490406,0,6815782,0,0,0,0,0,0,0,0,0,0,0
92,"0, 0, 0, 0",0,"0, 0, 0, 0",0,196630,0,False,1703974,0,65574,0,2031654,0,6946854,0,0,0,0,0,0,0,0,0,0,0
93,"201, 1, 5, 0",0,"101, 5, 2, 0",0,8454152,0,False,65588,0,1048601,0,65588,0,7340040,0,0,0,0,0,0,0,0,0,0,0
94,"501, 1, 2, 0",0,"0, 0, 0, 0",0,1900563,0,False,2228238,0,4718606,0,4325379,0,10158089,0,0,0,0,0,0,0,0,0,0,0
95,"501, 1, 1, 0",0,"0, 0, 0, 0",0,720915,0,False,2228238,0,4194315,0,1638403,0,10027017,0,0,0,0,0,0,0,0,0,0,0
96,"601, 4, 2, 0",0,"698, 1, 1, 0",0,1703955,0,False,3145737,0,9371657,0,4456451,0,12517385,0,0,0,0,0,0,0,0,0,0,0
97,"601, 4, 1, 0",0,"698, 1, 1, 0",0,720915,0,False,3145737,0,7471109,0,1638403,0,9895945,0,0,0,0,0,0,0,0,0,0,0
98,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,851974,0,7012357,0,4063238,0,9895942,0,0,0,0,0,0,0,0,0,0,0
99,"0, 0, 0, 0",0,"0, 0, 0, 0",0,131092,0,False,1572892,0,7667717,0,4587530,6,9764874,0,0,0,0,0,0,0,0,0,0,0
100,"801, 3, 10, 0",0,"0, 0, 0, 0",0,9502727,0,False,2359303,0,7667719,0,5373959,0,9699338,0,0,0,0,0,0,0,0,0,0,0
101,"701, 1, 6, 0",0,"0, 0, 0, 0",0,8454151,0,False,2359303,0,7667719,0,5373959,0,9699338,0,0,0,0,0,0,0,0,0,0,0
102,"0, 0, 0, 0",0,"0, 0, 0, 0",0,14614534,0,False,1966086,39,65542,39,5439494,0,11993094,39,0,0,0,0,0,0,0,0,0,0
103,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65566,64,False,3735587,0,65537,0,3473412,0,196609,0,0,0,0,0,0,0,0,0,0,0
104,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65566,0,False,3801123,0,65537,0,3473412,0,196609,0,0,0,0,0,0,0,0,0,0,0
105,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65566,11,False,3866659,0,65537,0,3473412,0,196609,0,0,0,0,0,0,0,0,0,0,0
106,"0, 0, 0, 0",0,"0, 0, 0, 0",0,10747914,0,False,3932195,0,65537,0,3276828,0,8519690,0,0,0,0,0,0,0,0,0,0,0
107,"0, 0, 0, 0",0,"0, 0, 0, 0",0,11927562,25,False,3932195,25,65536,0,3276828,0,8519690,0,0,0,0,0,0,0,0,0,0,0
108,"0, 0, 0, 0",0,"0, 0, 0, 0",0,11927562,12,False,4063267,0,65537,0,3080220,0,8519690,0,0,0,0,0,0,0,0,0,0,0
109,"0, 0, 0, 0",0,"0, 0, 0, 0",0,5898268,0,False,4128803,0,65537,0,3342341,0,1900579,0,0,0,0,0,0,0,0,0,0,0
110,"0, 0, 0, 0",0,"0, 0, 0, 0",0,5570588,0,False,4194339,0,65537,0,3342341,0,1900579,0,0,0,0,0,0,0,0,0,0,0
111,"0, 0, 0, 0",0,"0, 0, 0, 0",0,6029340,0,False,4259875,0,65537,0,3342341,0,1900579,0,0,0,0,0,0,0,0,0,0,0
112,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,140140,0,65536,0,74604,0,2424857,0,0,0,0,0,0,0,0,0,0,0
113,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,196609,0,65537,0,65542,0,589825,0,0,0,0,0,0,0,0,0,0,0
114,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,262177,0,65537,0,3604484,0,131073,0,0,0,0,0,0,0,0,0,0,0
115,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,262178,0,65537,0,2293788,0,131073,0,0,0,0,0,0,0,0,0,0,0
116,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,589828,0,65537,0,3407874,0,262145,0,0,0,0,0,0,0,0,0,0,0
117,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65536,0,False,74604,0,65536,0,74604,0,65561,33,0,0,0,0,0,0,0,0,0,0
118,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65536,0,False,74604,25,65536,0,74604,0,65579,28,0,0,0,0,0,0,0,0,0,0
119,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65536,0,False,205677,25,65536,0,65536,0,65579,6,0,0,0,0,0,0,0,0,0,0
120,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65536,0,False,140141,0,65536,0,65536,0,65579,28,0,0,0,0,0,0,0,0,0,0
121,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65536,0,False,74605,0,65536,0,65536,0,65564,5,0,0,0,0,0,0,0,0,0,0
122,"0, 0, 0, 0",0,"0, 0, 0, 0",0,13107210,0,False,2555914,0,5177382,0,5439498,0,12451846,0,0,0,0,0,0,0,0,0,0,0
123,"0, 0, 0, 0",0,"0, 0, 0, 0",0,10813450,0,False,983068,0,65537,0,3407876,0,65546,0,0,0,0,0,0,0,0,0,0,0
124,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,327714,0,65537,0,3276828,0,65546,0,0,0,0,0,0,0,0,0,0,0
125,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,65569,0,65537,0,3670020,0,65546,0,0,0,0,0,0,0,0,0,0,0
126,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,327684,0,65537,0,3538946,0,65546,0,0,0,0,0,0,0,0,0,0,0
127,"0, 0, 0, 0",0,"0, 0, 0, 0",0,13303818,0,False,271214,0,65536,0,74606,0,9633802,0,0,0,0,0,0,0,0,0,0,0
128,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65546,5,False,74606,0,65536,0,74606,0,65546,5,0,0,0,0,0,0,0,0,0,0
129,"0, 0, 0, 0",0,"0, 0, 0, 0",0,13303818,0,False,271215,0,65536,0,271215,0,9633802,0,0,0,0,0,0,0,0,0,0,0
130,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65546,5,False,74607,0,65536,0,74607,0,65546,2,0,0,0,0,0,0,0,0,0,0
131,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,65579,0,65536,0,65579,18,65579,0,0,0,0,0,0,0,0,0,0,0
132,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,196617,0,65537,0,3342338,0,2162723,0,0,0,0,0,0,0,0,0,0,0
133,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,393220,0,65537,0,3342338,0,1900579,0,0,0,0,0,0,0,0,0,0,0
134,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,655393,0,65537,0,65540,0,1900579,0,0,0,0,0,0,0,0,0,0,0
135,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,720930,0,65537,0,3080220,0,2097187,0,0,0,0,0,0,0,0,0,0,0
136,"9001, 47, 1, 0",0,"0, 0, 0, 0",0,2687006,0,False,1048606,0,7733253,0,3014694,0,2097187,0,0,0,0,0,0,0,0,0,0,0
137,"9001, 47, 1, 0",0,"0, 0, 0, 0",0,2621470,0,False,983070,0,6815749,0,3014694,0,2097187,0,0,0,0,0,0,0,0,0,0,0
138,"9001, 47, 1, 0",0,"0, 0, 0, 0",0,2818078,0,False,1179678,0,7143429,0,3014694,0,2097187,0,0,0,0,0,0,0,0,0,0,0
139,"0, 0, 0, 0",0,"0, 0, 0, 0",0,7864358,0,False,1376258,0,8060933,0,4128773,0,11665413,0,0,0,0,0,0,0,0,0,0,0
140,"0, 0, 0, 0",0,"0, 0, 0, 0",0,13893637,0,False,74587,0,65537,0,5636112,0,8060932,0,0,0,0,0,0,0,0,0,0,0
141,"0, 0, 0, 0",0,"0, 0, 0, 0",0,13697029,0,False,140123,0,65537,0,5636112,0,8060932,0,0,0,0,0,0,0,0,0,0,0
142,"0, 0, 0, 0",0,"0, 0, 0, 0",0,13369349,0,False,205659,0,65537,0,5636112,0,8060932,0,0,0,0,0,0,0,0,0,0,0
143,"0, 0, 0, 0",0,"0, 0, 0, 0",0,13631493,0,False,271195,0,65537,0,5636112,0,8060932,0,0,0,0,0,0,0,0,0,0,0
144,"0, 0, 0, 0",0,"0, 0, 0, 0",0,14221318,0,False,1048604,0,7012357,0,4456458,0,393217,0,0,0,0,0,0,0,0,0,0,0
145,"0, 0, 0, 0",0,"0, 0, 0, 0",0,14221318,0,False,786460,0,7012357,0,4456458,0,393217,0,0,0,0,0,0,0,0,0,0,0
146,"0, 0, 0, 0",0,"0, 0, 0, 0",0,14221318,0,False,851996,0,7012357,0,3997706,0,393217,0,0,0,0,0,0,0,0,0,0,0
147,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65582,0,False,1507358,0,65538,0,4063238,0,2228259,0,0,0,0,0,0,0,0,0,0,0
148,"202, 1, 5, 0",0,"101, 9, 2, 0",0,10747919,0,False,10223631,0,11927563,0,4587535,0,10485775,0,0,0,0,0,0,0,0,0,0,0
149,"202, 1, 5, 0",0,"101, 9, 3, 0",0,10813455,0,False,10289167,0,11993099,0,4587535,0,10551311,0,0,0,0,0,0,0,0,0,0,0
150,"202, 1, 5, 0",0,"101, 9, 5, 0",0,10944527,0,False,10420239,0,12124171,0,4587535,0,10682383,0,0,0,0,0,0,0,0,0,0,0
151,"202, 1, 5, 0",0,"101, 9, 6, 0",0,10878991,0,False,10354703,0,12058635,0,4587535,0,10616847,0,0,0,0,0,0,0,0,0,0,0
152,"202, 1, 5, 0",0,"101, 9, 4, 0",0,9830415,0,False,2949135,0,5898251,0,4718595,0,7143439,0,0,0,0,0,0,0,0,0,0,0
153,"0, 0, 0, 0",0,"0, 0, 0, 0",0,2752547,0,False,1441820,0,3801101,0,3801116,0,11993094,5,0,0,0,0,0,0,0,0,0,0
154,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,"0, 0, 0, 0",0,"0, 0, 0, 0",0,9830416,0,False,2621456,0,4653094,0,6291472,0,9371658,0,0,0,0,0,0,0,0,0,0,0
156,"0, 0, 0, 0",0,"0, 0, 0, 0",0,2097170,0,False,2228258,0,3014669,0,4980741,0,11337734,0,0,0,0,0,0,0,0,0,0,0
157,"0, 0, 0, 0",0,"0, 0, 0, 0",0,1507348,0,False,3211268,0,65537,0,5439498,0,4456476,0,851970,0,131073,0,0,0,131073,0,131073,0
158,"0, 0, 0, 0",0,"0, 0, 0, 0",0,11141130,0,False,983042,0,6750213,0,4063237,0,11665413,0,0,0,0,0,0,0,0,0,0,0
159,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65536,0,False,74605,80,65537,0,65537,0,262145,0,327682,0,65537,0,0,0,131075,0,196611,0
160,"0, 0, 0, 0",0,"0, 0, 0, 0",0,524305,0,False,2228234,0,65537,0,5111818,0,1703961,0,0,0,0,0,0,0,0,0,0,0
161,"0, 0, 0, 0",0,"0, 0, 0, 0",0,8716304,0,False,74587,0,65537,0,5636112,0,8060932,0,0,0,0,0,0,0,0,0,0,0
162,"0, 0, 0, 0",0,"0, 0, 0, 0",0,8716304,0,False,140123,0,65537,0,5636112,0,8060932,0,0,0,0,0,0,0,0,0,0,0
163,"0, 0, 0, 0",0,"0, 0, 0, 0",0,8716304,0,False,205659,0,65537,0,5636112,0,8060932,0,0,0,0,0,0,0,0,0,0,0
164,"0, 0, 0, 0",0,"0, 0, 0, 0",0,11993098,1,False,458790,0,65574,0,4259845,0,5963814,0,0,0,0,0,0,0,0,0,0,0
165,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,False,458790,0,65574,0,4259845,0,5963814,0,0,0,0,0,0,0,0,0,0,0
166,"0, 0, 0, 0",0,"0, 0, 0, 0",0,9633803,0,False,262193,0,65536,0,65537,10,5832712,11,65538,0,0,0,196611,0,589826,0,589826,0
167,"0, 0, 0, 0",0,"0, 0, 0, 0",0,15007749,85,False,1114125,34,65537,0,5242885,6,8847370,81,0,0,0,0,0,0,0,0,0,0
168,"0, 0, 0, 0",0,"0, 0, 0, 0",0,983060,0,False,1441794,0,7536645,0,4980738,0,8323082,0,0,0,0,0,0,0,0,0,0,0
169,"5301, 1, 2, 0",0,"0, 0, 0, 0",0,2228244,0,False,655362,0,5832706,0,3604485,0,10027013,0,0,0,0,0,0,0,0,0,0,0
170,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65579,0,False,65579,0,65536,0,65579,0,65579,0,0,0,0,0,0,0,0,0,0,0
171,"7101, 1, 1, 0",0,"0, 0, 0, 0",0,131095,0,False,15663110,0,6553609,0,6750214,0,9764873,0,0,0,0,0,0,0,0,0,0,0
