key,0,1,2,3,4,5,6
24,"Earthen Ward","Decreases damage suffered by pet by 20%.
<Color(52258)>Duration:</Color> 20s
When <Color(-34022)>Obey</Color> is active, will only execute upon command.",3753,789,4,True,False
25,"Landslide","Delivers an attack with a potency of 70.
<Color(52258)>Additional Effect:</Color> Stun  <Color(52258)>Duration:</Color> 2s
When <Color(-34022)>Obey</Color> is active, will only execute upon command.",3754,790,4,True,False
26,"Earthen Fury","Deals earth damage with a potency of 200 to all nearby targets.
<Color(52258)>Additional Effect:</Color> Razed earth  <Color(52258)>Duration:</Color> 15s
Executed when master uses <Color(-34022)>Enkindle</Color>.",3755,791,4,False,True
27,"Crimson Cyclone","Delivers an attack with a potency of 105.
<Color(52258)>Additional Effect:</Color> Stun  <Color(52258)>Duration:</Color> 2s
When <Color(-34022)>Obey</Color> is active, will only execute upon command.",3771,797,3,True,False
28,"Burning Strike","Delivers an attack with a potency of 120.",3772,798,3,False,False
29,"Radiant Shield","Delivers an attack with a potency of 50 every time physical damage is suffered.
<Color(52258)>Duration:</Color> 20s
When <Color(-34022)>Obey</Color> is active, will only execute upon command.",3773,799,3,True,False
30,"Flaming Crush","Delivers an attack with a potency of 105 to all nearby enemies.
When <Color(-34022)>Obey</Color> is active, will only execute upon command.",3774,800,3,True,False
31,"Inferno","Deals fire damage with a potency of 200 to all enemies in a cone before it.
<Color(52258)>Additional Effect:</Color> Fire damage over time  <Color(52258)>Potency:</Color> 20
<Color(52258)>Duration:</Color> 15s
Executed when master uses <Color(-34022)>Enkindle</Color>.",3775,801,3,False,True
32,"Embrace","Restore target's HP.  <Color(52258)>Cure Potency:</Color> 300",3851,802,6,False,False
33,"Whispering Dawn","Gradually restores own HP and the HP of all nearby party members.
<Color(52258)>Cure Potency:</Color> 100  <Color(52258)>Duration:</Color> 21s
When <Color(-34022)>Obey</Color> is active, will only execute upon command.",3852,803,6,False,False
34,"Fey Covenant","Increases magic defense of self and nearby party members by 20%.  <Color(52258)>Duration:</Color> 20s
When <Color(-34022)>Obey</Color> is active, will only execute upon command.",3853,804,6,True,False
35,"Fey Illumination","Increases spell-based HP restoration of self and nearby party members by 20%.  <Color(52258)>Duration:</Color> 20s
When <Color(-34022)>Obey</Color> is active, will only execute upon command.",3854,805,6,True,False
36,"Embrace","Restore target's HP.  <Color(52258)>Cure Potency:</Color> 300",3861,806,7,False,False
37,"Silent Dusk","Silences target.  <Color(52258)>Duration:</Color> 1s
When <Color(-34022)>Obey</Color> is active, will only execute upon command.",3862,807,7,True,False
38,"Fey Glow","Increases spell speed of self and nearby party members by 30%.  <Color(52258)>Duration:</Color> 30s
Cannot use while <Color(-34022)>Fey Light</Color> effect is active.
When <Color(-34022)>Obey</Color> is active, will only execute upon command.",3863,808,7,True,False
39,"Fey Light","Increases skill speed of self and nearby party members by 30%.  <Color(52258)>Duration:</Color> 30s
Cannot use while <Color(-34022)>Fey Glow</Color> effect is active.
When <Color(-34022)>Obey</Color> is active, will only execute upon command.",3864,809,7,True,False
