key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
18,True,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,True,False,True,True,True,True,True,False,True,True,True,False
19,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
20,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False
21,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
22,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
23,True,True,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
24,True,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
25,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
26,True,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
27,True,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
28,True,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
29,True,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
30,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
31,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False
32,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
33,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
34,True,True,False,False,True,False,False,False,False,True,True,True,True,True,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,True
35,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False
36,True,True,False,True,False,False,False,False,False,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,False,False,True,True,False
37,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False
38,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
39,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False
40,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
41,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
42,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,False,False
43,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
44,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,True,False
45,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,True,False,True,True,True,False,False
46,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
47,True,True,False,False,True,False,False,False,False,True,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False
48,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False
49,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
50,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False
51,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,True,False
52,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True
53,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
54,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
55,True,True,False,True,True,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True
56,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True
57,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True
58,True,True,False,True,True,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False
59,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
60,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False
61,True,True,False,True,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False
62,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True
63,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
64,True,True,False,False,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
65,True,True,False,True,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
66,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
67,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False
68,True,True,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
69,True,True,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True
70,True,True,False,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False
71,True,True,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,False,True,False,False,True,False
72,True,True,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,False,True,False,False,True,False
73,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,False,True,False,False,True,False
74,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False
75,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False
76,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False
77,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,True,False
78,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False
79,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False
80,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
81,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
82,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
83,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
84,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False
85,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False
86,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False
87,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False
88,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False
89,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False
90,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,True,True,False
91,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
92,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
93,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
94,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
95,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
96,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True
97,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
98,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
99,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
100,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
101,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
102,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
103,True,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
104,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
105,True,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
106,True,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
107,True,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
108,True,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
109,True,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
110,True,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False
111,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True
112,True,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
113,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True
114,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
115,True,True,False,True,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
116,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,False,False,True,True
117,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True
118,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True
119,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,True,False
120,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False
121,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False
122,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
