key,0,1,2,3,4,5,6,7,8,9,10,11,12
107,3.5,6.5,7,5,2,6,0,0,3,3,0,False,1
108,1,1,1,1,2,5,0,0,3,3,1,False,1
109,1,1,1,1,2,5,0,0,3,3,0,False,1
110,1,1,1,1,2,5,0,0,3,3,0,False,1
111,0.3,0.4,0.4,1,2,5,0,0,3,3,0,False,1
112,1,1,1,1,2,5,0,0,3,3,0,False,1
113,1,1,1,1,2,5,0,0,3,3,0,False,1
114,1,1,1.2,1,6,6,0,0,3,3,1,False,1
115,1,1,1,1,2,5,0,0,3,3,1,False,1
116,1,1,1,1,2,5,0,0,3,3,1,False,1
117,1,1,1,1,2,5,0,0,3,3,1,False,1
118,1,1,1,1,2,5,0,0,3,3,1,False,1
119,1,1,1,1,2,5,0,0,3,3,0,False,1
120,3,1.4,1,1,2,15,0,0,3,3,0,False,1
121,1,1,1,1,2,5,0,0,3,3,0,False,1
122,1,1,1,1,2,5,0,0,3,3,0,False,1
123,1,1,3,3,2,5,0,0,3,3,0,False,1
124,1,1,1,1,2,5,0,0,3,3,0,False,1
125,1,1,1,1,2,5,0,0,3,3,0,False,1
126,1,1,1,1,2,5,0,0,3,3,0,False,1
127,1,1,1,1,2,5,0,0,3,3,0,False,1
128,1,1,1,1,2,5,0,0,3,3,0,False,1
129,1,1,1,1,2,5,0,0,3,3,0,False,1
130,1,1,1,1,2,5,0,0,3,3,1,False,1
131,1,1,1,1,2,5,0,0,3,3,0,False,1
132,1,1,1,1,2,5,0,0,3,3,0,False,1
133,0.7,1.1,0.7,0.4,2,5,0,0,3,3,0,False,1
134,1.3,1.3,0.9,1,2,5,0.2,0.3,8,3,1,False,1
135,0.3,0.6,0.5,0.3,2,5,0,0,3,3,0,False,1
136,1.2,1,1,1,2,5,0,0,3,3,0,False,1
137,0.4,0.6,0.6,1,2,5,0.8,1.2,8,3,1,True,1
138,0.6,1.1,0.7,1,2,5,1.2,1.5,8,3,1,False,1
139,3,4.2,3.4,6,0.4,1.6,0,0,3,3,0,False,1
140,0.8,1.6,0.8,1,2,5,0.8,1.2,8,3,1,False,1
141,1.2,2.7,1.6,2,2,5,0.8,1.2,8,3,1,False,1
142,1.3,1.9,1.3,2,2,5,0,0,3,3,0,False,1
143,1.4,3.1,1.6,3,2,5,0,0,3,3,0,False,2
144,1.5,6.2,4,6,2,5,0,0,3,3,0,False,1
145,2,2.5,2.3,8,2,5,0,0,3,3,0,False,1
146,5.3,3,3.5,7,5,5,0,0,3,3,1,False,1
147,2.4,2,2,4,2,5,0,0,3,3,0,False,1
148,1.5,2.4,1.2,1,5,5,0,0,3,3,0,False,1
149,1,3.1,0.8,1,1.1,2.5,0,0,3,3,0,False,1
150,2.2,3.4,2,2.5,2,5,0,0,3,3,0,False,1
151,1.7,3.2,1.8,2.5,2,5,0,0,3,3,0,False,1
152,0.5,2,1.2,0.5,2,5,0.5,0.9,8,3,1,False,1
153,0.8,0.6,0.9,0.9,2,6,1.3,1.7,6,3,1,False,1
154,0.7,1.7,1.1,1.1,1.2,3.9,0,0,3,3,0,False,1
155,0.7,1.7,1.1,1.1,1.2,3.9,0,0,3,3,0,False,1
156,1,1,1,1,2,5,0,0,3,3,1,True,1
157,1.3,1.3,1.3,1.3,2,5,0,0,3,3,0,False,1
158,1,1,1,1,2,5,0,0,3,3,0,False,1
159,0.6,1.8,1,1,2,5,0,0,3,3,0,False,1
160,4.2,7.8,6,5,2,5,0,0,3,3,0,False,1
161,1.1,2,1.4,2,2.2,6,0,0,3,3,0,False,1
162,2,0.4,1.4,1,2,5,0,0,3,3,0,False,1
163,5,14,4,4,2,5,0,0,3,3,0,False,1
164,1.2,2,1.2,1,6,6,0,0,3,3,0,True,1
165,2,1,1.8,1,2,5,0,0,3,3,0,False,1
166,0.3,0.8,0.6,0.6,2,5,0,0,3,3,1,False,1
167,3.7,3,2.5,2.5,2,5,0,0,3,3,0,False,1
168,1.8,2,1.5,1,2,5,0,0,3,3,0,False,1
169,1,1,1,1,2,5,0,0,3,3,0,False,1
170,1,1,1,1,2,5,0,0,3,3,0,False,1
171,1,1,1,1,2,5,0,0,3,3,0,False,1
172,1,1,1.5,1,2,3.7,0,0,3,3,0,False,1
173,1,1,1,1,2,5,0,0,3,3,0,False,1
174,6,1,1,1,2,5,0,0,3,3,0,True,1
175,1.2,0.5,1.8,1.4,5,5,0,0,3,3,0,False,1
176,1,1,1,1,2,6,0,0,3,3,0,False,1
177,1,1,1,1,2,6,0,0,3,3,0,False,1
178,2,4.2,2.5,2.8,2,6,0,0,3,3,1,False,2
179,1,1,0.4,0.4,2,6,0,0,3,3,0,False,1
180,0.2,1,0.5,0.5,2,6,0,0,3,3,0,False,1
181,0.4,0.5,0.5,1,2,6,0,0,3,3,0,False,1
182,0.9,0.7,0.8,1,2,6,1.3,1.7,6,3,1,True,1
183,1,1,2,2,2,6,0,0,3,3,0,False,1
184,1,1,1,1,2,6,0,0,3,3,0,False,1
185,1,1,1,1,2,6,0,0,3,3,0,False,1
186,1.7,4.1,1,1,2,6,0,0,3,3,0,False,1
7001,0.44,0.48,0.3,1,2,6,1.2,1.2,0.01,3,1,True,1
7002,0.45,0.45,0.5,0.4,2,6,0,0,3,3,0,False,1
7003,1.7,2.7,1.4,1,2,6,1.1,1.1,0.01,3,1,True,1
7004,1.9,2.4,1.5,1,2,6,1.1,1.1,0.01,3,1,True,1
7005,1.2,1.8,1.4,1,2,6,1.1,1.1,0.01,3,1,True,1
7006,2,1.5,1.5,1,2,6,1.1,1.1,0.01,3,1,True,1
8001,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8002,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8003,0.1,0.1,0.45,0.5,3,6,1.3,1.7,8,3,1,False,1
8004,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8005,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8006,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8007,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8008,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8009,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8010,0.1,0.5,0.45,0.5,3,6,0.9,1.3,8,3,1,False,1
8011,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8012,0.1,0.5,0.45,0.5,3,6,0.9,1.3,8,3,1,False,1
8013,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8014,0.1,0.5,0.45,0.5,3,6,1.3,1.7,8,3,1,False,1
8015,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8016,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8017,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8018,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8019,0.1,0.5,0.45,0.5,3,6,0.9,1.3,8,3,1,False,1
8020,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8021,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8022,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8023,0.1,0.5,0.45,0.5,3,6,0.2,0.6,8,3,1,False,1
8024,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8025,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8026,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8027,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8028,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8029,0.1,0.5,0.45,0.5,3,6,0.9,1.3,8,3,1,False,1
8030,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8031,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8032,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8033,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8034,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8035,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8036,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8037,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8038,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8039,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8040,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8041,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8042,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8043,0.1,0.5,0.45,0.5,3,6,0.9,1.3,8,3,1,False,1
8044,0.1,0.5,0.45,0.5,3,6,1,1.4,8,3,1,False,1
8045,0.1,0.5,0.45,0.5,3,6,0.9,1.3,8,3,1,False,1
8046,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8047,0.1,0.5,0.45,0.5,3,6,0.9,1.3,8,3,1,False,1
8048,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8049,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8050,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8051,0.1,0.5,0.45,0.5,3,6,0.9,1.3,8,3,1,False,1
8052,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8053,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8054,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8055,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8056,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8057,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8058,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8059,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8060,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8061,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
8062,0.1,0.5,0.45,0.5,3,6,0,0,3,3,0,False,1
9001,1,1,1,1,2,5,0,0,3,3,0,False,1
9002,1,1,1,1,2,5,0,0,3,3,0,False,1
9003,1,1,1,1,2,5,0,0,3,3,0,False,1
9993,1,1,1,1,2,7,0,0,3,3,0,False,1
9994,1,1,1,1,2,5,0,0,3,3,0,False,1
9995,1,1,1,1,2,5,0,0,3,3,0,True,1
9996,1,1,1,1,2,5,0,0,3,3,0,False,1
9997,1.1,2.4,1.6,2,3.2,8,0,0,3,3,0,False,1
9998,1,1,1,1,2,5,1.3,1.7,8,3,1,False,1
10001,1.1,2.4,1.6,2,3.2,9,0,0,3,3,0,False,1
10002,2,3.5,2.4,4,3.2,9,0,0,3,3,0,False,1
11001,1,2,1.5,1.5,2.5,5.5,0,0,3,3,0,False,1
11002,0.9,2,1.3,1.5,2.5,5.5,0,0,3,3,0,False,1
11003,0.6,1,0.8,0.8,2.5,5.5,0,0,3,3,0,False,1
11004,0.7,1,0.8,0.8,2,5,0,0,3,3,0,False,1
11005,0.5,0.9,0.7,0.7,2,5,0.7,1.1,8,3,1,True,1
11006,0.3,0.5,0.6,0.5,2,5,1,1,8,3,1,True,1
11007,1,1.5,1.2,1.3,2,5,0,0,3,3,0,False,1
11008,1,1.5,1.3,1.5,2,5,0,0,3,3,0,False,1
11009,1.9,3.4,2.4,2.5,2,5,0,0,3,3,1,False,2
11010,0,0,0,1,0,0,0,0,3,3,0,False,0
11011,0,0,0,1,0,0,0,0,3,3,0,False,0
11012,0.8,1,0.8,1,2,5,0,0,3,3,0,False,1
11013,0.3,1,0.6,1,2,5,0,0,3,3,0,False,1
11014,0.3,1,1,1,2,5,0,0,3,3,0,False,1
11015,0.5,1.5,1,1,2,5,0,0,3,3,0,False,1
11016,1,1,1.3,1,2,5,1.5,1.6,2,3,1,True,1
11017,1,1,1.4,2,2,5,0,0,3,3,0,False,1
20101,0.5,1,1,1,2.4,6,0,0,3,3,0,False,0
20104,0.5,1,0.5,0.5,2.4,6,0,0,3,3,0,False,0
20201,0.5,1,0.9,0.9,2.4,6,0,0,3,3,0,False,0
20204,0.5,1,0.5,0.5,2.4,6,0,0,3,3,0,False,0
20301,0.5,1,1.12,1.1,2.4,6,0,0,3,3,0,False,0
20401,0.5,1,1.05,1,2.4,6,0,0,3,3,0,False,0
20501,0.5,1,1.16,1.1,2.4,6,0,0,3,3,0,False,0
20504,0.5,1,0.5,0.5,2.4,6,0,0,3,3,0,False,0
20601,0.5,1,1.1,1.1,2.4,6,0,0,3,3,0,False,0
20604,0.5,1,0.5,0.5,2.4,6,0,0,3,3,0,False,0
20701,0.5,1,0.98,1,2.4,6,0,0,3,3,0,False,0
20801,0.5,1,0.93,0.9,2.4,6,0,0,3,3,0,False,0
20901,0.5,1,1.3,1.1,2.4,6,0,0,3,3,0,False,0
21001,0.5,1,1.2,1.1,2.4,6,0,0,3,3,0,False,0
21101,0.5,1,0.6,0.4,2.4,6,0,0,3,3,0,False,0
21201,0.5,1,0.6,0.4,2.4,6,0,0,3,3,0,False,0
29104,0.5,1,0.5,0.5,2.4,6,0,0,3,3,0,False,0
29204,0.5,1,0.5,0.5,2.4,6,0,0,3,3,0,False,0
