key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
34,"On the Move","Now that many of the roads connecting the four corners of Eorzea are safe for normal passage, Disciples of the Hand from across the realm are once again bringing their talents to Gridania. And, with this many skilled crafters gathered here in the city-state, the demand for quality tools is high. To see that the demand is met, Black Rabbit Traders are seeking the help of local carpenters.",9,5,2,10,0,0,51,False,9,50,0,51,80012,917524,True,1,4460,142,6,0,18,5,2257767,110007,True,0,14
35,"Raise the Roof","The pillars which support the stable roofs have grown old and rotten. We have repeatedly petitioned the Oak Atrium to send us lumber for use in the rebuilding effort, but equivalent projects in other locations have always been given priority, Bentbranch Meadows apparently being too remote to warrant timely assistance. As no delivery of lumber seems imminent, we have opted to petition independent carpenters to help us with our conundrum.",5,5,2,10,0,0,94,False,9,50,0,54,80012,917525,True,1,6066,239,6,0,19,5,2119045,110002,True,0,14
36,"Say It with Spears","Were it not for the tireless efforts of the Wood Wailers, Bentbranch Meadows would be overrun with bloodthirsty beasts and unchivalrous rogues. To express our undying gratitude to the brave sentries who patrol our lands, we wish to present each one with a new spear, decorated with crow feathers found in the brush. All we require now are skilled crafters to complete the items.",5,5,2,10,0,0,94,False,9,50,0,54,80012,917505,True,1,5132,145,7,0,18,5,2119045,110002,True,0,14
37,"Life's a Stitch","No matter how well crafted, saddles and blankets are bound to suffer wear when used day in and day out. Purchasing new equipment would prove too much of a burden on our coffers, so we have our chocobokeeps do all the necessary repairs. However, when their repair equipment is damaged, there is little the keeps can do, and that is when we turn to local carpenters to provide us with the proper tools to keep our birds happy.",5,5,2,10,0,0,94,False,9,50,0,54,80012,917506,True,1,4820,192,7,0,18,5,2119045,110002,True,0,14
38,"Shielding Sales","Since the Conjurers' Guild reopened its doors to new recruits, prospective mages from across the realm have been flocking to Gridania, hoping to learn the ancient art of conjury and perhaps earn themselves a much-coveted place in Stillglade Fane. This has created serious demand for affordable shields, and after several moons of nigh on non-stop business, Black Rabbit Traders find their supply running dangerously low. Crafters with skill in carpentry are sought to help replenish the consortium's warehouses.",9,5,2,10,0,0,51,False,9,50,0,51,80012,917507,True,1,11616,142,7,0,19,5,2257767,110007,True,0,14
39,"Re-crating the Scene","Several nights ago, a Wood Wailer recruit stationed in Nine Ivies for training was caught attempting to make off with a crate of spare weapons from one of the local supply tents. Under questioning, the young man revealed that he had been stealing crates since the previous fortnight and selling their contents to merchants from Ul'dah. The recruit has since been dismissed from the Wailers and exiled from the Twelveswood, but the crates he sold have not been recovered. To replace the lost items, the Wood Wailers have come to Black Rabbit Traders, and now Maisenta is seeking skilled carpenters to assist her in fulfilling the order.",9,5,2,15,0,0,51,False,9,50,0,51,80012,917526,True,1,8454,197,8,0,18,5,2257767,110007,True,0,14
40,"Nightmare on My Street","A rumor that the popular “Cure” spell can help to calm children experiencing nightmares has prompted parents across the city-state to dabble in the arts of conjury. This, in turn, has increased the demand for quality conjury arms. To ensure their supply will not run dry, Black Rabbit Traders seek the talents of skilled woodworkers.",9,5,2,15,0,0,51,False,9,50,0,51,80012,917527,True,1,8764,196,8,0,18,5,2257767,110007,True,0,14
41,"Driving up the Wall","Recent small-scale skirmishes with Ixali warriors have given the Wood Wailers stationed at the newly constructed Josselin's Spire cause to worry that the current walls would not withstand a full-blown attack. Hoping to render the tower resistant to battering rams and other siege weaponry, the Wailers have decided to clad the walls with hundreds of extra planks. Vivandier Ayled the Steadfast will handsomely reward any able Disciples of the Hand willing to assist her in this endeavor.",7,5,2,15,0,0,107,False,9,50,0,55,80012,917528,True,1,12172,292,8,0,19,5,2255476,110004,True,0,14
42,"Nothing to Hide","The Wood Wailers are currently conducting training exercises for new recruits, and require a fresh supply of masks to replace those damaged during their rigorous drills. Ayled the Steadfast is commissioning willing and able carpenters to create the requisite items and deliver them to her.",7,5,2,15,0,0,107,False,9,50,0,55,80012,917511,True,1,12218,200,9,0,18,5,2255476,110004,True,0,14
43,"What You Need","In the past fortnight, gladiators from Ul'dah seeking to purchase high-quality shields have had to be turned away from Ayled the Steadfast's tents for lack of inventory. If news of her not being able to accommodate her patrons were to spread, it may result in prospective buyers taking their custom elsewhere. To prevent this, the independent vivandier is looking to purchase a significant quantity of shields and will pay top gil for each one.",7,5,2,15,0,0,107,False,9,50,0,55,80012,917512,True,1,7744,142,9,0,18,5,2255476,110004,True,0,14
44,"Bowing to Necessity","To improve Gridania's capacity to respond swiftly to both internal and external threats, the Gods' Quiver has ordered that sentries be stationed in strategic locations throughout the Twelveswood. Before the archers can take up their posts, however, they require new bows to replace those recently stolen in a raid by a band of delinquent sylphs. Black Rabbit Traders seek skilled carpenters to craft the requested items.",9,5,2,15,0,0,51,False,9,50,0,51,80012,917513,True,1,11616,145,9,0,19,5,2257767,110007,True,0,14
45,"As the Worm Turns","To replace a cache of worm-eaten canes and staves, Stillglade Fane is petitioning adventurers with training in carpentry to craft new arms, offering a sizable sum of gil for each complete delivery.",9,5,2,20,0,0,51,False,9,50,0,51,80012,917529,True,1,12746,239,10,0,18,5,2257767,110007,True,0,14
46,"Behind the Mask","Once every full moon, the Wood Wailers conduct a ceremony in which they create a giant pyre and set alight wooden masks to honor the spirits of those spears who fell at the Battle of Carteneau, five summers past. Black Rabbit Traders have been commissioned to provide the masks, and they now seek talented woodworkers to assist them in completing the order in time.",9,5,2,20,0,0,51,False,9,50,0,51,80012,917530,True,1,7331,444,10,0,26,5,2257767,110007,True,0,14
47,"Militia on My Mind","While the Wood Wailers have men and women stationed at almost every major outpost in the Twelveswood, they cannot be everywhere at once, so it is crucial that those people living outside the protective walls of Gridania are capable of defending themselves. Representatives from the Lancers' Guild travel the forest, offering free training programs to all interested, but require the help of carpenters to create the weapons used in the exercises.",13,5,2,20,0,0,129,False,9,50,0,56,80012,917531,True,1,18328,204,10,0,19,5,2257677,110006,True,0,14
48,"Grinding It Out","A good sharp spear can spell the difference between life and death, so all Wood Wailers are taught early on to tend to their weapons daily. While many of those stationed in the field rely on whetstones carried in their satchels, lancers given assignments in larger outposts employ grinding wheels to give the spearheads a wickedly sharp edge. The unit stationed in Quarrymill has issued a request for the construction and delivery of these wheels, and are offering a sizable sum of gil in return.",13,5,2,20,0,0,129,False,9,50,0,56,80012,917517,True,1,13250,244,11,0,18,5,2257677,110006,True,0,14
49,"Polearms Aplenty","Recent raids perpetrated by the Ixal have shown Quarrymill's fortifications to be insufficient for keeping the beast tribe at bay. To bolster the hamlet's defenses, the Wood Wailers have ordered that the main gates be reinforced with sharp-tipped spears, and will handsomely reward any able Disciples of the Hand willing to lend their talents in crafting the supplies needed.",13,5,2,20,0,0,129,False,9,50,0,56,80012,917518,True,1,5073,209,11,0,26,5,2257677,110006,True,0,14
50,"Wall Not Found","The forest has become as a beach, for the Ixal roll in as regular as the tides. This gap in our perimeter wall is therefore a just cause for alarm and recrimination, even if there happens to be a fine new walnut bench under the kissing tree. Replacement wood must be found, and quickly.",13,5,2,20,0,0,129,False,9,50,0,56,80012,917519,True,1,18524,246,11,0,18,5,2257677,110006,True,0,14
51,"Daddy's Little Girl","A wealthy patron's daughter has recently completed her basic training, prompting her family to celebrate by rewarding the young woman's entire graduating class with personally inscribed shields. Black Rabbit Traders seek carpenters to create shields decorated with a white serpent and deliver them immediately to Maisenta Hawke in New Gridania. The inscription work will be handled by a third party.",9,5,2,25,0,0,51,False,9,50,0,51,80012,917673,True,1,19770,263,12,0,18,5,2257767,110007,True,0,14
52,"Tools for the Tools","After a long night of drinking at the local alehouse, a pair of young Wood Wailers stationed in Quarrymill stumbled into a barn and proceeded to have mock sword fights with the tools found inside, damaging several in the process. The culprits have been properly punished, but now comes the question of replacing the broken items. The Lancers' Guild is offering to pay carpenters (with gil taken from the recruits' salaries) for the crafting of several new forks which, in addition to maiming beasts, can also be used in cultivating fields.",13,5,2,25,0,0,129,False,9,50,0,56,80012,917674,True,1,31420,316,12,0,19,5,2257677,110019,True,0,14
53,"Armoires of the Rich and Famous","Furnishings made of high-quality walnut have grown quite popular amongst the rich merchants refurbishing their post-Calamity residences─so popular, in fact, that the Carpenters' Guild cannot keep up with the demand. Black Rabbit Traders believe this is the perfect opportunity for them to strengthen their foothold in the sultanate, and seek independent carpenters to help them create a sufficient quantity of walnut lumber to do so.",9,5,2,25,0,0,51,False,9,50,0,51,80012,917675,True,1,11115,465,12,0,26,5,2257767,110007,True,0,14
54,"Storm of Swords","For many Ixal, the weapon of choice is the sword. This means that training the Gridanian smallfolk on how to best defend against the flurry of a short blade is crucial to ensuring their survival should they become the victims of a surprise attack. The wooden swords used in these rigorous exercises are damaged easily, and therefore a constant supply is required to make sure that not a day of training is missed. Quick-working carpenters are sought to replenish depleted Wood Wailer supplies.",13,5,2,25,0,0,129,False,9,50,0,56,80012,917676,True,1,22066,245,13,0,18,5,2257677,110019,True,0,14
55,"Toys of Summer","A “cicada” is what some in the hamlets call a Wood Wailers' lance, for it is years in the crafting yet months in the wielding; daily a lance shatters in battle, filling the woods with its fleeting song. For every lance that breaks, a new one must be fashioned─for Gridania, and the elementals!",13,5,2,25,0,0,129,False,9,50,0,56,80012,917677,True,1,29450,323,13,0,18,5,2257677,110019,True,0,14
56,"Heal Away","As important as it is for the residents of hamlets such as Quarrymill and Hyrstmill to be trained in the arts of war should they be attacked by the Ixal, it is just as important that they have basic knowledge in the art of healing. Every moon, the Wood Wailers travel to these remote villages to conduct simple lessons on spellcasting so that the people can better prepare themselves for danger. The staves and canes used in these lessons are given to the village folk afterwards, meaning that the guild is in constant need for newly crafted conjurer's arms.",13,5,2,25,0,0,129,False,9,50,0,56,80012,917678,True,1,8505,248,13,0,26,5,2257677,110019,True,0,14
57,"Knock on Wood","Master Gegeruju's moods grow dangerously erratic with the coming of the foehn winds. A distraction is urgently needed, and the master's fondness for fine hardwood swords will serve. We seek a discreet and skilled artisan to produce an addition to his collection.",113,5,2,30,0,0,206,False,9,50,0,32,80012,917679,True,1,49000,314,14,0,19,5,3999030,110031,True,0,14
58,"An Expected Tourney","Once every three moons, the Gods' Quiver holds a tourney for members to showcase their abilities, the champion receiving a flawless ash cavalry bow and bragging rights for a full season. The guild has placed an order for the coming tourney's bow with Black Rabbit Traders; however, the archers will not accept anything that is less than the highest of quality. Only carpenters with the confidence and skill to produce such a weapon need come forth to accept this challenge.",9,5,2,30,0,0,51,False,9,50,0,51,80012,917680,True,1,30282,326,14,0,18,5,2257767,110007,True,0,14
59,"Ceremonial Spears","House Fortemps, one of Ishgard's most prestigious families, has placed an order with Black Rabbit Traders for a sizable quantity of lances to be used in a knighting ceremony. As the order is quite large, and the schedule extremely tight, the consortium is seeking carpenters known for their speed and productivity to assist in the synthesis of the weapons.",9,5,2,30,0,0,51,False,9,50,0,51,80012,917681,True,1,17670,369,14,0,26,5,2257767,110007,True,0,14
60,"The Lone Bowman","Master Gegeruju wishes to commune with nature, and how better to do so than to shoot it from a great distance? A longbow he must have, for he means to hunt the noble buffalo. He shall not be disappointed, oh no. I shall arrange for concealed archers to bag the game in his stead.",113,5,1,30,0,0,206,False,9,50,0,32,80011,917682,True,1,39900,357,15,0,18,5,3999030,110031,True,0,14
61,"Live Freelance or Die","In his ceaseless quest to secure Costa del Sol against all enemies, Master Gegeruju has enlisted the services of so-called “free-lances,” seasoned mercenaries and adepts of the long spear. We seek bold Disciples of the Hand to furnish these men and women with the finest spears money can buy.",113,5,1,30,0,0,206,False,9,50,0,32,80011,917683,True,1,39900,494,15,0,18,5,3999030,110031,True,0,14
62,"The Long Lance of the Law","Master Gegeruju has just declared the first Lominsan Armada Appreciation Month, and a large shipment of long lances is needed as a gift for the Maelstrom. The master calls it a grand gesture for a Grand Company. Pure politics? You might very well think that, I couldn't possibly comment.",113,5,1,30,0,0,206,False,9,50,0,32,80011,917684,True,1,13887,424,15,0,26,5,3999030,110031,True,0,14
63,"Stay on Target","House Durendaire did not become known for the most powerful dragoons in Ishgard by blindly following old ways. Unlike many high houses of that mistrustful theocracy, it seeks new knowledge─such as whether a Lominsan harpoon can be adapted against an airborne beast.",122,5,2,35,0,0,385,False,9,50,0,63,80012,917685,True,1,61552,368,16,0,19,5,3643002,110062,True,0,14
64,"A Tree Grew in Gridania","The shantyman of Waterbury has finally coughed up the trumpet oak, aged and fit to use for conjurers' arms, he says. After three and thirty years, it had better be aged. We seek an artisan to transform this noble wood into arms─in far less time than three and thirty years, if you please.",9,5,2,35,0,0,51,False,9,50,0,51,80012,917686,True,1,42114,494,16,0,18,5,2257767,110007,True,0,14
65,"Flintstone Fight","The Coliseum's new artistic director grows ever more outlandish. This month it's─let me see─“A macuahuitl melee, where modern flesh meets the stone blades of the ancients.” As though there aren't enough chips and flakes in that city. Speaking of which, I trust you can deliver the arms?",9,5,2,35,0,0,51,False,9,50,0,51,80012,917687,True,1,19600,488,16,0,26,5,2257767,110007,True,0,14
66,"Grippy When Wet","House Durendaire seeks bows of mythril, and as usual, the least delayed, the soonest paid. I do believe the high lords are resigned to eternal winter. Constant cold means constant wet─and constant vigilance for bows of wood and sinew. What a mythril bow loses in speed, it gains in hardiness.",122,5,2,35,0,0,385,False,9,50,0,63,80012,917688,True,1,41034,472,17,0,18,5,3643002,110062,True,0,14
67,"The Cold, Cold Ground","The Calamity has placed a chill in the ground, and those who spend their days on their feet are much affected. The days of leather and cloth are gone for workers in the cellar and keepers of well-shaded stores. From now on, we must all make our way on stout soles of wood.",122,5,2,35,0,0,385,False,9,50,0,63,80012,917689,True,1,44238,397,17,0,18,5,3643002,110062,True,0,14
68,"Bend It Like Durendaire","House Durendaire continues to flout the unspoken rule against trading openly with outlanders. As the greatest of Ishgard's High Houses, it thinks to make its own rules─but if it cannot bend these bows to halt the dragons, it will not matter whose rules it breaks.",122,5,2,35,0,0,385,False,9,50,0,63,80012,917690,True,1,18170,419,17,0,26,5,3643002,110062,True,0,14
69,"The Arsenal of Theocracy","The Holy See has confirmed with icy composure that the Stone Vigil, one of Ishgard's strongholds against the dragons, has fallen. Rebuilding the arms supply is the first priority as the forces of Ishgard regroup from a loss that may have far-reaching consequences. ",123,5,2,40,0,0,402,False,9,50,0,63,80012,917691,True,1,84802,521,18,0,19,5,3643494,110063,True,0,14
70,"Greenstone for Greenhorns","As you know─or ought to at your age, if those raven's feet are any indication─conjurers newly hatched from Stillglade Fane are sent forth into the world bearing a staff set with a piece of jade as green as the woods of the Shroud. Better your staff than another's, wouldn't you agree?",9,5,2,40,0,0,51,False,9,50,0,51,80012,917692,True,1,56534,613,18,0,18,5,2257767,110007,True,0,14
71,"Spin It Like You Mean It","Black Rabbit Traders seek well-crafted spinning wheels to sell in Coerthas. Much fine wool is produced there, and in every pasture and village green, folk are to be seen with their drop spindles. Charming, but higher output is surely far more attractive in the long run.",9,5,2,40,0,0,51,False,9,50,0,51,80012,917693,True,1,32049,678,18,0,26,5,2257767,110007,True,0,14
72,"A Winning Combo","Four great houses has Ishgard: the rose and the unicorn, the tower and the bell. As their strengths combined keep enemies at bay, so must a bow be crafted of four materials─wood and leather, sinew and horn─if it is to keep the faith with every arrow that leaves its string.",123,5,2,40,0,0,402,False,9,50,0,63,80012,917694,True,1,53414,506,19,0,18,5,3643494,110063,True,0,14
73,"The Turning Point","Not content with conventional weapons, the dragoons of House Durendaire have begun construction of a ballista for their next confrontation with the dragons. They require grinding wheels for the shaping and polishing of metal parts. ",123,5,2,40,0,0,402,False,9,50,0,63,80012,917695,True,1,55774,548,19,0,18,5,3643494,110063,True,0,14
74,"Ready for a Rematch","House Durendaire, the greatest of Ishgard's High Houses, takes the fall of the Stone Vigil as a personal affront. While others <Emphasis>rebuild</Emphasis> their armory, Durendaire <Emphasis>rethinks</Emphasis>─the constitution, the reach, even the purpose. These spears are destined for blood and glory once they leave your keeping.",123,5,2,40,0,0,402,False,9,50,0,63,80012,917696,True,1,25917,728,19,0,26,5,3643494,110063,True,0,14
75,"Trident and Error","The past is ever with us, and studying it is one of the sacred charges laid on the Sons of Saint Coinach. We have uncovered a number of Allagan cylinder seals depicting remarkable rites, one of which is to be recreated. A trident in the style of the Second Dynasty of the Great Allagan Empire is sought.",124,5,2,45,0,0,416,False,9,50,0,67,80012,917697,True,1,103656,704,20,0,19,5,4258823,110064,True,0,14
76,"Clogs of War","Ah, an order from the local mummers. Seems they require a pair of clogs for a new tragedy in three acts. They ask for comfort─seems the last pair quite lamed their leading lady─and “a sound most pleasant, rather more a klik-klak than click-clack.” Well, I shall leave you to it.",9,5,2,45,0,0,51,False,9,50,0,51,80012,917698,True,1,71040,467,20,0,18,5,2257767,110007,True,0,14
77,"You Do the Heavy Lifting","Adventurers, so full of new ideas and ready coin! A band of them proposes to build a portable bar for their travels. “Mahogany?” I queried, and “mahogany!” they affirmed─we'll need a goodly supply. Such innocents, they know not what the bar will weigh. In a few months, I shall buy it for a song.",9,5,2,45,0,0,51,False,9,50,0,51,80012,917699,True,1,26543,468,20,0,26,5,2257767,110007,True,0,14
78,"Bow Down to Magic","The miasma from corrupted crystals makes wet of dry and dry of wet. Very curious, very curious indeed. Fine self bows of yew grow sluggish, yet a composite that should have slackened in the lake mist does not. We must free our minds of notions preconceived, if we are to plumb the Allagans' depth.",124,5,3,45,0,0,416,False,9,50,0,67,80013,917700,True,1,72932,954,21,0,18,5,4258823,110064,True,0,14
79,"Bowing to Greater Power","An ancient ritual performed at a dig near Silvertear Falls has drawn ghasts of great ferity. Happily, whilst the creatures were occupied with mauling the senior naturalist, other expedition members were able to establish that a bow of greater power is needed to pierce the ghasts' crystallized hide.",124,5,3,45,0,0,416,False,9,50,0,67,80013,917701,True,1,67146,426,21,0,18,5,4258823,110064,True,0,14
