key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
8,"mammet #003U",0,"mammets #003U",0,0,1,0,1,"Summon your mammet #003U minion─a fully operational clockwork puppet built for the Immortal Flames.","Designed to be a standard-bearer in Immortal Flames company parades, these hand-crafted automatons were soon decommissioned due to the fact that their small stature ensured that no one could see the flags they carried.","Feelings! Maybe she just
doesn't feel like part of
the team!?
  - Wedge",422,100,30,0,0,0,1,0,8,2,False,False,False,False,0,False,True,200,10,100,100,4508
9,"storm hatchling",0,"storm hatchlings",0,0,1,0,0,"Summon your storm hatchling minion. Not more than a fortnight out of the shell, but his blood already runs Maelstrom red. Till sea swallows all!","Raised by a storm private from an egg found abandoned in the company stables he was charged with cleaning, this adorable fledgling is a symbol of new beginnings for the mighty Maelstrom.","Chocobo dander can
be a mite ripe.
  - Chocobokeep",424,100,30,0,30,0,2,0,8,3,True,True,False,True,0,False,True,1,10,100,100,4509
10,"serpent hatchling",0,"serpent hatchlings",0,0,1,0,0,"Summon your serpent hatchling minion. Not more than a fortnight out of the shell, but his blood already runs Twin Adder yellow.","Raised by a serpent private from an egg found abandoned in the company stables he was charged with cleaning, this adorable fledgling is a symbol of new beginnings for the Order of the Twin Adder.","Chocobo dander can
be a mite ripe.
  - Chocobokeep",425,100,30,0,30,0,2,0,8,3,True,True,False,True,0,False,True,1,10,100,100,4510
11,"flame hatchling",0,"flame hatchlings",0,0,1,0,0,"Summon your flame hatchling minion. Not more than a fortnight out of the shell, but his blood already runs Immortal Flames black.","Raised by a flame private from an egg found abandoned in the company stables he was charged with cleaning, this adorable fledgling is a symbol of new beginnings for the Immortal Flames.","Chocobo dander can
be a mite ripe.
  - Chocobokeep",426,100,30,0,30,0,2,0,8,3,True,True,False,True,0,False,True,1,10,100,100,4511
12,"morbol seedling",0,"morbol seedlings",0,0,1,0,0,"Summon your morbol seedling minion...if you think you can stand his breath.","It is in fashion amongst wealthy Ul'dahn merchants and nobles to bring morbol seedlings to banquets, so that the upper crust might inhale the seedkin's “boot-like” bad breath to induce vomiting, allowing them to engorge themselves for the
duration of the gatherings.","Did a morbol just empty
its innards? I feel ill...
  - Imperial Soldier",429,100,30,0,0,0,2,0,8,6,True,True,False,False,0,False,True,6,10,100,100,4512
13,"tiny rat",0,"tiny rats",0,0,1,0,0,"Summon your tiny rat minion. He may infest your granaries, and he may carry the plague, but he's <Emphasis>simply too adorable</Emphasis> to condemn to the life-ending jaws of a metal trap.","It was only recently that an enterprising merchant from the Emerald Exchange in Ul'dah was tossed into the sultanate's oubliettes for fluffing the tails of rats caught on Pearl Avenue and selling prettied pests to tourists as “tiny squirrels.”","Pray waste no time
chasing rats.
  - Nanamo Ul Namo",431,100,30,0,0,0,2,0,8,7,True,False,False,True,0,False,True,7,10,100,100,4513
14,"baby bun",0,"baby buns",0,0,1,0,0,"Summon your baby bun minion. Tastes great on salads and in stews.","For those wondering on the ill effects of inhaling spores released by common funguars, according to the <Emphasis>Encyclopedia Eorzea</Emphasis> (third edition), funguar spores “befoul the body's humours and claim control of an individual's very soul,
rendering them a mindless
thrall.”","You mushroom-headed,
spindly-legged, spore-
spewing abominations!
  - Gabineaux",432,100,30,0,0,0,2,0,8,8,True,False,True,False,0,False,True,8,10,100,100,4514
15,"chigoe larva",0,"chigoe larvae",0,0,1,0,0,"Summon your chigoe larva minion. This tiny vilekin takes the blood pact with his master <Emphasis>very</Emphasis> seriously.","Chirurgeons of the fallen city of Gelmorra once used chigoes to leech the dark humours of the infirm until it was realized the patients were contracting additional maladies as a result of the treatment.","What am I going to do
with a pile of dead vilekin?
  - Waltheof",433,100,30,0,0,0,2,0,8,9,True,True,True,False,0,False,True,9,10,100,100,4515
16,"bluebird",0,"bluebirds",0,0,1,0,0,"Summon your bluebird minion. Known to retroactively bring good fortune to those who have already experienced good fortune.","Fortunate to hatch before being eaten by lizards. Unfortunate to fall from its nest before learning to fly. Fortunate to land in an empty treasure coffer. Unfortunate to still be in said coffer as it is filled with booty and locked up again.
Fortunate to be
plundered...by you.","The disbelieving cries
of our foe will be as
the sweetest birdsong.
  - Yadovv Gah",434,80,30,0,0,0,2,2,8,10,True,True,False,True,0,False,True,10,30,100,100,4516
17,"wide-eyed fawn",0,"wide-eyed fawns",0,0,1,0,0,"Summon your wide-eyed fawn minion. His mother was either lost in a terrible hunting accident...or perhaps is just lost.","An easy target for Eorzea's carnivorous fauna, antelopes must use every advantage they have to remain free from death's dripping jaws. One of those is the remarkable ability to run mere minutes from birth. Unfortunately, that
trait did not save this
specimen from capture.","When making an offering
of antelope innards, it is
proper they are still warm.
  - Common Knowledge",435,100,30,0,0,30,2,0,8,11,True,False,False,True,0,False,True,11,10,100,100,4517
18,"infant imp",0,"infant imps",0,1,1,0,0,"Summon your infant imp minion. Hopes that one day, he will rule the seven hells. But for now, your backside will do.","Scholars believe there are three ways in which voidsent can make the journey from their realm to ours─tearing a hole in the aether on their side, having a hole torn for them on our side, or stumbling into a randomly occurring
hole, the latter being the
most common for imps.","This bastard's got
some nasty spells!
  - Stalwart Swordsman",436,100,30,0,0,0,2,0,8,12,True,False,False,True,0,False,True,29,10,100,100,4518
19,"coeurl kitten",0,"coeurl kittens",0,0,1,0,0,"Summon your coeurl kitten minion. It will still be several summers before his trademark whiskers grow out.","Coeurls are extremely proud and defiant creatures, even when young. Faced with insurmountable odds, a coeurl will rarely shy away from a fight, choosing rather to perish in combat than run. This characteristic keeps coeurl numbers low,
but ensures the strength
of those who survive.","Coeurl got your tongue?
  - Wilred",437,85,10,10,0,0,2,0,8,13,True,True,False,True,35,True,True,13,10,100,150,4552
20,"black coeurl",0,"black coeurls",0,0,1,0,0,"Summon your black coeurl minion. Beware, for if one should cross your path, you will experience seven years of...AWWWWWW.","To the untrained eye, this coeurl appears to be of an entirely new species, when in fact the only thing separating him from his mottled brethren is that his spots are so large, they overlap with one another, rendering him completely
black.","Look what the
coeurl dragged in.
  - Momodi",438,75,10,10,0,0,2,0,8,13,True,True,False,True,35,True,True,13,10,100,100,4614
21,"wind-up gentleman",0,"wind-up gentlemen",0,0,1,0,0,"Summon your wind-up gentleman minion. If “clockwork Hildibrand” doesn't quite roll off the tongue, both “minion of enquiry” and “mammet extraordinaire” are acceptable alternatives.","Though he has once more taken to the heavens in a selfless act of sacrifice, Inspector Hildibrand lives on in the hearts of all whose lives he touched with his inimitable brand of gallantry, perception, and panache. Wind him up and
let him follow you as
only a Manderville can.","I have peeled away the
foul scab of uncertainty
to reveal the truth within!
  - Hildibrand",882,100,10,0,0,0,1,0,8,0,False,False,False,False,0,False,True,268,20,100,100,4615
22,"gravel golem",0,"gravel golems",0,0,1,0,0,"Summon your gravel golem minion. Only you stand between it and a hard place.","Mage-controlled golems were in such wide use by the end of the Fifth Astral Era that entire battles were waged by armies comprised of nothing but the lifeless soulkin. This recreation, however, is nothing but a standard model #001
mammet outfitted with
simple gravel plating.","Gummice pollums? I fear
I'm not familiar with them.
  - Yhom Epocan",440,100,30,0,0,0,1,0,8,0,False,False,False,False,0,False,True,202,10,100,100,4519
23,"wind-up tonberry",0,"wind-up tonberries",0,0,1,0,0,"Summon your wind-up tonberry minion. Now with 100% less rancor.","While merely a clockwork toy crafted to resemble the twisted survivors of Nym, owners of similar creations claim waking to find their wind-up tonberries propped upon their chests, wooden knives pressed firmly against their throats.","I came expectin' to fight
one tonberry, not a whole
bloody mess of 'em.
  - Soft Marauder",441,100,30,0,0,0,1,0,8,0,False,False,False,False,0,True,True,203,30,100,100,4553
24,"tiny tortoise",0,"tiny tortoises",0,0,1,0,0,"Summon your tiny tortoise minion. Will not carry you to an underwater kingdom if you ride on its back.","Hatched from an egg laid in the ivory sands of La Noscea's Salt Strand, if lucky, this baby adamantoise may live to see as many as ten score summers...that is, if it does not accidentally launch itself off a cliff with its constant spinning.","What is that foul stench!?
It's like the inside of an
adamantoise's arse!
  -  Wood Wailer Sentry",442,100,30,0,0,0,2,0,8,18,True,False,False,True,0,False,True,18,10,100,100,4520
25,"baby raptor",0,"baby raptors",0,0,1,0,0,"Summon your baby raptor minion. Luckily for you, his teeth haven't all grown in...yet.","Taking a hint from goblin merchants who raise raptors to serve as beasts of burden, a shopkeep from the village of Boughbury has begun hatching raptor eggs of his own (stolen from nearby nests). One can only hope the mother raptors
are not as clever as the
shopkeep thinks <Emphasis>he</Emphasis> is.","By the gods...
This raptor is sublime!
  - Nonopesa",443,100,30,0,0,0,2,0,8,19,True,False,False,True,0,False,True,11,10,100,100,4521
26,"baby bat",0,"baby bats",0,0,1,0,0,"Summon your baby bat minion. Has yet to acquire a taste for blood.","Nonoroon, resident junkmonger at Memeroon's Trading Post, came up with the idea for capturing and selling baby bats one day while raiding caves for bat eggs...of which he could not find any.","Even ate a wing off one
afore I made up my mind
to climb down the wall.
  - Ahldfoet",444,100,30,0,0,0,2,0,8,20,True,False,False,False,0,False,True,20,10,100,100,4522
27,"tiny bulb",0,"tiny bulbs",0,0,1,0,0,"Summon your tiny bulb minion. Some questions, such as why this bulb can walk, are best left unanswered.","To answer the question, “why can this bulb walk,” one must trace the seedkin's evolution back thousands of generations. Since this guide lacks the space to do so, let us simply say it has something to do with seeking sunlight under the eternal
darkness of the Black
Shroud's thick canopy.","Each sapling is another
glimpse into the wonder
of the world around us.
  - Fufucha",445,100,30,0,0,0,2,0,8,21,True,False,False,False,0,False,True,21,10,100,100,4523
28,"dust bunny",0,"dust bunnies",0,0,1,0,0,"Summon your dust bunny minion. Despite the striking similarities, spriggans are not related to rabbits. But they have been known to eat them.","It is not fully known why spriggans hoard precious rocks and minerals, though scholars would have us believe that it is the rocks and minerals which are hoarding the spriggans, hence the creatures' scientific classification as
soulkin.","Between the four of us,
surely we can outsmart
a few rogue spriggans.
  - Augustiniel",446,100,10,0,0,30,2,0,8,22,True,False,True,False,0,False,True,22,10,100,100,4524
29,"wind-up dullahan",0,"wind-up dullahans",0,0,1,0,0,"Summon your wind-up dullahan minion. Warning: may contain sharp parts.","Voidsent dullahan are, in fact, shapeless entities who must first inhabit an inanimate host (such as a suit of armor) before gaining the ability to exert force upon the physical plane in which we reside. Luckily, the only things inhabiting this
wind-up contraption are
manifold gears and rods. ","Pray retrieve the gift ere
it is crushed beneath the
iron feet of the dullahans!
  - G'raha Tia",447,100,30,0,0,0,1,0,8,0,False,False,False,False,0,False,True,204,10,100,100,4525
30,"gigantpole",0,"gigantpoles",0,0,1,0,0,"Summon your gigantpole minion. Yes, it can survive for hours on end without any water, and yes, it can fly. Your argument is invalid.","Over countless generations, the gigantoads of Thanalan have adapted to the arid climes by taking on traits not seen in their cousins to the north, such as thick membranes to keep their skin hydrated out of water, and a set of extra fins
which act as wings to
propel them over land.","These toads are huge,
which means they have
huge guts.
  - Hamon",448,100,30,0,0,0,2,0,8,24,True,False,False,False,0,False,True,24,10,100,100,4526
31,"pudgy puk",0,"pudgy puks",0,0,1,0,0,"Summon your pudgy puk minion. Don't ask what it has eaten to grow so plump.","Fattened from birth to be a succulent snack for the sadistic Steropes, this fledgling puk's excess baggage ensures that even if he attempts to flee, he will not be getting that far.","Ul'dah ain't more'n a
sand-crusted pile o' puk
dung bakin' in th' desert.
  - Baderon Tenfingers",449,100,30,0,0,0,2,0,8,25,True,False,False,True,0,False,True,25,10,100,100,4527
32,"buffalo calf",0,"buffalo calves",0,0,1,0,0,"Summon your buffalo calf minion. Milk-fed until tender and juicy. Not that anyone would <Emphasis>ever</Emphasis> think of eating him.","When the Scions of the Seventh Dawn began clearing out the Waking Sands in preparation for the move to Revenant's Toll, this wide-eyed calf was discovered hiding in a disused linen closet. Though an inquiry was made by the Antecedent
herself, it is still not known
who was keeping the beast.","I made the grievous error
of visiting a great buffalo
with a handsaw.
  - Godbert",450,100,30,0,0,0,2,0,8,26,True,True,False,True,0,False,True,26,10,100,100,4528
33,"cactuar cutting",0,"cactuar cuttings",0,0,1,0,0,"Summon your cactuar cutting minion. Take care not to suffer 1,000 points of damage...to your heart.","Hab, loneliest zombie in the realm, is certain that this cactuar cutting was taken from his trusty companion Sabotendrick. Or if not, then most positively Sabotendred. What he does not know, is that it is, in fact, from the oft forgotten
Sabotendale.","The interior of its arm
holds a surprising amount
of fresh, drinkable water.
  - Common Knowledge",451,100,20,0,0,20,2,0,3,27,True,True,False,False,0,False,True,27,10,100,100,4529
34,"smallshell",0,"smallshells",0,0,1,0,0,"Summon your smallshell minion. The mere sight of this wee wavekin may cause severe psychological trauma to those who spent years of their lives on faraway shores culling his relatives.","As is implied by its name, the smallshell's shell is small. What is not widely known is that unlike normal crabs whose shells grow thicker and, hence, larger as the crabs age, smallshell carapaces actually reduce in size due to erosion over the
wavekin's lifespan, until
nothing is left but legs.","Got naught but a sea
lion's share of crab offal
'twixt them ears, I reckon.
  - Ighii Moui",452,100,30,0,0,0,2,0,8,28,True,True,False,False,0,False,True,28,10,100,100,4530
35,"wolf pup",0,"wolf pups",0,0,1,0,0,"Summon your wolf pup minion. Idolizes one Gaius van Baelsar for obvious reasons.","Bred to serve as a war wolf in the Imperial Garlean Army, this pup was rescued before any permanent damage could be done to its playful spirit. He will follow you to the end of the world and back...as
long as you toss him an
occasional biscuit. ","I've got no words to mince
with whelps...unless you're
here to become a wolf.
  - Curious Gorge",453,100,10,10,0,0,2,0,8,29,True,True,True,True,19,True,True,12,10,100,100,4550
36,"beady eye",0,"beady eyes",0,0,1,0,0,"Summon your beady eye minion. That feeling you get sometimes that you are being watched? More often than not it is him.","One of the most outlandish theories recently posed by scholars of the void is that ahrimans do not reproduce by typical sexual means, but rather by shedding tears which eventually grow into new creatures.","Black scorpion to sharpen
one's wit; ahriman
membrane for the mind.
  - Severian",454,100,30,0,0,0,2,0,8,30,True,False,True,True,0,False,True,30,10,100,100,4531
37,"fledgling dodo",0,"fledgling dodos",0,0,1,0,0,"Summon your fledgling dodo minion. Properly trained not to eructate, regurgitate, expectorate, or flatulate.","Dodos mature extremely fast, going from fledgling to full-grown fryer in but a few short moons. This, coupled with the fact an adult female can lay up to seven eggs a sennight, makes this particular cloudkin the perfect option for
feeding the hungry masses.
","Lightning Drools over the
Bismarck's Delightful
Grilled Dodo!
  - The Harbor Herald",455,100,30,0,0,30,2,0,8,31,True,False,False,True,0,False,True,31,10,100,100,4532
38,"coblyn larva",0,"coblyn larvae",0,0,1,0,0,"Summon your coblyn larva minion. Too dangerous to allow to grow any larger...too adorable to condemn to the furnace.","Coblyns will lay their eggs near ore deposits so that when the larvae emerge, they will have a ready supply of nourishment to form their protective outer carapaces. This is a slow process which involves dousing the ore in digestive
fluid, waiting for it to clarify,
then ingesting the ooze.","The lads go through gear
faster'n a coblyn chewin'
on a chunk of mythril.
  - Wawarukka",456,100,30,0,0,0,2,0,8,32,True,False,False,False,0,False,True,32,10,100,100,4533
39,"wind-up aldgoat",0,"wind-up aldgoats",0,0,1,0,0,"Summon your wind-up aldgoat. No aldgoats were harmed in the making of this automaton.","While in Ishgardian folklore the aldgoat is used to represent greed and gluttony, the Dunesfolk believe the insatiable creatures are a symbol of wealth and prosperity, and will present aldgoat fetishes to families with newborn
children.","A nice big aldgoat steak
should put some color
back in 'er cheeks.
  - Lyngsath",457,85,30,0,0,0,1,0,8,0,False,False,False,False,0,False,True,205,10,100,100,4534
40,"fledgling apkallu",0,"fledgling apkallus",0,0,1,0,0,"Summon your fledgling apkallu minion. Will follow you until you give him a fish. Will continue to follow you after being given a fish.","While the hatchlings of other flightless cloudkin have been observed covered in a dull brown coat of down when they emerge from their eggs, apkallus enter the world covered in the same vivid green plumage they will bear for their entire
lives.","Nesting hens do not spear
a failed egg thief a score
and a half times.
  - Frandelont Raimdelle",458,100,30,0,0,0,2,0,8,34,True,True,False,True,0,False,True,34,10,100,100,4535
41,"goobbue sproutling",0,"goobbue sproutlings",0,0,1,0,0,"Summon your goobbue sproutling minion. Has been known to attack kittens for no apparent reason.","To achieve their cyclopean size, goobbues must maintain a daily diet of several times their own weight. Luckily, the seedkin are not finicky eaters, and will consume almost anything that cannot outrun them. If rumors are to be
believed, this includes
Lalafells.","These goobbues are wont
to devour anything and
everything.
  - Aileen",459,100,10,0,0,0,2,0,8,35,True,False,False,False,0,False,True,35,10,100,100,4536
42,"bite-sized pudding",0,"bite-sized puddings",0,0,1,0,0,"Summon your bite-sized pudding minion. Not intended for consumption.","Unable to reproduce, puddings increase their number solely via mitosis. Because of this, it is widely believed that all Eorzea's puddings descended from a single entity─a proto-pudding, if you will. This, however, leaves us with the question:
whence did the first
pudding come?","A talking...pudding?
  - You",460,100,30,0,0,0,2,0,8,36,True,False,True,False,0,False,True,36,10,100,100,4537
43,"model vanguard",0,"model vanguards",0,0,1,0,0,"Summon your model vanguard minion. An exact 1:9 scale replica of a ceruleum-powered magitek vanguard (imperial pilot action figure not included).","Part of the Guildmaster Series, this high-quality replica is so exact in its rendition of the vanguard's build that Garlemald has banned the item's import into the empire's outlying provinces, for fear the data gleaned from it will be used by rebel
forces still active in these
lands.","I'd sooner face a vanguard
while naked as my
nameday!
  - Flame Private",461,100,30,0,0,0,1,0,8,0,False,False,False,False,0,False,True,221,10,100,50,4538
44,"demon brick",0,"demon bricks",0,0,1,0,0,"Summon your demon brick minion. We are all better off not knowing what arcane magicks animate this ordinary stone block.","For many years, modern archaeologists did not understand how a seemingly primitive civilization without clockwork or steam technology could build the massive stone structures of Amdapor. Animated bricks, such as the one that
has chosen to follow you,
may be the missing link.","Underneath this gear, I'm
built like a brick privy!
  - Chachai",462,100,10,0,0,30,2,0,8,38,True,False,True,False,0,False,True,38,10,100,100,4539
45,"mini mole",0,"mini moles",0,0,1,0,0,"Summon your mini mole minion. When not dining on a protein-rich diet of earthworms and grubs, he dreams of making mountains.","Snatched from its hill while still young by infamous naturalist Marcette Manne, this poor creature has suffered countless experiments filled with endless pokings, proddings, potations, and panaceas. Compared to that, following
an adventurer around all
day is a veritable vacation.","Hear me, you mole
bastards? I am steel!
  - Eager Red Swallow",463,100,30,0,0,0,2,0,8,39,True,False,False,True,0,False,True,39,10,100,100,4540
46,"tender lamb",0,"tender lambs",0,0,1,0,0,"Summon your tender lamb minion. Mint jelly optional.","As if predestined, your path crossed with that of the tender lamb's after she was brought to Eorzea from the dark reaches of the Far East by a hitsuji bugyo. Since then, you have been inseparable, the fluffy ball
of fleece following your
every footstep. ","But everywhere the little
lambs went, lice were sure
to go.
  - Chartain",464,100,30,0,0,0,2,0,10,40,True,True,False,True,0,False,True,70,10,100,100,4541
47,"slime puddle",0,"slime puddles",0,0,1,0,0,"Summon your slime puddle minion. Fun for the whole family.","Once stepped upon, slime can be nigh on impossible to remove from the soles of boots, making the shapeless creatures a nuisance to those who mine the mountains in which slimes reside. The <Emphasis>Encyclopedia Eorzea</Emphasis> recommends a
squeeze of sun lemon to
loosen their stony grip.","Silence the slimes, lest
you succumb to the
flames.
  - Ancient Proverb",465,100,30,0,0,0,2,0,8,41,True,False,True,False,0,False,True,41,10,100,100,4551
48,"kidragora",0,"kidragoras",0,0,1,0,0,"Summon your kidragora minion. Even in space, everyone can hear this seedkin scream.","One must take care when harvesting mandragoras, for if the roots are disturbed they will emit a high-pitched scream powerful enough to shatter glass over a malm away.","While little is known about
them, what is known
tends to be disturbing.
  - Eorzean Naturalist",466,90,20,0,30,0,2,0,8,42,True,True,False,True,0,False,True,42,10,100,100,4542
49,"wind-up goblin",0,"wind-up goblins",0,0,1,0,0,"Summon your wind-up goblin minion. Even this automaton's gobbiebag is bigger than yours.","Designed to resemble goblin hero Brayflox Alltalks, you cannot help but wonder at the symbol carved into the sole of its left foot─the mark of the dreaded <Emphasis>Illuminati</Emphasis>.","<Emphasis>Illuminati</Emphasis> brainfruit
is frontmost!
  - <Emphasis>Illuminati</Emphasis> Member",467,100,10,0,0,0,1,0,8,0,False,False,False,False,0,False,True,207,10,100,100,4543
50,"wind-up sylph",0,"wind-up sylphs",0,0,1,0,0,"Summon your wind-up sylph minion. If it could speak, it would be in the third person.","Unlike most species in which the female bears the offspring, only sylph males are capable of reproduction, and they do so via the single flower found upon their heads. After the flower is fertilized, it will eventually fall off,
giving rise to a child
known as a podling.","Helping sylphs with their
problems is a jolly fine
way to make friends.
  - Path Companion",468,100,30,0,0,0,1,0,8,0,False,False,False,False,0,False,True,208,10,100,100,4549
51,"wind-up cursor",0,"wind-up cursors",0,0,1,0,0,"Summon your wind-up cursor minion. Modeled after the ivory glove of Oschon, the Wanderer, does this clockwork hand follow you...or guide you?","If we are to believe the slurred ravings of a self-proclaimed goblin theologian deep in his cups, this seemingly inconspicuous white glove is actually the “Hand of Fate” by which all of us are controlled from a dimension beyond the
aether.","I trust ye had enough
fingers to help ye through
the tallyin'.
  - Yulgi Honalgi",469,100,20,0,0,0,1,0,8,0,False,False,False,False,0,False,True,220,10,100,100,4544
52,"wind-up airship",0,"wind-up airships",0,0,1,0,0,"Summon your wind-up airship minion. A fully operational model of the legendary vessel, the <Emphasis>Invincible</Emphasis>.","Despite it being the first, and most ambitious undertaking by Highwind Skyways founder Tatanora, the <Emphasis>Invincible</Emphasis> actually never took flight─its ten-year construction period plagued by accidents, material shortages, sabotage, and
outright incompetence.","Up in the sky, look! It's a
bird─ No, it's an airship─
No! It's the inspector!
  - Nashu Mhakaracca",470,100,30,0,0,0,1,0,8,0,False,False,False,False,0,False,True,222,10,100,100,4545
53,"wind-up Qiqirn",0,"wind-up Qiqirns",0,0,1,0,0,"Summon your wind-up Qiqirn minion. As adorable as the real thing, without the ratty odor.","Once upon a time, there was not a man, woman, or child in all of Limsa Lominsa who did not know the name Zazaroon, mummer extraordinaire. However, a taste for spiced rum, a failed marriage, and several run-ins with the Barracudas
saw the Qiqirn fall from
the limelight into oblivion.","The Qiqirn are a nuisance
at the best of times.
  - Roseline",471,90,30,0,0,0,1,0,8,0,False,False,False,False,0,False,True,205,10,100,100,4546
54,"black chocobo chick",0,"black chocobo chicks",0,0,1,1,0,"Summon your black chocobo chick minion. Rumors about her being able to fly are completely unfounded...or <Emphasis>are</Emphasis> they?","This poor chocobo chick was as yellow as an ear of millioncorn before one day being doused in black ink by a random passerby bedecked in silver accessories. Try as the chokobokeeps might, none were able to remove the taint, and thus
the realm's first black
chocobo was born.","There is no finer feel
than that of a chocobo
between your legs.
  - L'dhakya",505,100,30,0,30,0,2,0,8,3,True,True,False,True,0,False,True,1,10,100,100,4548
55,"wind-up Dalamud",0,"wind-up Dalamuds",0,0,1,0,0,"Summon your wind-up Dalamud minion. Do not attempt to pry open under any circumstances.","After Dalamud's fall, a wealthy Ul'dahn noble commissioned a famous troupe of musicians to write a dirge for the heroes of Carteneau and play it across Eorzea so that the deeds of the fallen would not be forgotten. This wind-up
model of the red moon has
naught to do with the dirge.","The lifeblood spilled in
Dalamud's name shall be
blessed upon His return.
  - Foxe",472,100,30,0,0,0,1,0,8,0,False,False,False,False,0,False,True,250,20,100,100,4547
56,"minute mindflayer",0,"minute mindflayers",0,0,1,0,0,"Summon your minute mindflayer minion. Delights folk with its cuteness even as it fills them with an inexplicable sense of dread.","Similar to voidsent dullahan, mindflayers also lack a corporeal form and must possess a host to be able to exert force on our realm. Whereas the dullahan, however, are limited to the possession of inorganic objects such as steel,
mindflayers tend to prefer
the dead as their vessels. ","It has a grisly penchant
for sucking out the brains
of men.
  - Frandelont Raimdelle",578,100,30,0,0,0,2,0,8,49,True,False,False,True,0,False,True,49,10,100,100,4561
57,"tight-beaked parrot",0,"tight-beaked parrots",0,0,1,0,0,"Summon your tight-beaked parrot minion. For best results, summon while wearing an eyepatch.","After witnessing the horrors experienced by his former master, Captain Madison, this once-outspoken oppo has gone silent, opening its beak only when offered a handful of sardines.","Parley! Parley!
Parley! Squaaawk!
  - Loose-beaked Parrot",579,55,30,0,0,0,2,2,8,50,True,True,False,True,0,False,True,50,10,100,100,4562
