key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
22,2,2,0,0,True,False,90,50,50,4,1,False,1,1,1,1,"the Lost City of Amdapor",1120,18,493,55,110,True,4574827,True,3,363,112042,0,0,2564,5400,5406,20,False,0,0,50,20,15,7,13,0,0,0,0,0,0,0,0,0,3000,0,-1,0
23,2,2,0,0,True,False,90,50,50,4,1,False,1,1,1,1,"Hullbreaker Isle",216,18,565,70,110,True,4685110,True,3,361,112058,0,0,0,6000,6005,23,False,0,0,60,25,20,10,15,0,0,0,0,0,0,0,0,0,0,0,-1,0
24,2,2,0,0,True,False,90,50,50,4,1,False,1,1,1,1,"the Tam–Tara Deepcroft (Hard)",217,18,571,70,110,True,4660222,True,3,373,112059,0,0,0,6400,6414,24,False,0,0,60,25,20,10,15,0,0,0,0,0,0,0,0,0,0,0,-1,0
25,2,2,0,0,True,False,90,50,50,4,1,False,1,1,1,1,"the Stone Vigil (Hard)",17,18,568,70,110,True,4616677,True,3,365,112060,0,0,0,6100,6106,25,False,0,0,60,25,20,10,15,0,0,0,0,0,0,0,0,0,0,15,-1,0
26,2,2,0,0,True,False,90,50,50,4,1,False,1,1,1,1,"the Sunken Temple of Qarn (Hard)",234,18,650,80,0,True,4877226,True,3,367,112068,0,0,0,6500,6507,28,False,0,0,70,35,30,15,20,0,0,0,0,0,0,0,0,0,0,0,-1,0
27,2,2,0,0,True,False,90,50,50,4,1,False,1,1,1,1,"Snowcloak",233,18,647,80,0,True,4725496,True,3,371,112066,0,0,0,6800,6804,26,False,0,0,70,35,30,15,20,0,0,0,0,0,0,0,0,0,0,0,-1,0
28,2,2,0,0,True,False,90,50,50,4,1,False,1,1,1,1,"Sastasha (Hard)",235,18,653,80,0,True,4878743,True,3,387,112067,0,0,0,6600,6617,27,False,0,0,70,35,30,15,20,0,0,0,0,0,0,0,0,0,0,7,-1,0
29,2,5,0,0,True,False,90,50,50,4,1,False,1,1,1,1,"Amdapor Keep (Hard)",246,18,738,90,0,True,5018469,True,3,189,112077,0,0,0,7300,7309,31,False,0,0,0,50,40,20,30,0,0,0,0,0,0,0,0,0,0,10,-1,0
30,2,5,0,0,True,False,90,50,50,4,1,False,1,1,1,1,"the Wanderer's Palace (Hard)",245,18,742,90,0,True,4898011,True,3,188,112078,0,0,0,6700,6719,30,False,0,0,0,50,40,20,30,0,0,0,0,0,0,0,0,0,0,3,-1,0
31,0,0,0,0,False,False,0,0,0,0,0,False,0,0,0,0,"",0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,5,0,0,True,False,90,50,50,4,1,False,1,1,1,1,"the Keeper of the Lake",243,18,736,90,0,True,5073636,True,3,150,112076,0,0,0,7500,7509,29,False,0,0,0,50,40,20,30,0,0,0,0,0,0,0,0,0,0,0,-1,0
33,0,0,0,0,True,False,60,1,100,4,1,False,0,0,0,0,"",0,18,0,0,0,False,0,True,1,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
34,0,0,0,0,True,False,60,1,100,4,1,False,0,0,0,0,"",0,18,0,0,0,False,0,True,1,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
10000,0,0,0,0,True,False,60,1,100,4,1,False,0,0,0,0,"",0,18,0,0,0,False,0,True,1,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
10001,3,4,0,0,True,False,30,10,11,4,1,False,1,1,1,1,"Basic Training: Enemy Parties",40,18,0,0,0,True,0,True,1,214,111006,0,0,0,1400,1411,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
10002,3,4,0,0,True,False,30,10,11,4,1,False,1,1,1,1,"Under the Armor",40,18,0,0,0,True,0,True,1,190,111001,0,0,0,1500,1506,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
10003,3,4,0,0,True,False,30,15,16,4,1,False,1,1,1,1,"Basic Training: Enemy Strongholds",40,18,0,0,0,True,0,True,1,215,111007,0,0,0,1600,1619,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
10004,3,4,0,0,True,False,30,15,16,4,1,False,1,1,1,1,"Hero on the Halfshell",40,18,0,0,0,True,0,True,1,216,111008,0,0,0,1700,1715,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
10005,3,4,0,0,True,False,30,20,21,4,1,False,1,1,1,1,"Pulling Poison Posies",40,18,0,0,0,True,0,True,1,191,111002,0,0,0,1800,1811,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
10006,3,4,0,0,True,False,30,20,21,4,1,False,1,1,1,1,"Stinging Back",40,18,0,0,0,True,0,True,1,192,111003,0,0,0,1900,1915,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
10007,3,4,0,0,True,False,30,25,26,4,1,False,1,1,1,1,"All's Well that Ends in the Well",40,18,0,0,0,True,0,True,1,220,111005,0,0,0,2000,2009,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
10008,3,4,0,0,True,False,30,25,26,4,1,False,1,1,1,1,"Flicking Sticks and Taking Names",40,18,0,0,0,True,0,True,1,219,111004,0,0,0,2100,2109,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
10009,3,4,0,0,True,False,30,30,31,4,1,False,1,1,1,1,"More than a Feeler",40,18,0,0,0,True,0,True,1,221,111009,0,0,0,2200,2213,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
10010,3,4,0,0,True,False,30,30,31,4,1,False,1,1,1,1,"Annoy the Void",40,18,0,0,0,True,0,True,1,222,111010,0,0,0,2300,2314,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
10011,3,4,0,0,True,False,30,35,36,4,1,False,1,1,1,1,"Shadow and Claw",40,18,0,0,0,True,0,True,1,223,111011,0,0,0,3000,3013,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
10012,3,4,0,0,True,False,30,35,36,4,1,False,1,1,1,1,"Long Live the Queen",40,18,0,0,0,True,0,True,1,298,111012,0,0,0,3100,3117,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
10013,3,4,0,0,True,False,30,40,41,4,1,False,1,1,1,1,"Ward Up",40,18,0,0,0,True,0,True,1,299,111013,0,0,0,3200,3221,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
10014,3,4,0,0,True,False,30,40,41,8,1,False,2,2,2,2,"Solemn Trinity",40,18,0,0,0,True,0,True,1,300,111014,0,0,0,3300,3322,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
10015,0,0,0,0,True,False,60,1,100,4,1,False,0,0,0,0,"",0,18,0,0,0,False,0,True,1,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
20000,0,0,0,0,True,False,60,1,100,4,1,False,0,0,0,0,"",0,18,0,0,0,False,0,True,1,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
20001,4,1,0,0,True,False,60,20,22,4,1,False,1,1,1,1,"the Bowl of Embers",120,18,86,0,0,True,0,True,1,202,112008,0,0,0,2600,2605,1,False,1000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
20002,4,1,0,0,True,False,60,34,36,4,1,False,1,1,1,1,"the Navel",157,18,244,0,0,True,0,True,1,206,112018,0,0,0,3800,3805,2,False,1000,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
20003,4,1,0,0,True,False,60,44,46,4,1,False,1,1,1,1,"the Howling Eye",155,18,252,0,0,True,0,True,1,208,112019,0,0,0,3700,3705,3,False,1080,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
20004,4,6,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"the Bowl of Embers (Hard)",120,18,363,49,0,True,0,True,1,292,112021,0,0,0,2600,2605,20,False,0,0,60,12,5,0,0,0,0,0,0,0,0,0,0,0,0,23,-1,2
20005,4,6,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"the Navel (Hard)",157,18,367,57,0,True,0,True,1,293,112022,0,0,0,3800,3805,22,False,0,0,75,15,6,0,0,0,0,0,0,0,0,0,0,0,0,25,-1,2
20006,4,6,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"the Howling Eye (Hard)",155,18,365,52,0,True,0,True,1,294,112023,0,0,0,3700,3705,21,False,0,0,60,12,5,0,0,0,0,0,0,0,0,0,0,0,0,27,-1,2
20007,4,6,0,0,True,False,60,49,50,8,1,False,2,2,2,2,"Cape Westwind",151,18,262,0,0,True,0,True,1,332,112020,0,0,0,3600,3603,4,False,1440,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-1,0
20008,4,0,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"the Bowl of Embers (Extreme)",120,18,395,70,0,True,0,True,1,295,112028,0,0,0,2600,2605,42,False,0,0,100,20,10,0,0,0,0,0,0,0,0,0,0,0,0,24,-1,1
20009,4,0,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"the Navel (Extreme)",157,18,399,67,0,True,0,True,1,296,112029,0,0,0,3800,3805,41,False,0,0,100,20,9,0,0,0,0,0,0,0,0,0,0,0,0,26,-1,1
20010,4,0,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"the Howling Eye (Extreme)",155,18,397,65,0,True,0,True,1,297,112030,0,0,0,3700,3705,40,False,0,0,100,20,8,0,0,0,0,0,0,0,0,0,0,0,0,28,-1,1
20011,4,6,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"Thornmarch (Hard)",178,18,401,54,0,True,0,True,1,207,112031,0,0,0,4900,4902,23,False,0,0,60,12,5,0,0,0,0,0,0,0,0,0,0,0,0,29,-1,2
20012,4,0,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"Thornmarch (Extreme)",178,18,514,80,0,True,0,True,1,364,112050,0,0,0,4900,4906,43,False,0,0,100,20,11,0,0,0,0,0,0,0,0,0,0,0,0,30,-1,1
20013,4,0,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"the Minstrel's Ballad: Ultima's Bane",150,18,403,61,0,True,0,True,1,348,112032,0,0,0,4044,4050,27,False,0,0,75,15,7,0,0,0,0,0,0,0,0,0,0,0,0,31,-1,1
20014,0,0,0,0,False,False,0,0,0,0,0,False,0,0,0,0,"",0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20015,4,0,0,0,True,False,15,50,50,8,1,False,2,2,2,2,"the <Emphasis>Whorleater</Emphasis> Reborn",203,18,0,0,0,True,0,True,1,353,112051,0,0,0,5200,5205,98,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
20016,4,0,0,0,True,False,15,50,50,8,1,False,2,2,2,2,"Fan Festival Battle",221,18,0,0,0,True,0,True,1,354,112062,0,0,0,6200,6205,99,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
20017,4,6,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"the <Emphasis>Whorleater</Emphasis> (Hard)",203,18,470,60,0,True,0,True,1,281,112051,0,0,0,5200,5205,24,False,0,0,75,15,5,0,0,0,0,0,0,0,0,0,0,0,0,35,-1,2
20018,4,0,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"the <Emphasis>Whorleater</Emphasis> (Extreme)",203,18,526,80,0,True,0,True,1,359,112052,0,0,0,5200,5207,44,False,0,0,100,20,12,0,0,0,0,0,0,0,0,0,0,0,0,36,-1,1
20019,4,6,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"A Relic Reborn: the Chimera",36,18,502,52,0,True,0,True,1,368,112053,0,0,0,0,0,7,False,0,0,50,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2
20020,4,6,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"A Relic Reborn: the Hydra",36,18,503,52,0,True,0,True,1,369,112055,0,0,0,0,0,8,False,0,0,50,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2
20021,4,6,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"Battle on the Big Bridge",201,18,512,50,0,True,4630934,True,2,366,112054,0,0,0,5501,5513,9,False,0,0,50,10,4,0,0,0,0,0,0,0,0,0,0,0,0,21,-1,0
20022,4,6,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"the Striking Tree (Hard)",221,18,561,65,0,True,0,True,1,374,112062,0,0,0,6200,6205,25,False,0,0,75,15,5,0,0,0,0,0,0,0,0,0,0,0,0,33,-1,2
20023,4,0,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"the Striking Tree (Extreme)",221,18,563,85,0,True,0,True,1,375,112063,0,0,0,6200,6205,45,False,0,0,100,20,13,0,0,0,0,0,0,0,0,0,0,0,0,34,-1,1
20024,4,6,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"Akh Afah Amphitheatre (Hard)",230,18,622,80,0,True,0,True,1,377,112073,0,0,0,7100,7104,26,False,0,0,75,15,6,0,0,0,0,0,0,0,0,0,0,0,0,37,-1,2
20025,4,0,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"Akh Afah Amphitheatre (Extreme)",230,18,643,95,0,True,0,True,1,378,112074,0,0,0,7100,7104,46,False,0,0,100,22,14,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1
20026,4,6,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"the Dragon's Neck",232,18,645,80,0,True,0,True,1,142,112075,0,0,0,7600,7603,10,False,0,0,75,15,5,0,0,0,0,0,0,0,0,0,0,0,0,19,-1,0
20027,4,0,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"Urth's Fount",227,18,735,95,0,True,0,True,1,394,112065,0,0,0,0,0,11,False,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,32,-1,0
20028,4,6,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"the Steps of Faith",254,18,745,90,0,True,0,True,1,143,112082,0,0,0,8000,8029,6,False,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
20029,4,6,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"the Chrysalis",173,18,777,90,0,True,0,True,1,426,112081,0,0,0,7800,7806,5,False,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
20030,4,6,0,0,True,False,60,50,50,8,1,False,2,2,2,2,"Battle in the Big Keep",242,18,766,90,0,True,0,True,2,396,112080,0,0,0,7900,7907,12,False,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,22,-1,0
20031,0,0,0,0,True,False,60,1,100,4,1,False,0,0,0,0,"",0,18,0,0,0,False,0,True,1,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
20032,0,0,0,0,False,False,0,0,0,0,0,False,0,0,0,0,"",0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20033,0,0,0,0,False,False,0,0,0,0,0,False,0,0,0,0,"",0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20034,0,0,0,0,False,False,0,0,0,0,0,False,0,0,0,0,"",0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,0,0,0,0,True,False,60,1,100,4,1,False,0,0,0,0,"",0,18,0,0,0,False,0,True,1,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
30001,1,0,0,0,False,True,120,50,100,8,3,False,2,2,2,2,"Labyrinth of the Ancients",180,18,409,50,0,True,4317125,True,4,174,112033,0,0,0,4700,4708,1,True,0,0,50,40,10,10,20,30,0,0,0,0,0,0,0,0,0,0,-1,0
30002,1,0,0,0,True,False,90,50,100,8,1,False,2,2,2,2,"the Binding Coil of Bahamut - Turn 1",146,18,375,70,0,True,4293363,True,2,241,112043,0,0,1466,4100,4101,4,False,0,0,100,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,6
30003,1,0,0,0,True,False,90,50,100,8,1,False,2,2,2,2,"the Binding Coil of Bahamut - Turn 2",147,18,380,73,0,True,4294907,True,1,242,112044,0,0,1459,0,0,5,False,0,0,100,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,6
30004,1,0,0,0,True,False,90,50,100,8,1,False,2,2,2,2,"the Binding Coil of Bahamut - Turn 3",146,18,382,70,0,True,4294864,True,1,243,112045,0,0,0,4200,4201,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
30005,1,0,0,0,True,False,90,50,100,8,1,False,2,2,2,2,"the Binding Coil of Bahamut - Turn 4",146,18,0,77,0,True,4374569,True,1,244,112046,0,0,0,4300,4300,7,False,0,0,100,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,6
30006,1,0,0,0,True,False,90,50,100,8,1,False,2,2,2,2,"the Binding Coil of Bahamut - Turn 5",146,18,385,82,0,True,4294951,True,1,245,112047,0,0,1482,0,0,8,False,0,0,100,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,6
30007,1,0,0,0,True,False,90,50,100,8,1,False,2,2,2,2,"the Second Coil of Bahamut - Turn 1",202,18,476,90,0,True,4616593,True,1,355,112038,0,0,2609,5600,5600,9,False,0,0,100,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,6
30008,1,0,0,0,True,False,90,50,100,8,1,False,2,2,2,2,"the Second Coil of Bahamut - Turn 2",202,18,0,95,0,True,4646974,True,1,356,112039,0,0,2610,5700,5700,10,False,0,0,100,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,6
30009,1,0,0,0,True,False,90,50,100,8,1,False,2,2,2,2,"the Second Coil of Bahamut - Turn 3",202,18,485,100,0,True,4649327,True,1,357,112040,0,0,2611,5800,5800,11,False,0,0,100,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,6
30010,1,0,0,0,True,False,90,50,100,8,1,False,2,2,2,2,"the Second Coil of Bahamut - Turn 4",198,18,489,105,0,True,0,True,1,358,112041,0,0,2612,5900,5905,12,False,0,0,100,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,6
30011,1,0,0,0,False,True,120,50,100,8,3,False,1,2,2,3,"Syrcus Tower",218,18,550,70,0,True,4723161,True,4,372,112061,0,0,2824,6300,6325,2,True,0,0,50,40,15,10,20,30,0,0,0,0,0,0,0,0,0,0,-1,0
30012,1,0,0,1,True,False,90,50,100,8,1,False,2,2,2,2,"the Second Coil of Bahamut (Savage) - Turn 1",202,18,596,0,0,True,4616593,False,1,380,112038,0,0,2609,5600,5600,13,False,0,0,100,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
30013,1,0,0,1,True,False,90,50,100,8,1,False,2,2,2,2,"the Second Coil of Bahamut (Savage) - Turn 2",202,18,0,0,0,True,4646974,False,1,381,112039,0,0,2610,5700,5700,14,False,0,0,100,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
30014,1,0,0,1,True,False,90,50,100,8,1,False,2,2,2,2,"the Second Coil of Bahamut (Savage) - Turn 3",202,18,598,0,0,True,4649327,False,1,382,112040,0,0,2611,5800,5800,15,False,0,0,100,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
30015,1,0,0,1,True,False,90,50,100,8,1,False,2,2,2,2,"the Second Coil of Bahamut (Savage) - Turn 4",198,18,599,0,0,True,0,False,1,383,112041,0,0,2612,5900,5905,16,False,0,0,100,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
30016,1,0,0,0,True,False,90,50,100,8,1,False,2,2,2,2,"the Final Coil of Bahamut - Turn 1",146,18,631,110,0,True,4894217,True,1,193,112069,0,0,3192,6900,6900,17,False,0,0,100,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,5
30017,1,0,0,0,True,False,90,50,100,8,1,False,2,2,2,2,"the Final Coil of Bahamut - Turn 2",202,18,658,115,0,True,4895391,True,1,194,112070,0,0,3197,7000,7000,18,False,0,0,100,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,5
