key,0,1,2,3,4,5,6,7,8,9,10,11
2162714,4877090,22,1800,459,33,81515,81015,"The Ship Graveyard","""If yer wise, ye won't look too closely. It's not just flotsam the dark tides drag in, and there are sights what could haunt the bravest of men for life. Aye, ye'll not catch me dead going there─least of all at night."" Such were the lighthouse keeper's words, and I would see as he saw.","For centuries, ships wrecked off the shores of southern Vylbrand have been carried upon currents to this quiet inlet─a timeless reminder of the Deep's boundless wrath. So many are the wooden corpses which populate this watery lichyard, it is said that for every hull visible above the waves, a score more slumber beneath.",81451,False
2162715,4877091,22,800,1159,33,81516,81016,"Camp Skull Valley","Overheard at an inn: ""There's an outpost with quite a view of the land, but you'll want to steel yourself well if you mean to go there...""","Now a strategic outpost for the Maelstrom, Camp Skull Valley was once but a circle of tents occupied by a meager Yellowjacket unit charged with surveilling the area for kobold incursions. Those beastmen foolish enough to venture down from O'Ghomoro were slaughtered and beheaded─their skulls put on display as a warning to others.",81451,False
2162716,4877092,22,1200,1659,33,81517,81017,"Tidegate","Overheard at an alehouse: ""When I've misplaced my goods, I climb atop the tents and scour the ground below. Offers a clear view, and you'd be surprised at how sturdy they are...""","Taking advantage of the chaos left in the Calamity's wake, a large force of Sahagin rose from the seas and laid claim to Halfstone, a distant Lominsan settlement on the far-western edge of La Noscea. To prevent any further swells of the beastman forces, a massive wall was erected between the enemy-occupied lowlands and the allied Skull Valley.",81451,False
2162717,4877099,22,1700,1759,34,81518,81018,"Camp Bronze Lake","Overheard at a tavern: ""Nothing like feeling the cool breeze on your skin after a hot bath. The view's nothin' to sneeze at, either...""","The formation of great underwater fissures during the Calamity saw nearly half of the water comprising Bronze Lake vanish in the span of a single night. The result was the uncovering of ancient Nymian ruins submerged for thousands of years─most notably, the Wanderer's Palace, a temple dedicated to the god Oschon.",81451,False
2162718,4877101,22,1200,1659,34,81519,81019,"Thalaos","""Under the burning sun, I climbed to the tip of the ancient one and turned my thoughts to the days when it roamed the deep. This was when inspiration struck..."" Such were the scholar's words, and I would see as she saw.","Though there is no proof to support the claim, rumor has these sun-bleached remains of a long-dead denizen of the deep are those of one of the legendary twin sea serpents believed to have been unleashed by the Navigator, Llymlaen, at the dawn of eras to fill the empty seas (the other being Perykos).",81451,False
2162719,4877103,22,1800,459,34,81520,81020,"Jijiroon's Trading Post","Overheard at a tavern: ""Spent the night on that ledge, I did─anything to escape those shelled monstrosities. Wasn't a bad sight, though I can't say I enjoyed the trip down...""","Located on the western banks of Bronze Lake, Jijiroon's Trading Post is one of two makeshift markets peddling baubles and trinkets to those brave enough to venture that deep into kobold lands. The other is Memeroon's trading post, run by Jijiroon's estranged sibling, to whom the stubborn Qiqirn merchant hasn't spoken in twenty summers.",81451,False
2162720,4877105,22,1800,459,350,81521,81021,"The Floating City of Nym","""There were islands floating in the sky, and crystals that shone like terrestrial stars. Even now, I wonder if it was but a dream..."" Such were the fledgling adventurer's words, and I would see as she saw.","Suspended high above the foothills of Mt. O'Ghomoro is the Floating City of Nym─central hub of a lost civilization which prospered on Vylbrand during the Fifth Astral Era. The accepted theory as to how the city was torn from the realm involves the over-aspecting of corrupted wind crystals─a phenomenon witnessed late in the Sixth Astral Era.",81451,False
2162721,4877106,22,500,759,350,81522,81022,"Camp Overlook","Overheard at an inn: ""You'll want to keep a wide berth of brigands and beastmen both. There's a crumbling gate, overrun by shrubbery. Makes for good cover, and offers an unobstructed view of the road below─two birds with one stone.""","Manned by the “meanest shite-kickin' unit in the whole damn Maelstrom,” Camp Overlook serves as the base of operations for the Red Swallows─a privateer levy tasked with the surveillance of kobold activity in outer La Noscea and along the slopes of Mt. O'Ghomoro. ",81451,False
2162722,4877107,22,1200,1659,350,81523,81023,"U'Ghamaro Mines","""Reeks of sulfur and slumgullion, for sure, but lookin' down from that furnace, I could swear there was somethin' almost beautiful about the place. Either that or the fumes have gotten to me head..."" Such were the soldier's words, and I would see as he saw.","The brilliant rainbow-colored hues that permeate the otherwise bistre slopes of O'Ghomoro are a result of the endless flow of toxic slumgullion streaming forth from the labyrinthine warrens that make up U'Ghamaro Mines. As more kobolds arrive on the surface each day, there is a scramble to construct new forges to accommodate them.",81451,False
2162723,4877108,52,1800,459,350,81524,81024,"The Hermit's Hovel","""Someone actually lives there? I'll believe it when I meet the man. Still, you'll not find me complaining─it's a fine place to sit down and rest your weary legs for a spell."" Such were the adventurer's words, and I would see as he saw.","While few have ever seen the lord of this humble hideaway which rests precariously on the edge of an unscalable precipice─let alone obtained his permission for entering the premises─that has not stopped travelers from taking full advantage of the respite the location offers, whether it be a dip in the steaming pools, or a few bells' slumber on the soft goosefeather bed.",81451,False
2162724,4877111,22,800,1159,51,81551,81051,"The Carline Canopy","Overheard about town: ""There's nothing quite like standing beside the mighty waterwheel, watching brave men and women as they come and go.""","Nestled cozily within the inn known as the Roost lies the relaxing Carline Canopy, a haven for those seeking a respite from travel's travails or questing's quandaries. Figaga's Gift, the towering waterwheel found outside the café, powers the saws and lathes of the Carpenters' Guild, and is widely considered Gridania's grandest architectural achievement.",81452,False
2162725,4868037,22,500,759,51,81554,81054,"The Lancers' Guild","""In my early days of training, I was told to study the movements of my seniors. Climbing to what I thought the perfect vantage point, I earned no praise, only thorough scolding from my instructor."" Such were the guardsman's words, and I would see as he saw.","Founded by legendary Wood Wailer captain Mistalle, the Lancers' Guild doubles as a headquarters for those who keep the peace within Gridania, and the greater peace without. It is to these “Wailing Barracks” that people come with matters whose resolution requires a polearm's edge, and justice meted out to those who have wronged the forest or forestborn.",81452,False
2162726,4877112,22,500,759,54,81556,81056,"The Bannock","""My subordinates have a knack for disappearing from time to time, but not to worry. Climb high and survey the stump below, and the shirkers in the shadows are soon revealed."" Such were the guard captain's words, and I would see as he saw.","Built around the stump of a fallen heavenspillar, the Bannock serves as training grounds for Order of the Twin Adder initiates. There are several theories regarding the origin of the area's name, some claiming it is taken from the hard tack issued to Grand Company recruits, others that it is derived from the training stump's resemblance to those selfsame rations.",81452,False
2162727,4877113,22,1800,459,54,81557,81057,"Haukke Manor","""I fled as fast as my legs could carry me, till I stood atop massive tree roots with nowhere to run. The glow from the windows, so beautiful, yet so terrible..."" Such were the madman's words, and I would see as he saw.","Long frowned upon by the people of Gridania as a symbol of excess, the Seedseers would finally submit to pressure from the citizenry, selling the deed to the manor to Lady Amandine of House Dartancours. The word “Haukke” is of ancient Padjali origin and means, “to speak without words.”",81452,False
2162728,4877163,22,1200,1659,54,81558,81058,"The Guardian Tree","""When I feel I have lost my way, I look down upon the ancient arbor under the shining sun. I look down, and I listen."" Such were the conjurer's words, and I would see as she saw.","Having seen over a thousand summers, the Guardian Tree is purportedly the oldest arbor in all the Black Shroud, and home to the great one─an elder elemental who watches and presides over the forest's denizens. The fruit borne by the tree resembles a plum and is sought after across the Three Continents for its curative properties.",81452,False
2162729,4877165,22,1100,1359,54,81559,81059,"Rainbow Bridge","""Shimmering in the sun and mist, the bridge is a sign that for all the pain we have inflicted on our forest home, the elementals still grace us with their favor."" Such were the conjurer's words, and I would see as he saw.","When struck by the rare sunbeams which happen to penetrate the thick canopy of the Black Shroud, the veil of fine mist created by one of the East Vein's myriad cataracts projects a brilliant rainbow which appears to connect the river's east and west banks. The grotto hidden behind the veil houses one of the forest's most sacred locations─the Lifemend Stump.",81452,False
2162730,4878703,22,1800,459,55,81562,81062,"The Seedbed","""Flora or fauna, one cannot but marvel at the wonder of birth."" Such were the scholar's words, and I would see as he saw.","Illuminated in the soft glow of countless moonspores, the Seedbed is an ancient arbor-turned-nursery used by the sylphs to grow and incubate their offspring, also known as podlings.",81452,False
2162731,4878736,22,800,1159,56,81563,81063,"Buscarron's Druthers","""What was I doin' up there at dawn in the pourin' rain? Hells if I can remember, but it wasn't a bad view."" Such were the drunkard's words, and I would see as he saw.","The Druthers is run by a disenfranchised ex-sentry-turned-tavernkeep and welcomes all manner of folk, from upstanding to unsavory, so long as they follow Buscarron Strongarm's simple rules of etiquette: sit down, forget your worries, and savor your ale.",81452,False
2162732,4878759,22,800,1159,56,81564,81064,"South Shroud Landing","Overheard at a tavern: ""Bet the people who built that place never thought it would end up used like that.""","Constructed by Highwind Skyways to serve as a landing for cargo airships, this location was quickly abandoned when the imperial presence in the area became too large to ignore. Now the site is used as a makeshift market where bandits and poachers peddle their ill-gotten wares far from the eyes of the law.",81452,False
2162733,4878763,22,1200,1659,56,81565,81065,"Urth's Gift","""Shrouded in mist, bathed in ephemeral light. I felt as if I'd left the forest behind and come to another world..."" Such were the conjurer's words, and I would see as he saw.","Ancient writings tell that in exchange for her lifeblood, Lady Urth was able to seal the dark divinity Odin in a crystalline prison beneath a bubbling wellspring. To honor her sacrifice, the land upon which she drew her last breath still bears her name.",81452,False
2162734,4878764,22,500,759,56,81566,81066,"Quarrymill","""As I was cleaning out the chimneys, I could not help but be struck by the view below. My village may be a humble one, but there's nowhere else I'd call home."" Such were the hunter's words, and I would see as he saw.","Once a deal had been struck between the Gelmorrans and the elementals allowing their return to the forest surface, the Elezen began unearthing large quantities of boulders to build the foundations of their new city, Gridania. The waterwheels of Quarrymill were raised to power the hammers which rendered the massive stones into workable blocks.",81452,False
2162735,4878773,22,1200,1659,57,81567,81067,"Ixali Logging Grounds","""I stood there atop the butchered arbor, my fist trembling in anger. Those who would harm our forest home must be shown no quarter."" Such were the sentry's words, and I would see as he saw.","The Ixal have never taken well their banishment from the Black Shroud, and to this day continue to fell the hoary sentinels growing on the forest's outskirts. Too heavy to drag back to their settlements in Natalan or faraway Xelphatol, the ill-gotten lumber is tied to balloons buoyed with Ixali airstones and flown to the beast tribe's homeland under the cover of night.",81452,False
2162736,4878784,22,1800,459,57,81568,81068,"Fallen Neurolink","""I don't like it, I can tell you that. That crescent...whatever-it-is...protruding into the sky. It doesn't belong there. It doesn't belong nowhere in this world."" So were the guard's words, and I would see as he saw.","Coined by the learned men of Garlond Ironworks, these massive rings were used to dampen spiritual energies, preventing the focusing of power required to wield magicks. No less than five, each measuring hundreds of yalms across, were required to keep Bahamut silent for two full eras...but even then they proved insufficient.",81452,False
2162737,4878790,22,800,1159,57,81569,81069,"Alder Springs","""So there I was, starin' out over those naked tree limbs. Was feelin' brave, so I thought I'd see just how far I could go. As it turns out? Pretty far."" Such were the mountaineer's words, and I would see as he saw.","Once a vast grove of giant alders, the flames of the Calamity reduced the area to a charred graveyard, leaving nothing of the ancient holt but its name.",81452,False
2162738,4879319,22,1700,1759,42,81604,81104,"Castrum Marinum","""Say what you will about our foe, you can't deny that the architecture of their outposts has a certain ghastly charm. I would have enjoyed the sunset a while longer, but the cohort doesn't take kindly to tourists."" Such were the scout's words, and I would see as he saw.","Situated atop the roiling Rhotano Sea between Aldenard and the eastern coast of Vylbrand, Castrum Marinum serves as the southernmost outpost for the Garlean Empire's XIVth Legion. The cohort stationed on this man-made floating island is primarily tasked with the resupplying of imperial army cohorts deployed in the La Noscea and Thanalan theaters. ",81453,False
2162739,4879321,27,1200,1659,42,81605,81105,"Vesper Bay","Overheard in a tavern: ""Go where the wealthy go and do what they do, and sooner or later their good fortune will rub off on you. That said, the merchant wasn't too happy when I climbed atop his estate for a better view...""","A bustling port city strategically situated on the western coast of Thanalan and maintained using funds generously provided by Syndicate chairman Lolorito, Vesper Bay serves as a gateway in and out of sultanate-controlled lands. The colossal bronze statue in the main plaza is said to be an exact likeness of said chairman (when viewed from afar).",81453,False
2162740,4879611,22,1800,459,43,81607,81107,"Black Brush Station","""A modern marvel she may be, but a right bitch to keep runnin'. I couldn't tell you how many hours I've spent surveyin' from all directions and altitudes. You can have the view, just give me a good night's sleep!"" Such were the railroadman's words, and I would see as he saw.","A marvel of modern innovation, the steam engine has transformed the mining industry, increasing efficiency and profits thrice over. It has also led to the transformation of what was once a thinly manned aetheryte outpost into a thriving crossroads of labor and commerce─a new pillar to support the thriving Ul'dahn economy.",81453,False
2162741,4879612,50,1200,1659,43,81608,81108,"Gate of Nald","Overheard on the streets: ""Lost me job, me family─and any coin I could spend to drown me sorrows. And so I stood atop the canvas, looking out over the wasteland of me life.""","One of three main portals accessible by the general populace, the Gate of Nald is wide enough for two fully burdened chocobo carriages to enter abreast and still leave room for the flanking gateguards. Her Royal Majesty Nanamo Ul Namo has commanded that the portcullis remain open night and day, so as to welcome all who would partake of Ul'dah's wonders.",81453,False
2162742,4879625,22,1200,1659,44,81612,81112,"The Burning Wall","Overheard in an alehouse: ""Standing atop the crystal affords you the best view of the place, if you're brave enough to make the climb...""","Once an unscalable precipice severing eastern Thanalan from the Grand Wake, the Burning Wall earned its name for the deep red glow it would emit each evening as the sun set. Toppled by the Calamity, that cliff no longer exists─in its place a queer forest of crystalline sentinels and malformed creatures shunned by Nature herself.",81453,False
2162743,4879626,22,800,1159,44,81613,81113,"The Golden Bazaar","""A ghost town? Hah! Mark my words, I'll make my fortune there. When the sun is high, I climb atop the fencing and survey the land for untapped veins of ore."" Such were the miner's words, and I would see as he saw.","Once a waypoint for traders making the journey between Gridania and Ul'dah, the rise of settlements such as Camp Drybone and Highbridge have all but rendered the once prospering hamlet a ghost town. Rumors of mythril deposits in the nearby mountains and treasure in the ruins of the Invisible City, however, may work to rekindle this dying ember.",81453,False
2162744,4879627,58,1800,459,44,81614,81114,"Thal's Respite","""Those who do not pay proper obeisance will find their fortunes all too fleeting. Those who do will feel the tears of mercy washing over them like the pouring rains."" Such were the initiate's words, and I would see as he saw.","Overseer of wealth in the afterlife, proper obeisance to the Trader, Thal, is required for those who wish to take belongings accumulated in this world to the hereafter. Thal's Respite is oft used by stout devotees of the Order of Nald'thal as a place of fasting and prayer, but its distance from Ul'dah prevents all but the most affluent from making the journey.",81453,False
2162745,4879628,58,500,759,45,81615,81115,"Nald's Reflection","""Those who do not pay proper obeisance will find fortune ever elusive. Those who do will see the fog lifted, and know the joys of abundance."" Such were the initiate's words, and I would see as he saw.","Overseer of wealth and commerce upon the corporeal plane, it is believed that through fervent worship of the Trader Nald, one will reap immeasurable fortune in one's living years. Prince and pauper alike once made pilgrimages to this remote place of prayer in search of prosperity...until, that is, the Milvaneth Sacrarium opened a new (toll-based) temple within Ul'dah.",81453,False
2162746,4879629,22,500,759,45,81616,81116,"Zahar'ak","""Some call the sight bleak, but to me it's a thing of beauty. The winds pound away at the hills, but strong we stand─our gaze locked on our foe."" Such were the sentry's words, and I would see what he saw.","Loosely translated as “land of perseverance,” Zahar'ak is a forward stronghold for the Amalj'aa host based in Zanr'ak. The beast tribe believes the scorched plains of Thanalan to be hallowed ground blessed by the cleansing flames of their primal deity, Ifrit, and as such are intent on driving from the land all whom they deem invaders.",81453,False
