key,0
14,"Once, the lost civilization of Amdapor thrived in the Twelveswood, her citizens wielders of powerful, yet forbidden magicks which could be used to alter the very fabric of existence. However, as is oft the case with peoples who fancy themselves gods, the self-assuring hubris of the Amdapori eventually became their downfall, and as quickly as they rose to power, did they disappear from the world. For generations, this relic of their once-mighty civilization has remained hidden in plain sight─cloaked by the elementals who sought only to prevent newer generations from stumbling across the ancient Amdapori magicks. That is, until the Lambs of Dalamud─a dark cult who worships the now-fallen lesser moon as a god─dispelled the elementals' glamour by means unknown, and claimed the keep as their own. Now the crazed followers use its ancient chambers to perform blood sacrifices in an effort to resurrect their evil lord."
15,"So begins the third phase of Operation Archon, which entails a frontal assault upon Castrum Meridianum, Gaius van Baelsar's seat of power. Forming the main thrust, the Immortal Flames will strike at the stronghold with all their strength, though this is but a feint. While the garrison's eyes are drawn outwards, you and your comrades must steal past its defenses and attempt to deactivate the magitek field which protects the Praetorium, the fortress within a fortress wherein the Ultima Weapon is believed to be housed."
16,"With the magitek field now out of commission, the path to the Ultima Weapon lies open. While the Immortal Flames sweep Castrum Meridianum and suppress the remnants of the enemy garrison, you and your comrades must fight your way to the innermost sector of the Praetorium, there to locate and destroy the Ultima Weapon. Cid's airship, the Enterprise, will bear you to the stage of the final confrontation."
17,"The once-proud Pharos Sirius is twice dishonored─once by the Calamity, and now by the deadly siren of Umbra, who plots to hold the lighthouse as a personal stronghold with the aid of her minions. Silence her lunatic song, dispatch the usual suspects─ashkin and winged monstrosities─and reclaim the light of the civilized world."
18,"Huzzah, back to the mines! Adventurers have cleared Copperbell Mines of hecatoncheires─or have they? A band of engineers from Amajina & Sons has gone missing in the deep shaft, cut off mid-knock: ""ON SCHEDULE. HELP HEC─"". A more thorough adventurer is needed to mop up the enduring giants, if pickaxes are to ring again underground and the gil to flow overground."
19,"Scarred by the Calamity and warped by vanity, the lady of House Dartancours has made a bargain with the voidsent─and lost her soul, as is so often the case with such sketchy arrangements. Now, her manor house is a lair to all manner of dark beings, and the elite band of Wood Wailers sent to purge them has failed to report back. A second try is now in the works."
20,"Brayflox's Longstop is overrun with forces of the Illuminati; the furious goblin scholars are bent on recovering a secret recipe centuries in the making and a moment in the filching. Having been pressed into service as Brayflox's boon companion, you have no choice but to disregard the facts of her thievery and defend the Longstop from all those who would seize it from its rightful holder."
21,"Halatali! The very name turns some spines to water and others to steel. Lurid marks of the recent lawlessness yet remain, but daily the drudges conquer halls slick with ichor and doorways festooned with things not for gentle eyes. No less deadly for its newly restored order, the fabled training grounds yearn for new blood─perhaps to brighten the freshly scrubbed walls of its vast chambers."
22,"Born in magic, the ancient city of Amdapor lived in splendor and died in agony. As the Fifth Astral Era gave way to the Sixth Umbral and the ensuing catastrophe, the agent of Amdapor's destruction slept. Now, the seal that has held so long is softening like windfallen fruit─and what blind worms writhe underneath the skin of the dead city?"
23,"Upon the Rhotano Sea, along the fringes of the island chain known as the Cieldalaes, there stretches an expanse of water perpetually covered in heavy mist. Hidden within this impenetrable shroud is Hullbreaker Isle, so named for having smashed innumerable hapless vessels into flotsam over the centuries. In the wake of the Calamity, however, it came to be that the mist would lift under certain conditions. On one such day, a merchantman sailed into the area to behold not only the isle itself, but also the wreck of the Haar, the flagship of the dread pirate Mistbeard. The discovery has rekindled interest in Mistbeard's legendary hoard, and treasure hunters the realm over are now scrambling to find passage to the elusive isle."
24,"When the guiding light of one's life is extinguished, it takes uncommon strength of spirit to clamber out of the black pits of despair. Those who want for resilience may yet be pulled up by a friend's helping hand, but what becomes of a brokenhearted maiden who has neither the strength nor the succor to overcome the darkness that threatens to consume her? The answer shall be revealed through the tragic tale that begins with the arrival of a single letter..."
25,"Too long has the Stone Vigil been ravished by the Dravinians and their thralls; too long has House Durendaire suffered this infamy. Time has come for its dragoons to retake the fortress, ten hundred lances and a thousand dreams of vengeance strong.

Though the knights of Ishgard breach the gate to find a lodgment within the Vigil, the enemy is well-defended and amply supplied. This deadlock must be broken─and who better than those who once made free of the fortress under the dragons' very noses, and lived to tell the tale?"
26,"Adventurers fear not danger, scholars care not for comfort, and miners like not unturned stones. Thus was born the unlikely partnership between the Order of Nald'thal and Amajina & Sons Mineral Concern, in the wake of a certain adventurer's conquest of the Sunken Temple's notorious traps. But the dead of Qarn left many snares─more than enough for a thousand years of greed─and now, a tomb raider's fevered dream of riches has stranded the joint expedition in a place where history has a tendency to come alive...
"
27,"Formed in the aftermath of the Calamity, the great ice wall has long been thought an impenetrable barrier between central and western Coerthas. In truth, however, the wall is riddled with hidden tunnels, which Iceheart and her followers have used as a base of operations. You have been tasked with exploring one such tunnel in the hopes that it will lead you to the heretics' leader─yet what dangers await are anyone's guess..."
28,"Tucked deep inside the dank caverns of the Sastasha Seagrot, there is a secret port said to have been built by the pirate Mistbeard. In the years following the Calamity, the notorious Serpent Reavers claimed it as their lair, until the cutthroats were vanquished by a band of dauntless adventurers. The place subsequently came under the control of Lominsan authorities, who maintained a security presence within.

Alas, that control did not last, for an unknown faction has arisen─seemingly from the briny depths─and overwhelmed the occupying Yellowjackets. Opinion is divided over the identity of these foes. Some say that they are pirates, while others swear that they are fiends. Yet it does not take a scholar to see that these two things need not be mutually exclusive."
29,"Though purging the Lambs of Dalamud brought a hard-earned peace unto Amdapor Keep, some mysterious fiend has completed the cultists' rites and ushered shadows back into the ruins. Voidsent now revel anew within these walls, their wickedness warping the flora and transforming kindly woodland creatures to bloodthirsty beasts. For the sake of the Twelveswood and the elementals who keep watch over it, you must cleanse the evil from the keep, and sweep away all traces of the cultists."
30,"Bound no more by the rancor of their fallen king, the tonberries have regained their senses─with a little help from devoted friends. Yet all thoughts of peace have been put to the blade, as a band of Mamool Ja mercenaries known as the Silverscales have stormed the walls and seized the place for their own. Someone must stop the sellswords from turning the Wanderer's Palace into an unassailable fortress, and take a stand against tonberry slaughter and slavery!"
31,""
32,"Fifteen years ago, in the skies above Silvertear Falls, the invading forces of the XIVth Legion were set upon by a host of dragons. Leading the charge was Midgardsormr, legendary king of kings, who engaged the Garlean flagship, the Agrius, in battle. In the end, both Midgardsormr and his foe fell to the earth, and their tangled remnants stand as a memorial to that day─a ruined airship, and the charred corpse of the wyrm lord who brought it low, forever devoid of life..."
33,""
34,""
10000,""
10001,"This battle exercise will test your ability to manage multiple parties of enemies. 

Learn to draw single targets from groups using ranged attacks and engage them in locations far out of the lines of sight of other creatures."
10002,"Bockman, a wandering revenant trapped in the corporeal realm, has reclaimed his legendary suit of armor and now waits silently near the Tam--Tara Deepcroft for any who would challenge him. Not only does the undead knight brandish a massive blade capable of incapacitating multiple victims in one fell stroke, but when threatened, Bockman will summon his decaying minions from the pits of the seventh hell. 

Defeat the restless soul, and send him back to the Lifestream where he may, at long last, find peace."
10003,"This battle exercise will test your ability to breach enemy stronghold defenses. 

Eliminate targets in each of the three antechambers before infiltrating the final chamber and engaging the cyclopean toad who makes the cave its den. Making quick work of the creature is key, for the yarzons who lurk behind the chamber's boulders will emerge once they smell blood."
10004,"Wealthy noble Teledji Adeledji has had his prized pet, a rare gil turtle, kidnapped by ruthless bandits who seek a sizable ransom for the gentle wavekin's return. Always a man of principle, Teledji Adeledji has decided that instead of caving to the bandit's demands, he will offer the ransom to anyone who can safely retrieve his pet from the clutches of evil. 

After weakening the gil turtle, slay fire sprites and use their cores to light a special herb on fire. The smoke released should be powerful enough to put the creature to sleep, but only if the turtle is close enough to the flames."
10005,"The forest's landtraps have reached maturity and begun releasing noisome pollen clusters in their efforts to reproduce. When taken into the lungs, the pollen can cause severe irritation, nausea, and in the case of extended exposure, even death. These vile seedkin must be dealt with before the entire Twelveswood is engulfed in a cloud of despair!"
10006,"A notorious band of outlaws known as the Redbelly Wasps is seeking to establish a new hideout near the Thousand Maws of Toto--Rak. 

Once the leader is attacked, he will summon nearby allies to his aid, including powerful conjurers skilled in the arts of healing. Defeating these allies before engaging their leader will greatly increase your chance of success."
10007,"Hostile sylphs who would rather see the Twelveswood burn before making peace with the people of Gridania have begun using their forbidden magicks to charm the forest's creatures into doing their bidding. Temporarily enhanced by the spells, these turned creatures now possess the ability to enfeeble their victims with terrible poisons and wide-reaching attacks. 

Only by slaying the renegade sylph leader Briaxio of the Well will the creatures' minds be freed."
10008,"A lawless cadre of goblins has seized the Matron's Lethe, preventing passage to and from the upper reaches of the Twelveswood. Now, all those who approach are greeted with a shower of time-activated bombs tossed from behind makeshift barricades. 

Slay the goblins, defeat their leader, and reclaim the area, so that travel through the forest will be safe once again."
10009,"A massive tangle of vivified briar and vines known by the locals as Toxic Tamlyn has taken root in Fool Falls and is poisoning the water which flows into the Nym River, and eventually down to the Rhotano Sea and Limsa Lominsa. The morbol must be slain before the city-state's entire freshwater supply is contaminated, but to do so will require entering an area churning with deadly bubbles that release noisome fumes and bloodthirsty denizens of the deep."
10010,"A terrible creature calling itself Buso has made a nearby mineshaft his new home away from the void. Slay the fiend before he can do whatever it is he came from the dark reaches of the outerworld to do. 

Buso draws his power from eerie blue flames which erupt from the carcasses of minions summoned from the void and then sacrificed here in this realm. While these flames burn, Buso will be nigh indestructible. Extinguish the fires before attempting to engage him."
10011,"To the east of Dragonhead, near the southern cliffs of the Sea of Clouds, a significant rift in the aether has been detected. Through this rift, a massive horned demon and a small army of its invincible minions have appeared, posing a threat to the Ishgardian knights stationed at the outposts nearby. For the time being, the creatures appear content with remaining on their rocky outcropping, but for how long they will remain is uncertain. Engage the voidsent, ignoring the incessant hounding of the minions, and focusing your efforts on their leader."
10012,"At first, the now-frequent deadly avalanches in the Coerthas highlands were written off as displays of Oschon's might. That is, until local mountaineers spotted a giant bomb sending smaller explosives up onto the Nail to self-destruct, triggering massive cataracts of snow and rock. Knowing now the true cause of the matter, the Holy See has put a bounty on the floating head of this ""bomb queen."" The task of regicide, however, will not be an easy one, for she is attended to by a retinue of royal subjects who are ready to serve her in any way necessary─including self-destruction."
10013,"Five voidsent demons have descended into the Singing Shards, devouring the souls of any and all who cross their path. Early attempts at slaying the creatures have all ended in failure, for as long as one survives, it will continuously summon the fallen back to its side.

If a party were able to somehow time the killing blows necessary to fell all five of the creatures at once, victory may be possible. However, the demons will try and stop this by employing a combination of complex battle formations to thwart their pursuers' plans."
10014,"The gigants are made up of three distinctive classes: the ruling class of gigas, the slave class of giants, and the hecatoncheires─a second class of slaves who have spent the past several centuries trapped in a sealed mine. The enmity between the classes runs deep, and when any two converge, sparks will fly. But, when all three converge...the results can be devastating.

Parties from all three of the gigant classes have stumbled onto a dig site of the Sons of Saint Coinach. The researchers have all fled to safety, but the artifacts they discovered remain on the field. Slay the intruders while protecting the relics from needless destruction."
10015,""
20000,""
20001,"Owing to a betrayal, you have been captured by the Amalj'aa and taken to their stronghold of Zanr'ak, there to be given as an offering to the primal Ifrit. If you are to survive this fiery encounter with the Lord of the Inferno, you and your comrades must fight with no less than every onze of your strength. Should you fall, your souls shall burn for eternity..."
20002,"Having passed the seemingly endless trials imposed upon you by the Company of Heroes, you have been entrusted with the knowledge of a secret way into the Navel, the domain of the primal Titan. Courtesy of Y'shtola's magicks, the beastman aetheryte is now primed to send you to a confrontation with the Lord of Crags. Gird your loins for a struggle of titanic proportions."
20003,"With the aid of the Enterprise and its legendary captain, Cid Garlond, you have broken through the swirling winds that shield the Howling Eye. Yet the challenges you have surmounted pale in comparison to the one that awaits you beyond the gates. At long last, the end is nigh─be it Garuda's or your own. "
20004,"While your victory over the Ultima Weapon has set off waves of celebration across the land, the jubilation is short-lived, for the beast tribes are seeking to summon their gods once more. Confirmation has arrived that the Amalj'aa have already succeeded in calling forth Ifrit, who is returned far mightier than his last incarnation owing to the vast amounts of crystals he has gorged upon. Prepare yourself for a scorching encounter."
20005,"From deep within their mines, the kobolds have watched and waited for another opportunity to summon their Great Father and wreak havoc on Limsa Lominsa. With the destruction of the Ultima Weapon, the final obstacle to their plans was removed, allowing the beastmen to summon their god without fear of imperial reprisal. Once more, it falls to you to ensure that the Lord of Crags never sees the light of day."
20006,"Not to be outdone by the Amalj'aa, the Ixal have also taken advantage of the Ultima Weapon's destruction and again summoned their patron deity. What is worse, this most recent incarnation of Garuda is said to possess a nigh insatiable appetite for destruction. If Coerthas and the Twelveswood are to be spared further destruction, you must return to the Howling Eye and seek an audience with the Lady of the Vortex."
20007,"It has come to light that Rhitahtyn sas Arvina, praefectus castrorum of the XIVth Legion, is scheduled to inspect the imperial outpost at Cape Westwind. Although native to a territory subjugated by the Empire, Rhitahtyn’s prowess as a field tactician has won him a station of great authority within the Garlean military. Such a formidable enemy general will surely prove an obstacle to the Alliance’s efforts to purge the realm of the imperial menace. For the first phase of Operation Archon, you have been entrusted the mission of infiltrating the imperial outpost and striking him down."
20008,"Having partaken further of Ascian wisdom, the Amalj'aa have succeeded in summoning the mightiest incarnation of their god to date. Ifrit has returned amidst hellfire and brimstone, and the lizardmen bask in the heat of destruction as warriors of the Immortal Flames fall to the primal like slugs shriveling beneath the desert sun. Can a Warrior of Light prevail against such an irrepressible force?"
20009,"When northern Vylbrand is racked by an earthquake, Urianger Augureit suspects the kobolds of summoning the primal Titan. The Scion of the Seventh Dawn is proven irritatingly correct in short order when the Lord of Crags appears in the mountains of O'Ghomoro to flaunt powers even greater than were supposed. It does not take an augur to see that a battle to the death must soon follow."
20010,"An attack by the primal Garuda has annihilated an entire Twin Adder brigade, with the sole survivor left to tell a tale writ in terror and misery. Garuda's powers are far greater than they should be; left with few options and all but one of them almost certain failures, the Order of the Twin Adder turns to the Scions of the Seventh Dawn, so that they may summon a Warrior of Light."
20011,"Good King Moggle Mog, the Twelfth of His Name, has once more been called forth by the Mogglesguard. Though the king is not considered a primal in the strictest sense, he poses a threat not unlike that of the beastman gods, in that his influence could corrupt his people's peaceful nature. And so, like those other aether-starved beings, he too must be felled for the sake of the realm."
20012,"Kuplo Kopp's attempt to chastise the Mogglesguard for their dangerous and foolhardy actions has not had the intended effect. Reminded of how deadly the Twelveswood has become, the royal guards have instead channeled their fear and desperation into calling forth an even more potent potentate. The Good King Moggle Mog XII now styles himself the Great King Moggle Mog XII, and all the evildoers in the forest shall tremble before his majestic wrath!"
20013,"Inspired by tales of your victory over the Ultima Weapon, the wandering minstrel come to Revenant's Toll has composed an epic ballad in your honor. However, as minstrels are wont to do, he has embellished certain details for dramatic effect. Although it can hardly be considered an accurate retelling, you cannot deny his skill with words, for as you listen to his melodious voice, you find yourself reliving the events of that fateful day in the Praetorium... "
20014,""
20015," "
20016," "
20017,"The Sahagin, reviled beast tribe native to the Indigo Deep, have succeeded in summoning forth their voracious god, the primal Leviathan. Should the mighty serpent be allowed to unleash a tidal wave, the entire city of Limsa Lominsa will be swept into the sea. Faced with watery oblivion, the leaders of the Maelstrom have conceived a desperate plan: by lashing together two warships and filling their holds with corrupted crystals, they hope to pierce the Lord of the Whorl's defenses and give a chosen few the chance to dispatch the primal with courage and steel. The Whorleater sits in the bay with her towing vessel, the Triumph, awaiting but the command to cast off. "
20018,"Though their beloved god was slain at the hands of the Warrior of Light, the Sahagin have wasted little time in mourning his passing. Drawing on the occult knowledge of the Ascians, the scaly beastmen have performed a foul ritual fueled by blood and sacrifice to bring forth the mightiest incarnation of Leviathan the realm has yet seen. Before the ocean deity can summon a tidal wave of catastrophic proportions, the Whorleater must once again set sail for open waters─and for victory."
20019,"There are as many theories as the dhorme chimera has heads about why the creature consumes alumina. Some say the uniquely fine alumina salts to be found in its capacious stomach are an accident of friction and heat, while others claim intent. Those such as Gerolt, who forge anew the arms of eld, have a simpler question: will you slay the fire-breathing enigma?"
20020,"Left to starve in their abandoned training grounds, the fighting beasts of Halatali have survived on the flesh of the unprepared these past five years. Some have prospered more than others in the abattoir gloom; the hydra reposes fat and malignant, an apt pupil for your yet unfinished relic. Seek out this foul orphan of the Calamity, and let the bards sing of it.

※You cannot change weapons once bound by
　duty. Please ensure that you have equipped
　your unfinished relic weapon if you are
　undertaking this trial in order to complete
　the quest ""A Relic Reborn."""
20021,"In his quest to acquire the strongest of weapons, the notorious duelist Gilgamesh has long eluded authorities─until now. Forced to take a stand at the impassable Griffin Crossing, he has challenged you to a ""duel."" Triumph, and he shall yield his latest prize. But should you fail, your weapons will be forfeit."
20022,"After forging deep into the Sylphlands, you meet with the intimidating guardian deity of the sylphs─the primal Ramuh. But before he will consider your proposal of peace, the Lord of Levin first demands proof that you possess the strength required to repel the Empire from the Twelveswood. The thunderous entity then vanishes in a blinding flash, leaving the words of his challenge yet echoing in your ears. Enter the primal's domain, and prepare to be measured on the scales of battle!"
20023,"Satisfied that the Warriors of Light have passed his trial, the primal Ramuh departs Eorzea for the aetherial sea. His sylphic thralls, however, unconvinced that their territory is truly safe, have focused their deep-rooted fear and spite into summoning their god anew. Can you rise to the challenge and prove your might once again? Crackling with the vengeful energies of his children's prayers, the Lord of Levin's judgment promises to be harsh indeed..."
20024,"For as long as their nation has warred with Dravania, there have been Ishgardians who instead chose to ally themselves with the dragons. Shiva is said to have been among the first, hence why the heretics revere her as a saint. That Iceheart and her followers intend to summon Shiva with the crystals they have stolen is plain. But is this unprecedented act even possible? If so, then Ishgard─if not the entire realm─is in grave danger."
20025,"House Durendaire's efforts to establish an outpost in Snowcloak have met with disaster, owing to a surprise attack by Iceheart's followers. Now in possession of their former fortress, as well as a vast supply of crystals, the heretics are certain to summon Saint Shiva once more. If past experience is any indication, this new incarnation will be stronger than the last. Regardless, it changes nothing─ Iceheart's crusade cannot continue, and only you have the power to stop her."
20026,"It's a frenetic free-for-all as the Mythril Cup moves to Halatali for the climactic confrontation! Rain will lash and winds will bluster in this perfect storm of a battle. When the tempest subsides, who will rise above the chaos to lay claim to the victor's spoils? Will it be the Warrior of Light, savior of Eorzea and champion of her people, or the dastardly duo of Ultros and Typhon!? All will be answered in Halatali, atop the Dragon's Neck!"
20027,"In the moons following the Calamity, myriad rumors of ghastly creatures stalking the Twelveswood began spreading across the realm like wildfire. While most of the rumors have since been deemed unfounded, there is one series of events that has remained difficult to cast off as merely the ravings of broken-minded smallfolk: that concerning the supposed Dark Rider of the Shroud. After several deaths attributed to this mysterious figure, Seedseer O-App-Pesi sought communion with the spirits of the Twelveswood, only to learn that the rider was none other than the elder primal Odin. Slain in the Third Astral Era by an Allagan hero, why and how the primal has returned to Eorzea remains a mystery─one now in the capable hands of Eorzea's adventurers."
20028,"The Steps of Faith─the sole means of approaching the city of Ishgard. As well as providing passage across the Sea of Clouds, this great stone bridge also serves to anchor the series of arcane wards known as Daniffen's Collar.

Long has the Holy See relied upon these barriers to shield the city from Dravanian assault, but it did not reckon upon the brazen actions of Lady Iceheart. The outermost layer of protection has been dispelled, allowing the mighty dragon Vishap to land upon the far end of the Steps of Faith. Leading an army of lesser kin, the massive creature is intent on destroying the exposed foundations of the remaining wards. Take up position alongside the Temple Knights, and defend the structure from the ravaging forces of the Horde!"
20029,"A ruthless Ascian known as Nabriales has intruded upon the sanctum of the Scions of the Seventh Dawn, spiriting away both the Antecedent and the powerful relic she refused to yield. Pursue the Paragon through the dimensional rift and prise Minfilia─and Tupsimati─from his tenebrous grasp."
20030,"How many realms has he traversed, and how many rivals has he felled? Gilgamesh journeys ever onward in his unending quest for the strongest of swords. But the road is long and lonesome, and a painted rooster─loyal and noble as the bird may be─can bring a man only so much comfort in the darkest and most trying of times. So it was that Gilgamesh turned to the heavens, pleading to be reunited with a long-lost companion. Be it by fortune or fate, his prayers were heard, and the stage for the final confrontation is set. To the victor goes the Treaty-Blade!"
20031,""
20032,""
20033,""
20034,""
30000,""
30001,"With the help of Cid nan Garlond, members of the expedition to the Crystal Tower have successfully penetrated the defenses of the Eight Sentinels. The ancient Allagan structure is not so easily entered, however, and the Labyrinth of the Ancients now awaits the fellowship of NOAH as they seek the ultimate prize. 

※Parties must be composed of two tanks, 
　two healers, and four DPS."
30002,"Situated upon Vylbrand, Castrum Occidens is more akin to a research facility than a fortress. Even before its first pillar was driven into the ground, Legatus Gaius van Baelsar had ordered his people to probe the fragment of Dalamud which fell at that precise location. The impact resulted in the creation of vast caverns pervaded by corrupted crystals. Though unknown dangers lie in wait within, you must brave them all if you are to learn the truth of the Calamity."
30003,"At the depth of 912 yalms, you find your path blocked by Dalamud's internal defenses. Born of advanced Allagan science, these spherical constructs are still fully functional even after eras in existence, and will seek to annihilate all intruders or be destroyed in attempt."
30004,"At the depth of 1,233 yalms, your party comes upon the fragment of Dalamud the Garleans had sought. Its true identity is the Ragnarok, a colossal starship which fell away from the lesser moon moments before Bahamut burst free of his prison over the Carteneau Flats. To reach your destination, you must venture through this relic of ancient Allag. Stay ever on your guard, for every shadow may conceal dangers."
30005,"At 1,524 yalms below the surface, employing the Ragnarok's drive cylinder as a makeshift lift, your party proceeds toward the main bridge. Yet you must work for every yalm you gain, for Dalamud's internal defenses will not allow you to pass unmolested."
30006,"Having overcome the seemingly endless waves of hostile constructs, you and your stalwart companions continue the descent into an unknown abyss. At the depth of 1,910 yalms, you are assailed by a winged terror: an ancient dragon brought to heel by the Allagans and made to do their bidding. The trials grow ever more arduous, but you are resolved to press on for the sake of the truth."
30007,"Your foray into the caverns beneath Castrum Occidens has led you to an unexpected revelation: the incomplete form of Bahamut, harbinger of the Calamity, slumbers deep within earth. Though seemingly a prisoner, the elder primal is gradually being regenerated by the massive, Ragnarok-class internment hulks that surround the unmoving entity. Alisaie reasons that if Bahamut's full restoration is to be prevented, then all three coils sustaining and repairing the dreadful being must be deactivated. Filled with new determination, you assemble a group of courageous comrades and set your sights on the fragment of Dalamud found in the North Shroud."
30008,"After battling your way through to the base of the colossal fragment that impales the ground in Alder Springs, your party enters the structure through an opening in its outer shell. The sight that greets you is of an endless procession of azure-lit passages, within which can be glimpsed the grotesque silhouettes of chimeric monstrosities."
30009,"Your party activates the coil's lift-like mechanism, and, at a depth of 3,256 yalms, arrives within the interior of the internment hulk proper. The great cavern where the elder primal Bahamut dreams is yet many thousands of yalms distant. Explore the labyrinthine passages of the Ragnarok-class starship, and secure a route into the lowest levels of the hulk."
30010,"At a depth of 6,329 yalms, your exhausted yet determined fellowship enters the hulk's operations deck. An impossible scene unfolds before you, the surreal landscape bathed in a crimson glare and holding the promise of epic conflict..."
30011,"Having secured a path through the Labyrinth of the Ancients, the fellowship of NOAH finds itself before the entrance to the Crystal Tower proper. With the aid of their new comrades, Unei and Doga, the companions succeed in opening the gate whose workings had baffled even the brightest minds among them. Upon learning that dark forces have awakened within, the fellowship decides to suspend its investigative effort in favor of sealing off the tower. You must fight your way to the apex and defeat the resurrected Emperor Xande, that Eorzea might be free of his all-consuming ambition.

※Parties must be composed of one tank,
　two healers, and five DPS."
