key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
13,"Awareness","Nullifies chance of suffering critical damage.
<Color(52258)>Duration:</Color> <If(GreaterThanOrEqualTo(PlayerParameter(72),44))><If(Equal(PlayerParameter(68),1))>25<Else/><If(Equal(PlayerParameter(68),19))>25<Else/>15</If></If><Else/>15</If>s",213,4,0,0,371,1875,0,1,34,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1200,8,0,0,0,0,0,37,1,False,False,0,False,False,False,True,True,True,False,False,True
14,"Flash","Increases enmity in all nearby enemies.<If(GreaterThanOrEqualTo(PlayerParameter(72),20))><If(Equal(PlayerParameter(68),1))>
<Color(52258)>Additional Effect:</Color> Blind  <Color(52258)>Duration:</Color> 12s<Else/><If(Equal(PlayerParameter(68),19))>
<Color(52258)>Additional Effect:</Color> Blind  <Color(52258)>Duration:</Color> 12s<Else/></If></If><Else/></If>",209,2,102,85,441,1875,0,1,8,0,True,False,False,False,False,False,False,False,False,0,True,True,2,5,0,True,3,8,0,0,0,True,0,25,58,5,7,0,0,0,37,1,True,False,0,False,False,False,True,True,True,False,False,True
15,"Riot Blade","Delivers an attack with a potency of 100.
<Color(52258)>Combo Action:</Color> Fast Blade  <Color(52258)>Combo Potency:</Color> 230
<Color(52258)>Combo Bonus:</Color> Restores MP",206,3,0,0,317,1875,0,1,12,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,80,0,0,9,False,0,25,58,-1,7,0,0,0,38,2,False,False,0,False,False,False,True,True,True,False,False,True
16,"Shield Bash","Delivers an attack with a potency of 110.
<Color(52258)>Additional Effect:</Color> Stun  <Color(52258)>Duration:</Color> <If(GreaterThanOrEqualTo(PlayerParameter(72),36))><If(Equal(PlayerParameter(68),1))>6<Else/><If(Equal(PlayerParameter(68),19))>6<Else/>3</If></If><Else/>3</If>s<If(GreaterThanOrEqualTo(PlayerParameter(72),36))><If(Equal(PlayerParameter(68),1))> (PvP 4s)<Else/><If(Equal(PlayerParameter(68),19))> (PvP 4s)<Else/></If></If><Else/></If>",204,3,0,0,315,1875,0,1,18,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,150,39,0,0,False,0,25,58,-1,7,0,0,0,38,2,False,False,0,False,False,False,True,True,True,False,False,True
17,"Sentinel","Reduces damage taken by <If(GreaterThanOrEqualTo(PlayerParameter(72),48))><If(Equal(PlayerParameter(68),1))>40<Else/><If(Equal(PlayerParameter(68),19))>40<Else/>30</If></If><Else/>30</If>%.  <Color(52258)>Duration:</Color> 10s",201,4,0,0,372,1875,0,1,38,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1800,10,0,0,0,0,0,38,1,False,False,0,False,False,False,True,True,True,False,False,True
18,"Provoke","Gesture threateningly, maximizing enmity in target.",215,4,0,0,373,1875,0,1,22,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,400,3,0,0,0,0,0,37,2,False,False,0,False,False,False,True,True,True,False,False,True
19,"Tempered Will","Immediately cures Bind and Heavy, while preventing knockback and draw-in effects.  <Color(52258)>Duration:</Color> 10s",203,4,0,0,374,1875,0,1,42,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1800,11,0,0,0,0,0,38,1,False,False,0,False,False,False,True,True,True,False,False,True
20,"Fight or Flight","Increases physical damage dealt by 30%.
<Color(52258)>Duration:</Color> <If(GreaterThanOrEqualTo(PlayerParameter(72),28))><If(Equal(PlayerParameter(68),1))>30<Else/><If(Equal(PlayerParameter(68),19))>30<Else/>20</If></If><Else/>20</If>s",216,4,0,0,376,1875,0,1,6,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,900,6,0,0,0,0,0,38,1,False,False,0,False,False,False,True,True,True,False,False,True
21,"Rage of Halone","Delivers an attack with a potency of 100.
<Color(52258)>Additional Effect:</Color> Increased enmity
<Color(52258)>Combo Action:</Color> Savage Blade  <Color(52258)>Combo Potency:</Color> 260  <Color(52258)>Combo Bonus:</Color> Reduces target's strength by <If(GreaterThanOrEqualTo(PlayerParameter(72),40))><If(Equal(PlayerParameter(68),1))>10<Else/><If(Equal(PlayerParameter(68),19))>10<Else/>5</If></If><Else/>5</If>%  <Color(52258)>Duration:</Color> 20s",205,3,0,0,312,1875,0,1,26,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,11,False,0,25,58,-1,7,0,0,0,38,2,False,False,0,False,False,False,True,True,True,False,False,True
22,"Bulwark","Increases block rate by 60%.  <Color(52258)>Duration:</Color> 15s",217,4,0,0,377,1875,0,1,46,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1800,12,0,0,0,0,0,38,1,False,False,0,False,False,False,True,True,True,False,False,True
23,"Circle of Scorn","Delivers an attack with a potency of 100 to all nearby enemies.  <Color(52258)>Additional Effect:</Color> Increased enmity
<Color(52258)>Additional Effect:</Color> Damage over time  <Color(52258)>Potency:</Color> 30  <Color(52258)>Duration:</Color> 15s",211,4,0,0,313,1892,0,1,50,0,True,False,False,False,False,False,False,False,False,0,True,True,2,5,0,True,0,0,0,0,0,True,0,250,1,-1,7,0,0,0,38,2,False,False,0,False,False,False,True,True,True,False,False,True
24,"Shield Lob","Delivers a ranged attack with a potency of 120.
<Color(52258)>Additional Effect:</Color> Increased enmity",214,3,0,0,316,1875,0,1,15,15,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,120,39,0,0,False,0,25,58,-1,7,0,0,72,38,2,False,False,0,False,False,False,True,True,True,False,False,True
25,"Shield Swipe","Delivers an attack with a potency of 210.
Can only be used immediately after blocking an attack.
<Color(52258)>Additional Effect:</Color> Pacification  <Color(52258)>Duration:</Color> 6s",210,3,0,0,318,1875,0,1,30,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,40,2,0,0,True,0,25,58,-1,7,0,0,73,38,2,False,False,0,False,False,False,True,True,True,False,False,True
26,"Sword Oath","Increases the potency of auto-attacks by 50.
Cannot be used with <Color(-34022)>Shield Oath</Color>.
Effect ends upon reuse.",3004,2,102,90,442,1875,0,19,30,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,3,10,0,0,0,False,0,25,58,0,0,0,78,31,20,1,True,False,0,False,False,False,True,True,True,False,False,True
27,"Cover","Take all physical damage intended for another party member. Can only be used when member is closer than 10 yalms.  <Color(52258)>Duration:</Color> 12s",3001,4,0,0,375,1887,0,19,35,10,False,True,False,False,False,False,False,False,False,0,True,False,1,0,0,False,0,0,0,0,0,True,0,1200,9,0,0,0,0,32,20,1,False,False,0,False,False,False,True,True,True,False,False,True
28,"Shield Oath","Reduces damage received by 20%, while lowering damage dealt by 20% and increasing enmity. Cannot be used with <Color(-34022)>Sword Oath</Color>.
Effect ends upon reuse.",3005,2,102,90,443,1875,0,19,40,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,3,10,0,0,0,False,0,25,58,0,0,0,79,33,20,1,True,False,0,False,False,False,True,True,True,False,False,True
29,"Spirits Within","Delivers an attack with a potency of 300.
Potency decreases as HP decreases.
<Color(52258)>Additional Effect:</Color> Silence  <Color(52258)>Duration:</Color> 1s",3003,4,0,0,314,1875,0,19,45,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,300,2,-1,7,0,0,34,20,2,False,False,0,False,False,False,True,True,True,False,False,True
30,"Hallowed Ground","Renders you impervious to most attacks.
<Color(52258)>Duration:</Color> 10s",3002,4,0,0,378,1875,0,19,50,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,4200,14,0,0,0,0,35,20,1,False,False,0,False,False,False,True,True,True,False,False,True
31,"Heavy Swing","Delivers an attack with a potency of 150.",410,3,0,0,319,1875,202,3,1,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,70,0,0,0,False,0,25,58,-1,7,0,0,0,44,2,False,False,0,False,False,False,True,True,True,False,False,True
32,"Foresight","Increases defense by 20%.  <Color(52258)>Duration:</Color> 20s",402,4,0,0,379,1875,0,3,2,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1200,8,0,0,0,0,0,43,1,False,False,0,False,False,False,True,True,True,False,False,True
33,"Fracture","Delivers an attack with a potency of 100.
<Color(52258)>Additional Effect:</Color> Damage over time  <Color(52258)>Potency:</Color> 20
<Color(52258)>Duration:</Color> <If(GreaterThanOrEqualTo(PlayerParameter(72),28))><If(Equal(PlayerParameter(68),3))>30<Else/><If(Equal(PlayerParameter(68),21))>30<Else/>18</If></If><Else/>18</If>s",406,3,0,0,321,1875,204,3,6,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,80,0,0,0,False,0,25,58,-1,7,0,0,0,45,2,False,False,0,False,False,False,True,True,True,False,False,True
34,"Bloodbath","Converts 25% of physical damage dealt into HP.
<Color(52258)>Duration:</Color> <If(GreaterThanOrEqualTo(PlayerParameter(72),20))><If(Equal(PlayerParameter(68),3))>30<Else/><If(Equal(PlayerParameter(68),21))>30<Else/>15</If></If><Else/>15</If>s",401,4,0,0,380,1875,0,3,8,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,900,5,0,0,0,0,0,43,1,False,False,0,False,False,False,True,True,True,False,False,True
35,"Skull Sunder","Delivers an attack with a potency of 100.
<Color(52258)>Additional Effect:</Color> Increased enmity
<Color(52258)>Combo Action:</Color> Heavy Swing  <Color(52258)>Combo Potency:</Color> 200<If(GreaterThanOrEqualTo(PlayerParameter(72),30))><If(Equal(PlayerParameter(68),21))>
Grants <Color(-34022)>Wrath</Color> when used with Defiance  <Color(52258)>Duration:</Color> 30s<Else/></If><Else/></If>",407,3,0,0,320,1875,203,3,4,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,31,False,0,25,58,-1,7,0,0,0,45,2,False,False,0,False,False,False,True,True,True,False,False,True
36,"Mercy Stroke","Delivers an attack with a potency of 200.
Can only be executed when target's HP is below 20%.
If delivered as the killing blow, up to 20% of your maximum HP will be restored.",415,4,0,0,381,1875,0,3,26,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,6,0,0,True,0,900,6,-1,7,0,0,0,43,2,False,False,0,False,False,False,True,True,True,False,False,True
37,"Maim","Delivers an attack with a potency of 100.
<Color(52258)>Combo Action:</Color> Heavy Swing  <Color(52258)>Combo Potency:</Color> 190
<Color(52258)>Combo Bonus:</Color> Increases damage dealt by 20%  <Color(52258)>Duration:</Color> <If(GreaterThanOrEqualTo(PlayerParameter(72),48))><If(Equal(PlayerParameter(68),3))>24<Else/><If(Equal(PlayerParameter(68),21))>24<Else/>18</If></If><Else/>18</If>s<If(GreaterThanOrEqualTo(PlayerParameter(72),30))><If(Equal(PlayerParameter(68),21))>
Grants <Color(-34022)>Wrath</Color> when used with Defiance.  <Color(52258)>Duration:</Color> 30s<Else/></If><Else/></If>",405,3,0,0,322,1875,0,3,18,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,31,False,0,25,58,-1,7,0,0,0,44,2,False,False,0,False,False,False,True,True,True,False,False,True
38,"Berserk","Increases attack power by 50%.  <Color(52258)>Duration:</Color> <If(GreaterThanOrEqualTo(PlayerParameter(72),36))><If(Equal(PlayerParameter(68),3))>20<Else/><If(Equal(PlayerParameter(68),21))>20<Else/>15</If></If><Else/>15</If>s
Unable to use weaponskills for 5 seconds after effect ends.<If(GreaterThanOrEqualTo(PlayerParameter(72),30))><If(Equal(PlayerParameter(68),21))>
Grants <Color(-34022)>Wrath</Color> when used with Defiance.  <Color(52258)>Duration:</Color> 30s<Else/></If><Else/></If>",409,4,0,0,382,1875,0,3,22,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,900,7,0,0,0,0,0,44,1,False,False,0,False,False,False,True,True,True,False,False,True
39,"Brutal Swing","Delivers an attack with a potency of 100.
<Color(52258)>Additional Effect:</Color> Stun  <Color(52258)>Duration:</Color> <If(GreaterThanOrEqualTo(PlayerParameter(72),32))><If(Equal(PlayerParameter(68),3))>5<Else/><If(Equal(PlayerParameter(68),21))>5<Else/>3</If></If><Else/>3</If>s<If(GreaterThanOrEqualTo(PlayerParameter(72),32))><If(Equal(PlayerParameter(68),3))> (PvP 3s)<Else/><If(Equal(PlayerParameter(68),21))> (PvP 3s)<Else/></If></If><Else/></If>",403,4,0,0,324,1875,0,3,10,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,200,2,-1,7,0,0,0,44,2,False,False,0,False,False,False,True,True,True,False,False,True
40,"Thrill of Battle","Increases maximum HP by <If(GreaterThanOrEqualTo(PlayerParameter(72),44))><If(Equal(PlayerParameter(68),3))>20<Else/><If(Equal(PlayerParameter(68),21))>20<Else/>10</If></If><Else/>10</If>% and restores the amount increased.  <Color(52258)>Duration:</Color> 20s",413,4,0,0,383,1875,0,3,34,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1200,9,0,0,0,0,0,44,1,False,False,0,False,False,False,True,True,True,False,False,True
41,"Overpower","Delivers an attack with a potency of 120 to all enemies in a cone before you.
<Color(52258)>Additional Effect:</Color> Increased enmity",404,3,0,0,309,1940,0,3,12,8,False,False,False,True,False,False,False,False,False,0,True,True,3,8,0,True,5,130,0,0,0,False,0,25,58,-1,7,0,0,0,44,2,False,False,0,False,False,False,True,True,True,False,False,True
42,"Storm's Path","Delivers an attack with a potency of 100.
<Color(52258)>Combo Action:</Color> Maim  <Color(52258)>Combo Potency:</Color> 250
<Color(52258)>Combo Bonus:</Color> Absorbs 50% of damage dealt as HP and lowers the target's damage dealt by 10％  <Color(52258)>Duration:</Color> 20s<If(GreaterThanOrEqualTo(PlayerParameter(72),30))><If(Equal(PlayerParameter(68),21))>
Grants <Color(-34022)>Wrath</Color> when used with Defiance.
<Color(52258)>Duration:</Color> 30s<Else/></If><Else/></If>",408,3,0,0,323,1875,0,3,38,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,37,False,0,25,58,-1,7,0,0,0,44,2,False,False,0,False,False,False,True,True,True,False,False,True
43,"Holmgang","Draws target towards caster, and binds both.
<Color(52258)>Duration:</Color> 6s
Most attacks cannot reduce your HP to less than 1.",416,4,0,0,385,1875,0,3,42,6,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,1800,12,0,0,0,0,0,44,2,False,False,0,False,False,False,True,True,True,False,False,True
44,"Vengeance","Reduces damage taken by 30% and delivers an attack with a potency of 50 every time you suffer physical damage.  <Color(52258)>Duration:</Color> 15s<If(GreaterThanOrEqualTo(PlayerParameter(72),30))><If(Equal(PlayerParameter(68),21))>
Grants <Color(-34022)>Wrath</Color> when used with Defiance.  <Color(52258)>Duration:</Color> 30s<Else/></If><Else/></If>",417,4,0,0,388,1875,0,3,46,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1200,10,0,0,0,0,0,44,1,False,False,0,False,False,False,True,True,True,False,False,True
45,"Storm's Eye","Delivers an attack with a potency of 100.
<Color(52258)>Combo Action:</Color> Maim  <Color(52258)>Combo Potency:</Color> 270
<Color(52258)>Combo Bonus:</Color> Decreases target's slashing resistance by 10% and HP recovery via healing magic by 20%
<Color(52258)>Duration:</Color> 20s
Combo bonus cannot be stacked with the <Color(-34022)>Dancing Edge</Color> status.<If(GreaterThanOrEqualTo(PlayerParameter(72),30))><If(Equal(PlayerParameter(68),21))>
Grants <Color(-34022)>Wrath</Color> when used with Defiance.<Color(52258)>
Duration:</Color> 30s<Else/></If><Else/></If>",414,3,0,0,329,1875,0,3,50,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,37,False,0,25,58,-1,7,0,0,0,44,2,False,False,0,False,False,False,True,True,True,False,False,True
46,"Tomahawk","Delivers a ranged attack with a potency of 130.
<Color(52258)>Additional Effect:</Color> Increased enmity",411,3,0,0,328,1875,0,3,15,15,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,120,0,0,0,False,0,25,58,-1,7,0,0,74,44,2,False,False,0,False,False,False,True,True,True,False,False,True
47,"Butcher's Block","Delivers an attack with a potency of 100.
<Color(52258)>Additional Effect:</Color> Increased enmity
<Color(52258)>Combo Action:</Color> Skull Sunder  <Color(52258)>Combo Potency:</Color> 280<If(GreaterThanOrEqualTo(PlayerParameter(72),30))><If(Equal(PlayerParameter(68),21))>
Grants <Color(-34022)>Wrath</Color> when used with Defiance.  <Color(52258)>Duration:</Color> 30s<Else/></If><Else/></If>",412,3,0,0,325,1875,0,3,30,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,35,False,0,25,58,-1,7,0,0,75,44,2,False,False,0,False,False,False,True,True,True,False,False,True
48,"Defiance","Increases maximum HP by 25%, while lowering damage dealt by 25% and increasing enmity. Increases HP recovery via healing magic by 20% for self.
Effect ends upon reuse.

Using certain actions while under the effect of Defiance will grant <Color(-34022)>Wrath</Color>. Each unit of <Color(-34022)>Wrath</Color> increases critical hit rate by 2%. When five units are stacked, you will become <Color(-34022)>Infuriated</Color>. All <Color(-34022)>Wrath</Color> is lost when Defiance ends.",3201,4,0,0,384,1875,0,21,30,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,100,1,0,0,0,91,41,22,1,False,False,0,False,False,False,True,True,True,False,False,True
49,"Inner Beast","Delivers an attack with a potency of 300.
Ignores the damage penalty inflicted by Defiance.
Can only be executed when <Color(-34022)>Infuriated</Color>. All <Color(-34022)>Wrath</Color> is lost when used.
<Color(52258)>Additional Effect:</Color> Absorb 100% of damage dealt as HP
<Color(52258)>Additional Effect:</Color> Reduces damage taken by 20%",3203,3,0,0,330,1875,0,21,35,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,10,97,32,97,0,True,0,25,58,-1,7,0,0,42,22,2,False,False,0,False,False,False,True,True,True,False,False,True
50,"Unchained","Nullifies the damage penalty inflicted by Defiance.
<Color(52258)>Duration:</Color> 20s
Can only be executed when <Color(-34022)>Infuriated</Color>. All <Color(-34022)>Wrath</Color> is lost when used. Effect is canceled if Defiance ends.",3204,4,0,0,386,1875,0,21,40,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,10,97,32,97,0,True,0,1200,11,0,0,0,0,43,22,1,False,False,0,False,False,False,True,True,True,False,False,True
51,"Steel Cyclone","Delivers an attack with a potency of 200 to all nearby enemies. Ignores the 25% damage penalty inflicted by Defiance. Can only be executed when <Color(-34022)>Infuriated</Color>. All <Color(-34022)>Wrath</Color> is lost when used.
<Color(52258)>Additional Effect:</Color> Increased enmity",3202,3,0,0,327,1916,0,21,45,0,True,False,False,False,False,False,False,False,False,0,True,True,2,5,0,True,10,97,32,97,0,True,0,25,58,-1,7,0,0,44,22,2,False,False,0,False,False,False,True,True,True,False,False,True
52,"Infuriate","Instantly grants five units of <Color(-34022)>Wrath</Color>, changing status to <Color(-34022)>Infuriated</Color>. Can only be used when Defiance is active.",3205,4,0,0,387,1875,0,21,50,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,32,91,0,True,0,600,4,0,0,0,0,45,22,1,False,False,0,False,False,False,True,True,True,False,False,True
53,"Bootshine","Delivers an attack with a potency of 150.
<Color(52258)>Opo-opo Form Bonus:</Color>
Critical damage if dealt from behind target
<Color(52258)>Additional Effect:</Color> Changes form to <Color(-34022)>raptor</Color>
<Color(52258)>Duration:</Color> 10s",308,3,0,0,333,1875,0,2,1,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,0,False,0,25,58,-1,7,0,0,0,41,2,False,False,0,False,False,False,True,True,True,False,False,True
54,"True Strike","Delivers an attack with a potency of 150.
190 when executed from behind target.
Can only be used when in <Color(-34022)>raptor</Color> form.
<Color(52258)>Additional Effect:</Color> Changes form to <Color(-34022)>coeurl</Color>
<Color(52258)>Duration:</Color> 10s",309,3,0,0,334,1875,0,2,2,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,50,32,108,0,False,0,25,58,-1,7,0,0,0,41,2,False,False,0,False,False,False,True,True,True,False,False,True
55,"Featherfoot","Increases evasion by <If(GreaterThanOrEqualTo(PlayerParameter(72),14))><If(Equal(PlayerParameter(68),2))>25<Else/><If(Equal(PlayerParameter(68),20))>25<Else/>15</If></If><Else/>15</If>%. <Color(52258)>Duration:</Color> 15s",302,4,0,0,389,1875,0,2,4,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,900,8,0,0,0,0,0,40,1,False,False,0,False,False,False,True,True,True,False,False,True
56,"Snap Punch","Delivers an attack with a potency of 140.
180 when executed from a target's flank.
Can only be used when in <Color(-34022)>coeurl</Color> form.
<Color(52258)>Additional Effect:</Color> Changes form to <Color(-34022)>opo-opo</Color>
<Color(52258)>Duration:</Color> 10s
<Color(52258)>Additional Effect:</Color> Grants <Color(-34022)>Greased Lightning</Color>
<Color(52258)>Duration:</Color> 12s
<Color(52258)>Greased Lightning Bonus:</Color> Increases damage dealt by 9% and attack speed by 5%",310,3,0,0,336,1875,0,2,6,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,50,32,109,0,False,0,25,58,-1,7,0,0,0,41,2,False,False,0,False,False,False,True,True,True,False,False,True
57,"Second Wind","Instantly restores own HP.  <Color(52258)>Cure Potency:</Color> <If(GreaterThanOrEqualTo(PlayerParameter(72),32))><If(Equal(PlayerParameter(68),2))>650<Else/><If(Equal(PlayerParameter(68),20))>650<Else/>450</If></If><Else/>450</If>
Cure potency varies with current attack power.",301,4,0,0,390,1875,0,2,8,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1200,9,0,0,0,0,0,40,1,False,False,0,False,False,False,True,True,True,False,False,True
58,"Haymaker","Delivers an attack with a potency of 170.
Can only be used immediately after evading an attack.
<Color(52258)>Additional Effect:</Color> Slow +20%  <Color(52258)>Duration:</Color> 12s",303,3,0,0,331,1875,207,2,10,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,40,4,0,0,True,0,25,58,-1,7,0,0,0,42,2,False,False,0,False,False,False,True,True,True,False,False,True
