key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
49,1,17,2548,1,5057,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,True,100,100,100,0
50,1,17,1756,1,5057,2,5367,1,5276,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,True,100,100,100,0
51,1,18,5092,1,5057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,False,50,100,58,0
52,1,18,2344,1,5057,1,5325,1,5367,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,True,100,100,100,0
53,1,18,2395,1,5057,1,5092,1,5367,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,True,100,100,100,0
54,1,18,2370,1,5057,1,5367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,True,100,100,100,0
55,1,19,2433,1,5057,1,5367,1,4856,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,True,100,100,100,0
56,1,19,2549,1,5057,1,5367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,True,100,100,100,0
57,1,19,2420,1,5057,1,5364,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,True,100,100,100,0
58,1,19,2536,1,5057,1,5367,1,5504,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,True,100,100,100,0
59,1,20,1609,1,5057,1,5277,1,5432,1,5063,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,True,100,100,100,0
60,1,20,2523,1,5057,1,5325,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,True,100,100,100,0
61,1,20,2318,1,5057,1,5092,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,True,100,100,100,0
62,1,20,2331,1,5057,1,5367,1,5483,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,True,100,100,100,0
63,1,20,1611,1,5057,1,5367,1,5432,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,True,100,100,100,0
64,1,21,2510,1,5057,1,5367,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,True,100,100,100,0
65,1,21,2562,1,5057,1,5367,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,True,100,100,100,0
66,1,21,2484,1,5057,2,5367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,True,100,100,100,0
67,1,21,1758,1,5057,2,5364,1,5063,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,True,100,100,100,0
68,1,21,2345,1,5057,1,5325,1,5368,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,True,100,100,100,0
69,1,21,2396,1,5057,1,5092,1,5368,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,True,100,100,100,0
70,1,21,2371,1,5057,1,5368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,True,100,100,100,0
71,1,22,2358,1,5057,2,5277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,True,100,100,100,0
72,1,22,2383,1,5057,1,5092,1,4856,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,True,100,100,100,0
73,1,22,2524,1,5057,1,5325,1,5367,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,True,100,100,100,0
74,1,22,1614,1,5057,2,5367,1,5277,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,True,100,100,100,0
75,1,23,2537,1,5057,1,5367,1,5504,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
76,1,23,2434,1,5057,1,5368,1,4856,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
77,1,23,1694,1,5072,1,5057,1,5277,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
78,1,24,1764,1,5057,2,5368,1,4856,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
79,1,24,2550,1,5057,1,5371,1,5063,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
80,1,24,2319,1,5057,1,5092,1,5367,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
81,1,24,2332,1,5057,1,5368,1,5484,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
82,1,24,2485,1,5057,2,5368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
83,1,25,2421,1,5057,1,5368,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
84,1,25,1622,1,5057,1,5277,1,5435,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
85,1,25,2511,1,5057,1,5368,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
86,1,25,2563,1,5057,1,5368,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
87,1,26,5058,1,5528,1,5111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0,False,50,100,58,0
88,1,26,2397,1,5057,1,5092,1,5367,1,5063,1,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
89,1,26,2372,1,5057,1,5072,1,5371,1,0,0,0,0,0,0,0,0,0,0,6,1,-1,0,1,0,True,100,100,100,0
90,1,26,2346,1,5057,1,5325,1,5371,1,4856,1,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
91,1,26,1766,1,5057,2,5371,1,5064,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
92,1,27,2359,1,5057,2,5280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
93,1,27,2384,1,5057,1,5092,1,5484,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
94,1,27,2525,1,5057,1,5072,1,5371,1,5277,1,0,0,0,0,0,0,0,0,0,3,3,2,0,0,True,100,100,100,0
95,1,28,1625,1,5058,1,5371,1,5444,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
96,1,28,2320,1,5057,1,5092,1,5371,1,5063,1,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
97,1,28,1769,1,5058,3,5371,1,5280,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
98,1,29,5093,1,5058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,False,50,100,58,0
99,1,29,2422,1,5057,1,5371,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
100,1,29,2551,1,5057,1,5371,1,5359,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
101,1,29,2347,1,5057,1,5325,1,5368,1,4856,1,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
102,1,29,1699,1,5073,1,5058,1,5371,1,5504,1,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
103,1,29,2373,1,5057,1,5072,1,5371,1,5280,1,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
104,1,30,2398,1,5058,1,5093,1,5371,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
105,1,30,2526,1,5058,1,5326,1,5371,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
106,1,30,2539,1,5058,1,5371,1,5504,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
107,1,30,2423,1,5057,1,5371,1,5259,1,5064,1,0,0,0,0,0,0,0,0,6,1,-1,0,1,0,True,100,100,100,0
108,1,30,2321,1,5058,1,5093,1,5371,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
109,1,31,2436,1,5058,1,5371,1,5484,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
110,1,31,2334,1,5058,1,5371,1,5484,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
111,1,31,1633,1,5058,2,5371,1,5260,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
112,1,32,2513,1,5058,1,5371,1,5260,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
113,1,32,1776,1,5058,2,5405,1,5444,1,5504,1,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
114,1,32,2487,1,5058,2,5371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
115,1,32,2348,1,5058,1,5326,1,5371,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
116,1,32,2399,1,5058,1,5093,1,5371,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
117,1,33,2565,1,5058,1,5371,1,5260,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
118,1,33,2540,1,5058,1,5371,1,5504,1,5282,1,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
119,1,33,2553,1,5058,1,5368,1,5359,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
120,1,33,2527,1,5058,1,5073,1,5373,1,5326,1,0,0,0,0,0,0,0,0,0,4,3,2,0,0,True,100,100,100,0
121,1,34,2361,1,5058,2,5280,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,-1,0,1,0,True,100,100,100,0
122,1,34,2374,1,5058,1,5373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,True,100,100,100,0
123,1,34,2349,1,5058,1,5326,1,5373,1,5485,1,0,0,0,0,0,0,0,0,0,5,3,3,0,0,True,100,100,100,0
124,1,35,2552,1,5058,1,5373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,True,100,100,100,0
125,1,35,2386,1,5058,1,5093,1,5485,1,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,True,100,100,100,0
126,1,35,2322,1,5058,1,5093,1,5373,1,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,True,100,100,100,0
127,1,35,1778,1,5058,2,5373,1,5057,1,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,True,100,100,100,0
128,1,35,2514,1,5058,1,5373,1,5260,1,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,True,100,100,100,0
129,1,35,2488,1,5058,3,5371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,True,100,100,100,0
130,1,35,2566,1,5058,1,5371,1,5260,1,5282,1,0,0,0,0,0,0,0,0,0,5,3,3,0,0,True,100,100,100,0
131,1,36,2424,1,5058,1,5373,1,5260,1,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,True,100,100,100,0
132,1,36,2335,1,5058,1,5371,1,5282,1,5485,1,0,0,0,0,0,0,0,0,0,5,3,3,0,0,True,100,100,100,0
133,1,36,2437,1,5058,1,5371,1,5280,1,5485,1,0,0,0,0,0,0,0,0,0,5,3,3,0,0,True,100,100,100,0
134,1,37,1639,1,5058,2,5371,1,5504,1,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,True,100,100,100,0
135,1,38,5065,1,5114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,0,0,False,50,100,50,0
136,1,38,2528,1,5065,1,5327,1,5373,1,5360,1,0,0,0,0,0,0,0,0,0,5,3,3,0,0,True,100,100,100,0
137,1,38,1643,1,5065,1,5373,1,5444,1,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,True,100,100,100,0
138,1,38,2554,1,5065,1,5373,1,5063,1,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,True,100,100,100,0
139,1,39,5099,1,5065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0,0,0,False,50,100,50,0
140,1,39,1781,1,5058,3,5373,1,5282,1,5065,1,0,0,0,0,0,0,0,0,0,6,3,3,0,0,True,100,100,100,0
141,1,39,1711,1,5079,1,5065,1,5373,1,5504,1,0,0,0,0,0,0,0,0,6,1,-1,0,1,0,True,100,100,100,0
142,1,39,2425,1,5065,1,5373,1,5260,1,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,True,100,100,100,0
143,1,39,2323,1,5065,1,5099,1,5373,1,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,True,100,100,100,0
144,1,40,2400,1,5065,1,5099,1,5373,1,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,True,100,100,100,0
145,1,40,1786,1,5065,2,5371,1,5066,1,5058,1,0,0,0,0,0,0,0,0,0,6,3,3,0,0,True,100,100,100,0
146,1,40,2439,1,5065,1,5373,1,5485,1,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,True,100,100,100,0
147,1,40,2337,1,5065,1,5373,1,5485,1,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,True,100,100,100,0
148,1,40,2363,1,5065,2,5282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,True,100,100,100,0
149,1,41,2516,1,5065,1,5374,1,5262,1,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,True,100,100,100,0
150,1,41,2568,1,5065,1,5374,1,5262,1,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,True,100,100,100,0
151,1,41,2490,1,5065,2,5374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,True,100,100,100,0
152,1,41,2542,1,5065,1,5373,1,5505,1,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,True,100,100,100,0
153,1,43,5059,1,5116,2,5111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,0,0,False,50,100,50,0
154,1,43,2388,1,5065,1,5099,1,5485,1,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,True,100,100,100,0
155,1,44,5094,1,5059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,0,0,False,50,100,50,0
156,1,44,1657,1,5059,2,5373,1,5282,1,5066,1,0,0,0,0,0,0,0,0,0,7,3,3,0,0,True,100,100,100,0
157,1,44,1723,1,5059,2,5282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,True,100,100,100,0
158,1,44,1659,1,5059,2,5436,1,5262,1,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,True,100,100,100,0
159,1,45,1796,1,5059,2,5414,1,5505,1,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,True,100,100,100,0
160,1,47,1801,1,5059,2,5374,1,5196,1,5058,1,0,0,0,0,0,0,0,0,0,8,3,4,0,0,True,100,100,100,0
161,1,47,2352,1,5059,1,5376,1,5282,1,5486,1,0,0,0,0,0,0,0,0,0,8,3,4,0,0,True,100,100,100,0
162,1,47,2325,1,5059,1,5094,1,5376,1,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,True,100,100,100,0
163,1,48,2427,1,5059,1,5066,1,5376,1,5262,1,0,0,0,0,0,0,0,0,0,8,3,4,0,0,True,100,100,100,0
164,1,48,2402,1,5059,1,5094,1,5376,1,5183,1,5066,1,0,0,0,0,0,0,0,8,3,4,0,0,True,100,100,100,0
165,1,48,2377,1,5059,1,5074,1,5376,1,5094,1,0,0,0,0,0,0,0,0,0,8,3,4,0,0,True,100,100,100,0
166,1,49,2530,1,5059,1,5074,1,5376,1,5282,1,0,0,0,0,0,0,0,0,0,8,3,4,0,0,True,100,100,100,0
167,1,49,2556,1,5059,1,5376,1,5282,1,5436,1,5322,1,0,0,0,0,0,0,0,8,3,4,0,0,True,100,100,100,0
168,1,50,1663,1,5059,2,5374,1,5505,1,5465,1,0,0,0,0,0,0,0,0,0,9,3,4,0,0,True,100,100,100,0
169,1,50,1733,1,5074,1,5059,1,5374,1,5505,1,5063,1,0,0,0,0,0,0,0,9,3,4,0,0,True,100,100,100,0
170,2,1,5056,1,5106,2,5107,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,False,50,100,67,0
171,2,2,5091,1,5056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,False,50,100,67,0
172,2,2,5081,1,5056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,False,50,100,67,0
173,2,3,5071,1,5056,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,False,50,100,67,0
174,2,3,2468,1,5071,1,5091,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,True,100,100,100,0
175,2,4,2494,1,5071,1,5361,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,True,100,100,100,0
176,2,5,2226,1,5071,2,5361,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,True,100,100,100,0
177,2,6,3011,1,5081,3,5324,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,True,100,100,100,0
178,2,7,3767,1,5071,1,5081,1,5275,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,True,100,100,100,0
179,2,8,2656,1,5071,1,5081,1,5275,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,True,100,100,100,0
180,2,8,2662,1,5071,1,5056,1,5091,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,True,100,100,100,0
181,2,9,3540,1,5071,1,5091,1,5275,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,True,100,100,100,0
182,2,9,2469,1,5071,1,5091,1,5062,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,True,100,100,100,0
183,2,10,2664,1,5071,1,5091,1,5062,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,True,100,100,100,0
184,2,10,2230,1,5071,2,5091,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,True,100,100,100,0
185,2,11,2495,1,5071,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,True,100,100,100,0
186,2,11,3972,1,5071,2,5276,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,True,100,100,100,0
187,2,12,3026,1,5071,2,5081,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,True,100,100,100,0
188,2,12,2673,1,5071,2,5081,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,True,100,100,100,0
189,2,13,5057,1,5111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,0,0,0,False,50,100,67,0
190,2,13,3775,1,5071,2,5081,1,5276,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,True,100,100,100,0
191,2,14,5092,1,5057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,0,0,0,False,50,100,67,0
192,2,14,5072,1,5057,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,0,0,0,False,50,100,67,0
193,2,14,3544,1,5071,2,5092,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,True,100,100,100,0
194,2,15,5082,1,5057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,0,0,0,False,50,100,58,0
195,2,15,2231,1,5071,1,5056,1,5092,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,True,100,100,100,0
196,2,15,2496,1,5072,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,True,100,100,100,0
197,2,15,2470,1,5071,1,5091,1,5063,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,True,100,100,100,0
198,2,16,2680,1,5071,1,5091,1,5062,1,5063,1,0,0,0,0,0,0,0,0,1,2,3,1,0,0,True,100,100,100,0
199,2,16,3550,1,5071,1,5091,1,5275,1,5063,1,0,0,0,0,0,0,0,0,1,2,3,1,0,0,True,100,100,100,0
200,2,17,2236,1,5072,2,5367,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,True,100,100,100,0
201,2,18,2471,1,5072,1,5091,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,True,100,100,100,0
