key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
10,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hmph. You don't have the look of a crafts<If(PlayerParameter(4))>woman<Else/>man</If>. Then again, I am not paying for looks. Make me what I have requested and all parties shall be satisfied.","I find your work more than satisfactory. Let me thank you. May our paths cross again.","I await your completion of the task I requested.","0","0","0"
11,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"You the <If(PlayerParameter(4))>lass<Else/>lad</If> the Adventurers' Guild sent to do my synthesis? I'm H'rhanbolo, captain of the <Emphasis>Ice Princess</Emphasis>─third fastest trading ship in all of Limsa.","Everything seems to be in order; a fine job, if I do say so myself. You ever think about hanging up your adventurer's britches, let me know. There might be a place for you on the Princess.","The Navigator did well to guide you here, but don't think she'll save you if my order isn't ready soon.","But before you trade in your land legs, could a lady ask one last favor? Those items I requested...might you be able to craft a few more? There's coin to be had, don't you worry.","That's unfortunate. My crew and I set sail soon, and I've never been one for waiting. Perhaps next time, then.","Such fine work! You are either a master at your craft, or a master at finding someone who's a master at their craft to make you look like a master at your craft. Either way, the Princess gets get supplies, and you get your reward. Everyone wins!"
12,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Where in Thal's bowels have you been? There's work to be done. Come on, come on, get to it! Commerce and industry wait for no Lalafell! Especially when that Lalafell is Master Gegeruju.","Finally done, are we? Couldn't remember if you were quenching or cross-stitching, is that it? Hand it over, then! Pleasure doing business and all that!","Are you getting to it, or do I have to get on you!?","Oh, wait. Where are you going? I wasn't finished. Would a <If(PlayerParameter(4))>woman<Else/>man</If> of your means be interested in whipping up a few more of those fine items? The master likes to see that he's always prepared.","No get-up-and-go in your blood? Pity... Then again, the master has <Emphasis>other</Emphasis> means of getting what he needs.","Excellent. Master Gegeruju always says, why have one of anything when you can have a dozen."
13,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good <If(LessThan(PlayerParameter(11),12))><If(LessThan(PlayerParameter(11),4))>evening<Else/>morning</If><Else/><If(LessThan(PlayerParameter(11),17))>afternoon<Else/>evening</If></If>, adventurer. Handing in or picking up? One moment, please.","Handing in? Sign here, please. Thank you, and have a nice day. Next!","I cannot sign off on your contract until you complete the order. Next!","If your business is not pressing, might Ashgana's Exporters persuade you to extend your contract? You will be rightly recompensed.","Not willing, eh? Very good. Sign here, please. Next!","Handing in surplus? Sign here, please. Thank you, and have a wonderful day. Next!"
14,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This <Emphasis>stripling</Emphasis> is who they send in answer to my summons? I trust you understand the <Emphasis>importance</Emphasis> of this work?","Well, I suppose this is <Emphasis>adequate</Emphasis>. You may return to your so–called <Emphasis>adventuring</Emphasis>.","Let us not <Emphasis>mince</Emphasis> words here. The Seventy-seven Caravans requires <Emphasis>perfection</Emphasis>. Pure and simple. Your <Emphasis>reputation</Emphasis> is at stake here, as is <Emphasis>mine</Emphasis>. You are to begin <Emphasis>at once</Emphasis>.","0","0","0"
15,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Well? You gonna hand it over, or just stand there gawpin'?","Hmph. I s'pose this'll hafta do. You done what you came for. Off you trot.","You waltzed in here empty-handed? I oughta box your ears, you cheeky git. Now start craftin' or start bleedin'. Your choice.","0","0","0"
16,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes, and how may I help you? ...Oh! Oh, an adventurer! From that guild! Which one was it now? Ah, yes! The Adventurers' Guild! And why were you here again? Ah, the order!","Er... Are you sure this is what I asked for? Whatever was I thinki─ Ah? Oh, no matter, I'm sure it will come to me! My thanks!","Don't tell me you've forgotten to bring the order! My memory is like a steel trap, you see. Can't abide forgetfulness. Hm? Oh yes, the order! Did you bring it? No? Well then, craft away!","Oh, but before you go off to wherever it is you adventurers go, might I ask that you make me some more? I have this sinking feeling I might just...er, misplace the ones you've already submitted.","No? Oh... Well, I'm certain you have your reasons... Whatever they might be.","Wonderful... I think. This <Emphasis>is</Emphasis> what I ordered, right?"
17,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0"
18,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0"
19,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0"
20,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0"
