key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
10,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,6,0,0,0,0,0,"Filthy goblins! I merely stopped to relieve myself behind one of these trees, only to find my wares missing when I returned!","I am but a humble merchant, untrained in the ways of battle. Might I ask of your assistance in reclaiming my livelihood? I shall make it worth your while.","Assist in reclaiming the stolen merchandise?","","Show them what it means to cross an Ul'dahn!","","I shall remember this act of unkindness, adventurer!",""
11,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,5,0,0,0,0,0,0,"Were my wares unharmed?","","","","Yes, but there was more... Much more. I beg of thee, return to me what is rightfully mine!","","Then why are you here talking with me!? Find my crates!",""
12,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Make haste before the goblins make away with my crates!","","","","","","",""
13,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,5,0,0,0,0,0,0,"That big rock ye have there be takin' up an awful lot o' space in yer bag, like. Might be that I could take it off yer hands.","Give the golem fragment to the prospector?","","","Aye... This'll do jus' nicely. If ye happen upon any more, I'll be here a-waitin'.","","And what do <Emphasis>you</Emphasis> need with that ol' rock anywise?",""
14,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Ye see how them golem stones is drawn to one another like a crow is to carrion? I reckon it's 'cause the stones is carryin' metal within.","Fetch me a few fragments and I'll prove it!","","","","","",""
15,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Yes, this should be more than enough.","","","","","","",""
16,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"My scouts report no more poachers in the area. This will have to do for now. You have my thanks, adventurer.","","","","","","",""
17,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"One... Two... Three... I could have sworn I carried more... Oh, well. That is of no matter. I shall merely increase my prices!","","","","","","",""
18,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Heh heh. I'll be takin' these fragments back to me cabin now. And don't ye think of followin' me now, either!","","","","","","",""
19,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,6,0,0,0,0,"I...uh... Excuse me...","I'm supposed to be participating in a group training exercise for Order of the Twin Adder recruits...but my party is short a...few members, and...","Would you mind joining me? It would only be for a few moments.","Join the Serpent recruit?","","","If there was only a simple and convenient way to search for a party...",""
20,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,6,0,0,0,0,"If I never see a tree slug again it will be too soon!","The repugnant creatures come down from the sentinels to feed on all the flowers, then retreat to the treetops before we can slice off their slimy heads.","There's only so much a beekeeper can do...but you! A mere slug (or thirty) wouldn't be a match for <Emphasis>your</Emphasis> skill and cunning. What do you say?","Assist the beekeepers?","Oh, and just in time, as well! Look, here they come!","","Without any flowers, how will our bees make any honey...?",""
21,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Please! You must slay the slugs! Think of the bees!","","","","","","",""
22,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,6,0,0,0,0,"You! You must do something about that besotted brute! He's out of control!","There's a good reason they call him Spenser of the Bottomless Cup. I don't believe the sot's been sober a day in his life.","And now he's taken a fancy to pounding in the faces of any poor sod who happens to even breathe in his direction...myself included. I beg you, put the pissed tosspot in his place!","Deal with Spenser?","","","Then who ever will save us!?",""
23,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"I don't know how much more of this I can take!","","","","","","",""
24,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,6,0,0,0,0,0,0,0,"Enter Redbelly Hive?","Pass through the gates?","","","","","",""
25,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,6,0,0,0,0,"Our scouts report that goblin merchants have met with a band of poachers at a nearby camp to parley the sale of unlawfully obtained hides.","The talks, however, do not seem to be going well, as the two parties have begun fighting. This provides us with the perfect opportunity to strike two birds with one stone.","Good adventurer. Would you assist my unit in our ambush of the outlaws?","Aid the Wood Wailers?","Excellent. Let us hurry to the campsite while there is still chaos.","","And so you would sit idly by and allow these malefactors to defile the forest? I will never understand you adventurers...",""
26,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Let these outlaws know there is no place for them in our forest!","","","","","","",""
27,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,6,0,0,0,0,0,"調子にのったキキルンの闇商人どもが偽造品を売り歩いているらしい。（仮）","これ以上被害者を増やさないためにも、やつらが持っている偽造品を回収してきてくれないか？（仮）","偽造品を回収してきますか？（仮）","","よし、頼んだぞ！（仮）","","仕方ない、残念だ。（仮）",""
28,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,5,0,0,0,0,0,0,"やつらから偽造品を回収してきたのか？（仮）","","","","よくやった。また見つけたら持ってきてくれ。（仮）","","そうか、見つけたらすぐ持ってきてくれ。（仮）",""
29,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"闇商人どもが持っている偽造品を回収してきてくれ！（仮）","","","","","","",""
30,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"これだけ回収すれば、しばらくやつらの商売もあがったりだろう。（仮）","","","","","","",""
31,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,6,0,0,0,0,"冒険者か！？
いいところに！　手を貸してくれ！","ウチの蜂蜜が「インプ」に目をつけられちまったんだ。
奴ら、蜂蜜を奪うだけじゃなく、蜜を守るミツバチにも
攻撃してきやがる。","ああ、そろそろ来るぞ……。
頼むよ、ウチの蜂蜜のために、にっくきインプどもを
メッタメタに返り討ちにしてやってくれ！","引き受けますか？

<Color(-34022)>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。</Color>","","","むむむ……。
このままじゃ、蜂蜜が……。",""
32,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,6,0,0,0,0,"The oranges are all picked and boxed. Now I need only wait for the caravan to come pick them up...","The problem is, the caravan is nowhere in sight, and I can already hear the rats clawing their way out from under the rocks. It won't be long before they've found their way into the crates.","I beg of you, <If(PlayerParameter(4))>good lady<Else/>good sir</If>! Would you help me in keeping the rats clear of my oranges until the chocobos arrive?","Aid the farmer?","","","Another harvest lost, then...",""
33,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,6,0,0,0,0,"Listen carefully, adventurer. Qiqirn bandits have kidnapped several Highbridge residents and are looking to sell them off to the Amalj'aa for tempering.","Once a person has been tempered, the soul is lost and the body transformed into a empty husk which answers only to the commands of the primal Ifrit.","We must stop this foul dealing and rescue the villagers before they are taken back to the Bowl of Embers.","Will you help?","","","Then the Brass Blades shall fight alone.",""
34,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"","","","","","","",""
35,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,6,0,0,0,0,"Listen up! A series of live Maelstrom training exercises will begin in less than half a bell.","A batch of fresh recruits will more than likely be making a sorry attempt to defend the checkpoint here against a mock imperial assault.","If you wish, you are welcome to join the recruits. Hells, with you at the fore, the greenbacks just might learn something about teamwork.","Join the exercise?","","","Then I must ask you to stand clear. I won't have spectators distracting my men.",""
36,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,6,0,0,0,0,"Twelve take me! If it ain't a real-live 'venturer! I could use some help, if it's help you're profferin'?","You see, I'm tasked with tillin' the orchards so that the roots of these here trees might breathe better, like. But it seems each an ev'ry step I take is straight into a damned mole hill.","I've already gone an' lamed me left leg, and cannae 'ford to lame me right, so I was thinkin' I could get meself a true 'venturer to whack the bloody moles one good. What do you say?","Whack away?","Me da was right! You can always trust a 'venturer to right the wrongs of this world. But enough of me yappin', now get to whackin'!","","Me da was right... You can't trust a 'venturer farther than you can kick one.",""
37,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Me da said the best place to whack a mole is straight upside his head.","","","","","","",""
38,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,6,0,0,0,0,"Please, you must help me. I am being hunted by the Amalj'aa, and if they catch me, they <Emphasis>will</Emphasis> kill me.","You see, I was tasked with infiltrating Zanr'ak and stealing their battle plans, but I was caught and taken to the Bowl of Embers for tempering. However, I managed to escape when the carriage transporting me and the other slaves slipped off the road.","Though I have a had somewhat of a head start, it took their battle drakes little time to pick up my scent, and now a party of pursuers is only a matter of malms away. I must get to the aetheryte at Little Ala Mhigo so I might relay my findings to the flame commander, but do not believe I can make it on my own.","Escort the scout to Little Ala Mhigo?","","","Then you have sentenced me to death...or worse, tempering.",""
39,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,6,0,0,0,0,"A moment of your time, <If(PlayerParameter(4))>milady<Else/>milord</If>?","The fields are crawling with ocean roselings─horrible creatures that choke out the crops and maim the tillers who tend to them. We hold our own against the seedkin, but it seems for every one we cut down, there are three more to take its place!","We'd be obliged if you could lend us your sword in clearing the fields.","Aid the tillers?","That's right kind of you, <If(PlayerParameter(4))>milady<Else/>milord</If>. You see? Here they come now!","","Apologies, <If(PlayerParameter(4))>milady<Else/>milord</If>. I reckon you have matters of greater import what need attendin'.",""
40,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Did I not tell you? Three more for every one slain. If only my crops grew so well!","","","","","","",""
41,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,6,0,0,0,0,"Why!? Why, I ask you!","Why would galagos want anything to do with my flour!? It's not as if they can bake it into bread or lemoncakes! They can't, can they?","But that doesn't stop them from raiding my granaries day in and day out. If this goes on much longer, I will have nothing to take to market and the moneylenders will come for my only daughter... Please! I beg of you! Help me drive off the beasts!","Aid the miller?","A thousand thanks! A thousand thousand thanks! If only I could find the words to thank you enou─ Oh! They're here!","","Perhaps another will come along who can help...",""
42,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Bloody cane toads! The scholarlies down at Mealvaan's Gate reckoned they would eat the locusts which overrun the wheat fields each year, and so allowed a crate of the slimy creatures to be released into lower La Noscea.","No only did they not eat the locusts, but they began breedin' quicker 'an rabbits, and before we knew it, the whole damn region was burstin' at the seams with the ugly monsters.","Now, I spend my days catchin' and guttin' the toads at the behest of the same damned scholarlies who started this whole mess. It ain't a bad job, but it sure can be right lonely sometimes. Hey, you wouldn't mind keepin' an man company, would you?","That's a good <If(PlayerParameter(4))>lass<Else/>lad</If>. Now off you go while I stand watch here and make sure no one from the road bother us.","Eh? You thought we was going to do the guttin' together? That's rich!","","",""
43,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,6,0,0,0,0,0,"Bloody cane toads! The scholarlies down at Mealvaan's Gate reckoned they would eat the locusts which overrun the wheat fields each year, and so allowed a crate of the slimy creatures to be released into lower La Noscea.","Now, I spend my days catchin' and guttin' the toads at the behest of the same damned scholarlies who started this whole mess. It ain't a bad job, but it sure can be right lonely sometimes. Hey, you wouldn't mind keepin' an man company, would you?","Spend your day catchin' and guttin'?","","That's a good <If(PlayerParameter(4))>lass<Else/>lad</If>. Now off you go while I stand watch here and make sure no one from the road bother us. Eh? You thought we was going to do the guttin' together? That's rich!","","Then leave me be. I've toads to gut.",""
44,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,6,0,0,0,0,0,"参ったな……またヤーゾンが集まってきやがった。
やつら、杭打ち機に巣を作ろうとするんだよ。","こうなると作業になんなくてね。
すまないが、ヤーゾンの駆除を手伝ってくれないか？","引き受けますか？

<Color(-34022)>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。</Color>","","助かるよ。
やつら、そこの木の辺りに集まってきてる。
杭打ち機に寄り付く前に、倒してくれ！","","そうか……。急いで他を当たらないとな。",""
45,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,6,0,0,0,0,0,"Cores... Cannot drive the piles without earth sprite cores...","Cores harden the land... Help the piles take hold... Have you any cores?","Gather cores for the hammer workers?","","Cores...lying about... Cores...flying about...","","Cores...",""
46,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,6,0,0,0,0,0,"You there. Did the Consortium send you? No? Well, that is of no matter. You are here now, and now you shall help me. Agreed?","The lawless thugs who squat there in that ramshackle manse have stolen my precious cargo and I require you to retrieve it. Not too daunting a task for someone of your obvious talents, I presume?","Ad the merchant?","","Very good, very good. Now make haste. I have tea planned with a noble lady not long from now and it would not do well if I were late.","","Perhaps you mistook my order for a choice?",""
47,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,6,0,0,0,0,0,"Thal's balls! I don't know whether to slit the throats of them goblins, or them what kicked the buggers out of Ul'dah and into Hammerlea!","Now the thrice-damned runts are running about buggerin' up my supplies for the hammers, and I haven't the means to stop them. Now if I had me an adventurer...","Lend the worker a hand?","","Give the little shites no quarter. That'll learn 'em.","","Ah, I forgot. It's coin what does the talkin', eh? Well, I have more than enough for the <If(PlayerParameter(4))>woman<Else/>man</If> what does in them gobbies.",""
48,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,6,0,0,0,0,0,"Me da... Et by a 'bon, he were.","Now I wants 'em all dead, like. Wiv' crossy eyes like them as drawed in the picture shows. Da used to take me to the picture shows...before he was et. By a 'bon.","Kill some 'bons?","","Don't get et!","","<whimper>
One day, I'll be big enough to kill me own 'bon! Jus' you wait!",""
49,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,6,0,0,0,0,"An adventurer, are you? Well, you'll have to do.","You see that man over there? The big one. The captain of a shipping vessel out of Radz–at–Han found him stowed away below decks. When the captain moored here at the quay, we brought the brute ashore for questioning...","...when he up and started assailing my men! And for a man whose been holed up in a dark corner for the past fortnight, he has more energy than you'd believe. We could certainly use a hand in calming him down.","Aid the quay guards?","","","Aye... I shan't judge you for your decision. No <If(PlayerParameter(4))>woman<Else/>man</If> in their right mind would want to dance with that <Emphasis>thing</Emphasis>.",""
50,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,5,0,0,0,0,0,0,"Cores...?","","","","Cores...","","You bring cores...I bring coin... Simple...",""
51,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,5,0,0,0,0,0,0,"Have you retrieved my crates yet? I have an appointment, you know. One with a noble lady. There will be tea.","","","","Is this all? I could have sworn there were more. Countless more. Yes. Now back into the breach, my good <If(PlayerParameter(4))>lady<Else/>fellow</If>.","","What are you waiting for!? The tea! It grows ever colder!",""
52,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Cores...","","","","","","",""
53,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"I do not have the time for this. Tea and noble ladies await! Didn't I mention this?","","","","","","",""
54,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,6,0,0,0,0,"You seem the able adventurer. I must cross the desert to Forgotten Springs with these relics unearthed here at the Strike, but cannot well defend myself with my hands full.","You see, the seemingly lifeless desert is actually teeming with creatures who wait under the sand for their victims to hap upon their traps. And then there are the Amalj'aa...","So, what say you? Guide me safely to Forgotten Springs and I shall see to it that you are handsomely rewarded.","Escort the Iron Torch?","","","Well then. I suppose my clients will have to wait.",""
55,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,6,0,0,0,0,"I swear, each batch of recruits the Barracudas send me is worse than the last. I've already had to send three home because <Emphasis>they wouldn't stop crying</Emphasis>.","If only I had more <If(PlayerParameter(4))>women<Else/>men</If> like you. Ones with sharp blades, and the wits to match.","I know. How about you show these yellow-bellied greenbacks how a true warrior fights? I'll make it worth your while.","Crack the whip?","Hah hah hah! You hear that, scrags? Prepare to have your arses handed to you on a silver bleedin' platter. Now fall in!","","<sigh>
I suppose they wouldn't have offer much of a challenge anywise.",""
56,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,6,0,0,0,0,"Thank the Twelve you came along when you did!","Anselm and Fiebras are at each other's throats again! It's that damned ale wench. Both fancy the lass, and neither is willing to stand aside so that the other may have her...though, truth be told, the wench despises both, and only humors them because it is her job to do so.","The two are good lads...when not in their cups, but I fear that their lust for this girl will end in one of them dead! I have already tried calming them with words, but to no avail. This leaves us with but one solution─steel.","Beat the violence out of the two?","","","This will not end well... You have sentenced a man to death today. Let that sit well on your conscience.",""
