key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
589861,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,"0","0","0"
589862,0,0,0,0,757,0,0,1,0,0,0,0,0,0,0,False,False,False,"Mummy says I mustn't talk to strangers.","You're a stranger, so I mustn't talk to you.","0"
589863,2,0,0,764,0,0,1,1,0,0,0,0,0,0,0,False,False,False,"The younglings at the Acorn Orchard have all had it rough.","I'm the grown-up around here, so it's my job to look after them.","0"
589864,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,"0","0","0"
589865,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,"0","0","0"
589866,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"You stand before the White Wolf Gate. The road beyond leads to regions rife with danger, and the gate is to remain closed until further notice.","Curiosity has been the demise of many an adventurer, but it need not be yours. Move along now.","0"
589867,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Gridania is but a part of the Twelveswood.","Whether you are within her walls or without, pray remember to pay the elementals due deference.","0"
589868,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"No thief's gonna get his grubby bloody hands on our grain while I'm on watch. Nay, not so much as a single mangy squirrel!","0","0"
589869,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589870,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"You know who Mother Miounne is, <If(PlayerParameter(4))>sister<Else/>brother</If>? You'd do well to take her advice to heart.","There's some as say she's overbearing, but without her, we adventurers wouldn't be able to get by here in the Black Shroud. I myself owe her much and more.","0"
589871,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Why, hello there, <If(PlayerParameter(4))>madam<Else/>sir</If>. I take it you've come to see about a retainer?","Well, I'm sorry to disappoint, but we're not in a position to introduce anyone to you at present. If you visit us again at a later date, we will of course do our utmost to accommodate your needs. Apologies again for the inconvenience.","0"
589872,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"This here's the Bannock, where Twin Adder recruits are drilled.","You're free to observe, but see to it you don't get in anyone's way.","0"
589873,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589874,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"You stand within the Archers' Guild, where men and women gather to learn the way of the bow, as passed down to us from the Elezen sentries and Miqo'te hunters of eld.","I am tasked with providing guidance to those who seek membership here. Let me know if I can assist you in any way.","0"
589875,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589876,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"It was my people, the Elezen, who gave rise to the noble tradition of archery.","To see it thus...<Emphasis>parodied</Emphasis> by outsiders...
It is an outrage.","0"
589877,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"The world can seem clearer when viewed down an arrow's shaft, but an archer must think of more than just the target.","0","0"
589878,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589879,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589880,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Mih Khetto's Amphitheatre is open to citizens and outsiders alike.","We ask only that you use the facility with care, out of respect for the kindhearted souls who took such pains to rebuild it.","0"
589881,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Some five years ago, a great scholar stood vigil before these waters. It's said he came here to rally all of Eorzea in the fight against the Garlean Empire.","I do wonder what became of the man... I should like the chance to meet him in person.","0"
589882,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"My wife and child... The men and women with whom I shared a stage... They're gone, every last one of them. There's nothing left in my life worth a damn.","0","0"
589883,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"The district beyond is home to distinguished Gridanians. Commoners may not enter. That includes <Emphasis>you</Emphasis>, adventurer. ","Go back whence you came, or I will be forced to remind you of your place.","0"
589884,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589885,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589886,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Greetings and welcome to the Lancers' Guild. Here you may train in the polearm and learn to conquer your fears.","It is my duty to provide guidance to those who would enroll. If there is aught you wish to know, I should be glad to assist you.","0"
589887,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"The Wailing Barracks lies beyond. If you have no business here, I would thank you to return whence you came.","0","0"
589888,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589889,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"I came all the way from Ul'dah to sell my wares, but the locals are proving an unreceptive lot.","Why, it's as if they're averse to novelty─to change and progress! I'm going to need a new approach if I'm to make any coin here...or perhaps an <Emphasis>old</Emphasis> one?","0"
589890,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589891,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Down this path and across the lake lies the East Shroud.","You'll need to take the ferry if you have business in the Honey Yard or Nine Ivies.","0"
589892,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589893,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"That godsdamned merchant from Ul'dah... I wish she'd bugger off back to where she came from!","I swear, every time she opens her mouth, it's about coin, coin, and more bloody coin!","0"
589894,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Gridania's markets are divided into two main rows of stalls, named Ebony and Rosewood. Medicine and sundry goods can be had at the former, while arms and armor are found at the latter.","0","0"
589895,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"You'll find none with greater skill or deeper passion than the leatherworkers of our guild.","0","0"
589896,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589897,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,True,True,False,"As the Twelveswood changes, so too must we change. To evolve and grow is the nature of life.","We endured the Calamity not by fearing the forest, but by following its example and adapting to survive.","0"
589898,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Welcome to the Leatherworkers' Guild, where the most magnificent leather goods in all the realm take shape.","0","0"
589899,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"The guild's reputation for peerless craftsmanship is acknowledged even in Ul'dah.","Hence do the products of Fen–Yll Fineries command such high prices. And no right-thinking person with so much as an <Emphasis>onze</Emphasis> of taste would deny that they are worth every gil.","Why, I often visit Gridania just to look upon the exquisite quality of their work."
589900,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"We're closed. Come back later.
<sigh> Will the Starlight Celebration <Emphasis>never</Emphasis> come?","0","0"
589901,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589902,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Mind the flower pots! You break it, you bought it!","0","0"
589903,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","You know, it was only after I became a botanist that I came to appreciate the hard work necessary to bring even a single flower into bloom.","0"
589904,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589905,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Hello there, and welcome to the Botanists' Guild. We manage all the plots of the Greatloam Growery.","0","0"
589906,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"The nerve of some outsiders, waltzing into Gridania as if they were the elementals' gift to the Twelveswood... I'll wager most of them don't even know what a hoe is!","0","0"
589907,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Go quietly within these caverns.
...Lest you misunderstand, I speak not of such sounds as one's ears might hear.","Here we open our hearts to the whispers of the elementals. Take care that you do not disturb this communion by bringing in tumultuous thoughts.","0"
589908,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589909,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589910,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589911,2,0,0,764,0,0,1,1,0,0,0,0,0,0,0,False,False,False,"Breathe deep. Focus on the flow as you draw the energies into your body. Exhale and observe the changes within and without.","These forces of creation envelop and permeate us all. Fully comprehending this truth shall make you a superior conjurer.","0"
589912,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Pfarahr always treats me like a child. It fair drives me up the wall!","0","0"
589913,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Memama never listens to me! I've told her countless times not to venture outside without her parents' permission, yet she never bothers to ask them.","0","0"
589914,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589915,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Welcome to the airship landing.","0","0"
589916,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"The airship landing is currently undergoing renovations, and all flights are suspended. We apologize for the inconvenience.","0","0"
589917,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Greetings, traveler, and welcome to Gridania's airship landing. How may I be of service?","0","0"
589918,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589919,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589920,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589921,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589922,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589923,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589924,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"You are come to Stillglade Fane, home of the Conjurers' Guild.","All may learn the art of conjury if our guildmaster accepts their supplication.","0"
589925,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589926,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","Ow! That smarts!","0"
589927,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"As an apprentice, I assist the conjurers in all manner of work, from the treatment of visitors to the observance of auguries.","There is no greater honor than to serve the people of Gridania.","0"
589928,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Only those of the Gods' Quiver are permitted past this point. I suggest you step away from the doors.","0","0"
589929,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589930,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Why the Archers' Guild, you ask? Hmmm... Perchance you are familiar with the popular saying about “keeping one's friends close,” and so on? Yes, well, I strongly disagree with its sentiments on enemies.","0","0"
589931,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589932,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589933,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Welcome to the Carpenters' Guild. Here we produce all manner of wooden products─from weapons to wardrobes, shields to stools, and much more.","0","0"
589934,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,True,True,True,"There is no such thing as an all-purpose wood. An archer's bow is quite unlike a scholar's bookshelf.","Different parts of the same tree can have different uses as well. Mind you, these are but the fundamentals of carpentry.","0"
589935,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"None are as selfless as the trees. They sacrifice their mortal shells that we might live to die another day. This is not a gift to be accepted lightly.","0","0"
589936,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589937,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"How does he do it? Such clean cuts and alacritous assembly... I cannot hope to mimic such mastery!","0","0"
589938,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589939,0,0,1,0,0,755,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589940,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"When we must risk incurring the wrath of the elementals, we Wood Wailers and the archers of the Gods' Quiver wear these masks.","However, more than a few of us are beginning to think them naught but superstitious trinkets. I, for one, would be sorely troubled were it revealed that the guardians of the Twelveswood could be so easily deceived...","0"
589941,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589942,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"The Wood Wailers were wise to allow the Lancers' Guild the use of their facilities.","Training together can only lead to mutual improvement─and better qualified recruits for the Order of the Twin Adder.","0"
589943,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"The new recruits are quite promising. If they continue to hone their skills, who knows how strong they will become?","0","0"
589944,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589945,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589946,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"You are come to the Wailing Barracks, home of the Wood Wailers─the keepers of the peace within Gridania.","Visitors are welcome to observe the lancers in training. More than a few have been inspired to join after doing so.","0"
589947,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"The Calamity forced many a local merchant out of business. It was only when the Ul'dahns appeared that the markets began to regain a semblance of their former life.","Profits are high, but so is tension between locals and outsiders. While it can't be denied that the Ul'dahns have helped us greatly, their presence gives rise to new problems.","0"
589948,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"My brother Hadrefort and I oversee the Rosewood Stalls, while that Ul'dahn merchant Rishushu is responsible for the Ebony Stalls. 'Course, Master Parsemontret holds the real power in the markets.","Hadrefort thinks Rishushu is a decent enough lass, but I say that Ul'dahn wench can't be trusted. Aye, she's always dealt fairly with me, but it doesn't pay to ignore one's instincts in business...","0"
589949,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"This is the Aetheryte Plaza, hub of the Gridanian Aethernet.","It used to be situated in the western part of the city, but it was moved here after the Calamity. Veteran adventurers who return after a long absence are wont to find the change somewhat disorientating.","0"
589950,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"You know why this place is called Apkallu Falls?","Someone once tried to breed apkallus here, or so the story goes. Looks like it didn't go too well, though...unless they're <Emphasis>really</Emphasis> good at hiding.","0"
589951,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"I heard that the Order of the Twin Adder was officially reformed right here, in Mih Khetto's Amphitheatre. That was before the amphitheatre was moved, of course.","0","0"
589952,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Well do I remember the day the Order of the Twin Adder was reformed─the day I first laid eyes upon the Elder Seedseer.","Graceful yet strong, with a voice like song... When I close my eyes I can still see her standing there, clear as day.","0"
589953,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"We learn much by tending the gardens─not only about plants, but ourselves as well. As we help the plants to grow, so too do they help us.","0","0"
589954,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"These gates lead outside the city. Take the road north if you seek Hyrstmill, and keep west if you're headed to Fallgourd Float.","0","0"
589955,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589956,1,1,0,755,755,0,1,1,1,0,0,0,0,0,0,False,False,False,"Please be informed that Atelier Fen–Yll is not accepting orders for bristletail boots at present.","The hunting of bristletail marmots has been prohibited due to incessant poaching. As a result, we have been forced to cease production until further notice.","0"
589957,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Damn those stubborn leatherworkers! I spent a fortune on this marmot pelt, but they refuse to use it in my order! Gods' sakes, the blasted creature's already <Emphasis>dead</Emphasis>! Surely, it'd be the greater crime <Emphasis>not</Emphasis> to make it into a pair of boots!","0","0"
589958,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"This here's the Leatherworkers' Guild, renowned throughout Eorzea for producin' the best leather goods that gil can buy.","...If you're willin' to wait two years, that is. They've more orders than they can fill, see─which is why it's become necessary to maintain a Wailer presence here. Suffice to say, some customers ain't used to disappointment.","Like that prickly fellow over yonder. Wonder when he'll give up and go home..."
589959,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589960,0,1,0,0,755,0,0,1,1,0,0,0,0,0,0,False,False,False,"...","Back off, will you? It's hot enough without you breathing down my neck.","0"
589961,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"What is today a tiny sprout may one day grow into a mighty oak and spread its seeds throughout the land.","It is no different with men. We are all equals in the circle of life, seeking only to survive.","0"
589962,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589963,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589964,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Welcome to Fen–Yll Fineries! It would be my pleasure to serve you, <If(PlayerParameter(4))>milady<Else/>milord</If>...","...if you had an order placed, that is. We only deal in bespoke items, you see.","0"
589965,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"...Aye! 'Tis the perfect plan! If I can just get the trim right, these “genuine Fen–Yll fashions” will net me an Admiral's ransom back in Lims─","H-Hey, what's that look for? I'm simply <Emphasis>considering</Emphasis> a purchase for...my mum! Y-Yes, only the <Emphasis>finest</Emphasis> leathers for my <Emphasis>dearest</Emphasis> mum!","0"
589966,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Greetings, <If(PlayerParameter(4))>madam<Else/>sir</If>. Might you be looking to secure the services of a retainer?","My sincerest apologies, but we currently have no retainers available for hire.","0"
589967,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Greetings, <If(PlayerParameter(4))>madam<Else/>sir</If>. Please feel free to use the market board to search for any items you desire.","0","0"
589968,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589969,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589970,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"This shop usually sells only to the Wood Wailers and the Gods' Quiver. But I am never one to turn down a <If(PlayerParameter(4))>woman<Else/>man</If> with coin in <If(PlayerParameter(4))>her<Else/>his</If> purse.","0","0"
589971,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589972,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"These gates are to remain closed until further notice. If you wish to venture outside the walls, you can ride the ferry from Westshore Pier south of the Lancers' Guild.","0","0"
589973,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"You... Could you possibly be...?","...N-No, forget I said anything. My mistake.","0"
589974,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Mih Khetto's Amphitheatre, so named for the legendary minstrel, once stood just beyond this rubble.","That all changed five years ago, when the Calamity laid it to waste. The amphitheatre has since been rebuilt at the center of our city, thanks to the tireless efforts of the carpenters of the Oak Atrium.","0"
589975,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Lost your way, have you? This path here will take you to Mih Khetto's Amphitheatre and the Leatherworkers' Guild.","0","0"
589976,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"I-I'm fine. Nothing wrong at all, no need to concern yourself.","0","0"
589977,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589978,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589979,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589980,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Nophica's Altar is a holy place. It is here that the Hearers communicate the will of the elementals to men.","The elementals govern all aspects of life in the Twelveswood, from the creatures we may hunt to the articles we may bring into their domain. As a result, foreign merchants dread visiting this place, conscious that their wares may be unwanted.","0"
589981,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Listen, adventurer, to the rustling leaves, the flowing rivers─to the very pulse of this land. We conjurers of Stillglade Fane interpret these whispers of the elementals and convey them to the people of Gridania.","0","0"
589982,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589983,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Bettin' all me earnin's on the auguries, I am. I cannae take another bad harvest.","0","0"
589984,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Otherworldly voices have been waking me in the night, but I haven't the faintest idea why. I have done naught to incur the elementals' ire.","0","0"
589985,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"You are come to participate in the meditations, I presume?","0","0"
