key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
19,"coeurl kitten",0,"coeurl kittens",0,0,1,0,0,"Summon your coeurl kitten minion. It will still be several summers before his trademark whiskers grow out.",437,10,0,0,2,8,4552,12,True,True,35,True
20,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0,False,False,0,False
21,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0,False,False,0,False
22,"gravel golem",0,"gravel golems",0,0,1,0,0,"Summon your gravel golem minion. Only you stand between it and a hard place.",440,30,0,0,1,8,4519,0,False,False,0,False
23,"wind-up tonberry",0,"wind-up tonberries",0,0,1,0,0,"Summon your wind-up tonberry minion. Now with 100% less rancor.",441,30,0,0,1,8,4553,0,False,False,0,True
24,"tiny tortoise",0,"tiny tortoises",0,0,1,0,0,"Summon your tiny tortoise minion. Will not carry you to an underwater kingdom if you ride on its back.",442,30,0,0,2,8,4520,17,True,True,0,False
25,"baby raptor",0,"baby raptors",0,0,1,0,0,"Summon your baby raptor minion. Luckily for you, his teeth haven't all grown in...yet.",443,30,0,0,2,8,4521,18,True,True,0,False
26,"baby bat",0,"baby bats",0,0,1,0,0,"Summon your baby bat minion. Has yet to acquire a taste for blood.",444,30,0,0,2,8,4522,19,True,False,0,False
27,"tiny bulb",0,"tiny bulbs",0,0,1,0,0,"Summon your tiny bulb minion. Some questions, such as why this bulb can walk, are best left unanswered.",445,30,0,0,2,8,4523,20,True,False,0,False
28,"dust bunny",0,"dust bunnies",0,0,1,0,0,"Summon your dust bunny minion. Despite the striking similarities, spriggans are not related to rabbits. But they have been known to eat them.",446,20,0,20,2,8,4524,21,True,False,0,False
29,"wind-up dullahan",0,"wind-up dullahans",0,0,1,0,0,"Summon your wind-up dullahan minion. Warning: may contain sharp parts.",447,30,0,0,1,8,4525,0,False,False,0,False
30,"gigantpole",0,"gigantpoles",0,0,1,0,0,"Summon your gigantpole minion. Yes, it can survive for hours on end without any water, and yes, it can fly. Your argument is invalid.",448,30,0,0,2,8,4526,23,True,False,0,False
31,"pudgy puk",0,"pudgy puks",0,0,1,0,0,"Summon your pudgy puk minion. Don't ask what it has eaten to grow so plump.",449,30,0,0,2,8,4527,24,True,True,0,False
32,"buffalo calf",0,"buffalo calves",0,0,1,0,0,"Summon your buffalo calf minion. Milk-fed until tender and juicy. Not that anyone would <Emphasis>ever</Emphasis> think of eating him.",450,30,0,0,2,8,4528,25,True,True,0,False
33,"cactuar cutting",0,"cactuar cuttings",0,0,1,0,0,"Summon your cactuar cutting minion. Take care not to suffer 1,000 points of damage...to your heart.",451,20,0,20,2,3,4529,26,True,False,0,False
34,"smallshell",0,"smallshells",0,0,1,0,0,"Summon your smallshell minion. The mere sight of this wee wavekin may cause severe psychological trauma to those who spent years of their lives on faraway shores culling his relatives.",452,30,0,0,2,8,4530,27,True,False,0,False
35,"wolf pup",0,"wolf pups",0,0,1,0,0,"Summon your wolf pup minion. Idolizes one Gaius van Baelsar for obvious reasons.",453,10,0,0,2,8,4550,28,True,True,19,True
36,"beady eye",0,"beady eyes",0,0,1,0,0,"Summon your beady eye minion. That feeling you get sometimes that you are being watched? More often than not it is him.",454,30,0,0,2,8,4531,29,True,True,0,False
37,"fledgling dodo",0,"fledgling dodos",0,0,1,0,0,"Summon your fledgling dodo minion. Properly trained not to eructate, regurgitate, expectorate, or flatulate.",455,30,0,30,2,8,4532,30,True,True,0,False
38,"coblyn larva",0,"coblyn larvae",0,0,1,0,0,"Summon your coblyn larva minion. Too dangerous to allow to grow any larger...too adorable to condemn to the furnace.",456,30,0,0,2,8,4533,31,True,False,0,False
39,"wind-up aldgoat",0,"wind-up aldgoats",0,0,1,0,0,"Summon your wind-up aldgoat. No aldgoats were harmed in the making of this automaton.",457,30,0,0,1,8,4534,0,False,False,0,False
40,"fledgling apkallu",0,"fledgling apkallus",0,0,1,0,0,"Summon your fledgling apkallu minion. Will follow you until you give him a fish. Will continue to follow you after being given a fish.",458,30,0,0,2,8,4535,33,True,True,0,False
41,"goobbue sproutling",0,"goobbue sproutlings",0,0,1,0,0,"Summon your goobbue sproutling minion. Has been known to attack kittens for no apparent reason.",459,10,0,0,2,8,4536,34,True,False,0,False
42,"bite-sized pudding",0,"bite-sized puddings",0,0,1,0,0,"Summon your bite-sized pudding minion. Not intended for consumption.",460,30,0,0,2,8,4537,35,True,False,0,False
43,"model vanguard",0,"model vanguards",0,0,1,0,0,"Summon your model vanguard minion. An exact 1/9 scale replica of a ceruleum-powered magitek vanguard (imperial pilot action figure not included).",461,30,0,0,1,8,4538,0,False,False,0,False
44,"demon brick",0,"demon bricks",0,0,1,0,0,"Summon your demon brick minion. We are all better off not knowing what arcane magicks animate this ordinary stone block.",462,10,0,20,2,8,4539,37,True,False,0,False
45,"mini mole",0,"mini moles",0,0,1,0,0,"Summon your mini mole minion. When not dining on a protein-rich diet of earthworms and grubs, he dreams of making mountains.",463,30,0,0,2,8,4540,38,True,True,0,False
46,"tender lamb",0,"tender lambs",0,0,1,0,0,"Summon your tender lamb minion. Mint jelly optional.",464,30,0,0,2,10,4541,39,True,False,0,False
47,"slime puddle",0,"slime puddles",0,0,1,0,0,"Summon your slime puddle minion. Fun for the whole family.",465,30,0,0,2,8,4551,40,True,False,0,False
48,"kidragora",0,"kidragoras",0,0,1,0,0,"Summon your kidragora minion. Even in space, everyone can hear this seedkin scream.",466,20,30,0,2,8,4542,41,True,True,0,False
49,"wind-up goblin",0,"wind-up goblins",0,0,1,0,0,"Summon your wind-up goblin minion. Even this automaton's gobbiebag is bigger than yours.",467,10,0,0,1,8,4543,0,False,False,0,False
50,"wind-up sylph",0,"wind-up sylphs",0,0,1,0,0,"Summon your wind-up sylph minion. If it could speak, it would be in the third person.",468,30,0,0,1,8,4549,0,False,False,0,False
51,"wind-up cursor",0,"wind-up cursors",0,0,1,0,0,"Summon your wind-up cursor minion. Modeled after the ivory glove of Oschon, the Wanderer, does this clockwork hand follow you...or guide you?",469,20,0,0,1,8,4544,0,False,False,0,False
52,"wind-up airship",0,"wind-up airships",0,0,1,0,0,"Summon your wind-up airship minion. A fully operational model of the legendary vessel, the <Emphasis>Invincible</Emphasis>.",470,30,0,0,1,8,4545,0,False,False,0,False
53,"wind-up Qiqirn",0,"wind-up Qiqirns",0,0,1,0,0,"Summon your wind-up Qiqirn minion. As adorable as the real thing, without the ratty odor.",471,30,0,0,1,8,4546,0,False,False,0,False
54,"black chocobo chick",0,"black chocobo chicks",0,0,1,1,0,"Summon your black chocobo chick minion. Rumors about her being able to fly are completely unfounded...or <Emphasis>are</Emphasis> they?",505,30,30,0,2,8,4548,2,True,True,0,False
55,"wind-up Dalamud",0,"wind-up Dalamuds",0,0,1,0,0,"Summon your wind-up Dalamud minion. Do not attempt to pry open under any circumstances.",472,30,0,0,1,8,4547,0,False,False,0,False
56,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0,False,False,0,False
57,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0,False,False,0,False
58,"wind-up Amalj'aa",0,"wind-up Amalj'aa",0,0,1,0,0,"Summon your wind-up Amalj'aa minion. What is burnt may never burn, but rises again, harder and stronger.",580,30,0,0,1,8,4554,0,False,False,0,False
59,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0,False,False,0,False
60,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0,False,False,0,False
61,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0,False,False,0,False
62,"wind-up brickman",0,"wind-up brickmen",0,0,1,0,0,"Summon your wind-up brickman minion. The brickman gets up and looks over as if it wants to join the party!",577,30,0,0,2,8,4555,50,True,True,0,False
63,"wind-up Shantotto",0,"wind-up Shantottos",0,0,1,1,0,"Summon your wind-up Shantotto minion. But remember:
If you fail to treat her right,
she will set your pants alight.",527,20,0,0,1,8,4556,0,False,False,0,False
64,"wind-up Edvya",0,"wind-up Edvyas",0,0,1,1,0,"Summon your wind-up Edvya minion. Sometimes moonlights as a miller girl, much to her father the sultan's chagrin.",584,30,0,0,1,8,4557,0,False,False,0,False
65,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0,False,False,0,False
66,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0,False,False,0,False
67,"Minion of Light",0,"Minions of Light",0,0,1,0,0,"Summon your Minion of Light and make true the prophecy: “When Darkness veils the world, three Minions of Light shall come.”",0,0,0,0,0,8,4558,0,False,False,0,False
68,"Minion of Light",0,"Minions of Light",0,0,1,0,0,"",587,10,70,0,1,8,0,0,False,False,0,False
69,"Minion of Light",0,"Minions of Light",0,0,1,0,0,"",623,10,70,0,1,8,0,0,False,False,0,False
70,"Minion of Light",0,"Minions of Light",0,0,1,0,0,"",624,10,70,0,1,8,0,0,False,False,0,False
71,"wind-up leader",0,"wind-up leaders",0,0,1,0,0,"Summon your wind-up leader minion, who will follow you unquestioningly─for coin and country; for serenity, purity, sanctity─till sea swallows all.",0,0,0,0,0,8,4559,0,False,False,0,False
72,"wind-up Merlwyb",0,"wind-up Merlwybs",0,0,1,1,0,"",626,10,0,0,1,8,0,0,False,False,0,False
73,"wind-up Kan-E",0,"wind-up Kan-Es",0,0,1,1,0,"",627,10,0,0,1,8,0,0,False,False,0,False
74,"wind-up Raubahn",0,"wind-up Raubahns",0,0,1,0,0,"",625,10,0,0,1,8,0,0,False,False,0,False
75,"princely hatchling",0,"princely hatchlings",0,0,1,0,0,"Summon the princely hatchling minion, the chocobo who would be king.",634,30,30,0,2,8,4560,2,True,True,0,False
76,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
77,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
78,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
79,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
80,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
81,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
82,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
83,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
84,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
85,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
86,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
87,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
88,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
89,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
90,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
91,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
92,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
93,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
94,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
95,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
96,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
97,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
98,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
99,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
100,"",0,"",0,0,1,0,0,"",0,0,0,0,0,8,0,0,False,False,0,False
