key,0,1,2,3,4,5,6
71,0,"Storm Wolf","Serpent Wolf","Flame Wolf","Storm Wolf","Serpent Wolf","Flame Wolf"
72,0,"Storm Wolf","Serpent Wolf","Flame Wolf","Storm Wolf","Serpent Wolf","Flame Wolf"
73,0,"Storm Wolf","Serpent Wolf","Flame Wolf","Storm Wolf","Serpent Wolf","Flame Wolf"
74,0,"Storm Wolf","Serpent Wolf","Flame Wolf","Storm Wolf","Serpent Wolf","Flame Wolf"
75,0,"Storm Wolf","Serpent Wolf","Flame Wolf","Storm Wolf","Serpent Wolf","Flame Wolf"
76,0,"Storm Wolf","Serpent Wolf","Flame Wolf","Storm Wolf","Serpent Wolf","Flame Wolf"
77,0,"Storm Wolf","Serpent Wolf","Flame Wolf","Storm Wolf","Serpent Wolf","Flame Wolf"
78,0,"Storm Wolf","Serpent Wolf","Flame Wolf","Storm Wolf","Serpent Wolf","Flame Wolf"
79,0,"Storm Wolf","Serpent Wolf","Flame Wolf","Storm Wolf","Serpent Wolf","Flame Wolf"
80,0,"Ocean Star","Shroud Star","Desert Star","Ocean Star","Shroud Star","Desert Star"
81,0,"Ocean Star","Shroud Star","Desert Star","Ocean Star","Shroud Star","Desert Star"
82,0,"Ocean Star","Shroud Star","Desert Star","Ocean Star","Shroud Star","Desert Star"
83,0,"Ocean Star","Shroud Star","Desert Star","Ocean Star","Shroud Star","Desert Star"
84,0,"Ocean Star","Shroud Star","Desert Star","Ocean Star","Shroud Star","Desert Star"
85,0,"Ocean Star","Shroud Star","Desert Star","Ocean Star","Shroud Star","Desert Star"
86,0,"Ocean Star","Shroud Star","Desert Star","Ocean Star","Shroud Star","Desert Star"
87,0,"Ocean Star","Shroud Star","Desert Star","Ocean Star","Shroud Star","Desert Star"
88,0,"Ocean Star","Shroud Star","Desert Star","Ocean Star","Shroud Star","Desert Star"
89,0,"Ocean Star","Shroud Star","Desert Star","Ocean Star","Shroud Star","Desert Star"
90,0,"Protector of the Sea","Protector of the Wood","Protector of the Sands","Protector of the Sea","Protector of the Wood","Protector of the Sands"
91,0,"Protector of the Sea","Protector of the Wood","Protector of the Sands","Protector of the Sea","Protector of the Wood","Protector of the Sands"
92,0,"Protector of the Sea","Protector of the Wood","Protector of the Sands","Protector of the Sea","Protector of the Wood","Protector of the Sands"
93,0,"Protector of the Sea","Protector of the Wood","Protector of the Sands","Protector of the Sea","Protector of the Wood","Protector of the Sands"
94,0,"Protector of the Sea","Protector of the Wood","Protector of the Sands","Protector of the Sea","Protector of the Wood","Protector of the Sands"
95,0,"Protector of the Sea","Protector of the Wood","Protector of the Sands","Protector of the Sea","Protector of the Wood","Protector of the Sands"
96,0,"Protector of the Sea","Protector of the Wood","Protector of the Sands","Protector of the Sea","Protector of the Wood","Protector of the Sands"
97,0,"Protector of the Sea","Protector of the Wood","Protector of the Sands","Protector of the Sea","Protector of the Wood","Protector of the Sands"
98,0,"Protector of the Sea","Protector of the Wood","Protector of the Sands","Protector of the Sea","Protector of the Wood","Protector of the Sands"
99,0,"Protector of the Sea","Protector of the Wood","Protector of the Sands","Protector of the Sea","Protector of the Wood","Protector of the Sands"
100,0,"Protector of the Sea","Protector of the Wood","Protector of the Sands","Protector of the Sea","Protector of the Wood","Protector of the Sands"
